year,month,month_year,line,early,ontime,earlyorontime_rail,late,total,pctlate
2013,9,9/1/13,152,622,12033,,3644,16299,22.36
2013,9,9/1/13,154,45,1736,,441,2222,19.85
2013,9,9/1/13,155,106,1974,,645,2725,23.67
2013,9,9/1/13,156,311,3492,,642,4445,14.44
2013,9,9/1/13,158,179,4615,,975,5769,16.90
2013,9,9/1/13,161,107,1584,,306,1997,15.32
2013,9,9/1/13,163,639,11682,,2456,14777,16.62
2013,9,9/1/13,164,434,9034,,2255,11723,19.24
2013,9,9/1/13,165,579,9073,,1333,10985,12.13
2013,9,9/1/13,166,423,9450,,2924,12797,22.85
2013,9,9/1/13,167,53,4414,,1938,6405,30.26
2013,9,9/1/13,169,170,2681,,904,3755,24.07
2013,9,9/1/13,175,61,350,,146,557,26.21
2013,9,9/1/13,176,258,1838,,507,2603,19.48
2013,9,9/1/13,177,2,111,,39,152,25.66
2013,9,9/1/13,180,525,7583,,2521,10629,23.72
2013,9,9/1/13,183,154,3195,,1237,4586,26.97
2013,9,9/1/13,190,275,4714,,1432,6421,22.30
2013,9,9/1/13,200,677,9474,,1973,12124,16.27
2013,9,9/1/13,201,105,1762,,279,2146,13.00
2013,9,9/1/13,202,19,550,,134,703,19.06
2013,9,9/1/13,204,979,13365,,5493,19837,27.69
2013,9,9/1/13,205,33,9278,,3969,13280,29.89
2013,9,9/1/13,206,1099,12643,,3855,17597,21.91
2013,9,9/1/13,207,1561,16825,,4800,23186,20.70
2013,9,9/1/13,209,61,894,,224,1179,19.00
2013,9,9/1/13,210,1547,16146,,6165,23858,25.84
2013,9,9/1/13,211,17,592,,406,1015,40.00
2013,9,9/1/13,212,1252,10582,,2476,14310,17.30
2013,9,9/1/13,217,586,3934,,1772,6292,28.16
2013,9,9/1/13,218,103,3195,,397,3695,10.74
2013,9,9/1/13,220,39,557,,149,745,20.00
2013,9,9/1/13,222,128,2715,,524,3367,15.56
2013,9,9/1/13,224,628,8951,,1821,11400,15.97
2013,9,9/1/13,230,137,3248,,765,4150,18.43
2013,9,9/1/13,232,101,12454,,5248,17803,29.48
2013,9,9/1/13,233,433,6056,,1512,8001,18.90
2013,9,9/1/13,234,287,6538,,1397,8222,16.99
2013,9,9/1/13,236,153,5490,,1081,6724,16.08
2013,9,9/1/13,239,46,1331,,353,1730,20.40
2013,9,9/1/13,243,88,2875,,622,3585,17.35
2013,9,9/1/13,245,207,5095,,980,6282,15.60
2013,9,9/1/13,246,146,3539,,1223,4908,24.92
2013,9,9/1/13,251,728,8266,,2699,11693,23.08
2013,9,9/1/13,252,281,2547,,586,3414,17.16
2013,9,9/1/13,254,22,1962,,636,2620,24.27
2013,9,9/1/13,256,12,3806,,1290,5108,25.25
2013,9,9/1/13,258,224,2062,,511,2797,18.27
2013,9,9/1/13,260,537,8861,,2706,12104,22.36
2013,9,9/1/13,265,164,3318,,984,4466,22.03
2013,9,9/1/13,266,21,6279,,2653,8953,29.63
2013,9,9/1/13,267,136,3259,,1381,4776,28.92
2013,9,9/1/13,268,78,2290,,429,2797,15.34
2013,9,9/1/13,270,12,2875,,2177,5064,42.99
2013,9,9/1/13,292,135,3490,,801,4426,18.10
2013,9,9/1/13,344,116,2397,,580,3093,18.75
2013,9,9/1/13,442,7,155,,56,218,25.69
2013,9,9/1/13,450,55,1272,,245,1572,15.59
2013,9,9/1/13,460,386,4969,,2204,7559,29.16
2013,9,9/1/13,485,77,1598,,278,1953,14.23
2013,9,9/1/13,487,273,3747,,1579,5599,28.20
2013,9,9/1/13,534,505,2378,,802,3685,21.76
2013,9,9/1/13,550,98,2783,,993,3874,25.63
2013,9,9/1/13,577,1,909,,235,1145,20.52
2013,9,9/1/13,603,193,10221,,2973,13387,22.21
2013,9,9/1/13,605,10,2568,,495,3073,16.11
2013,9,9/1/13,607,5,491,,60,556,10.79
2013,9,9/1/13,611,95,2903,,981,3979,24.65
2013,9,9/1/13,612,272,3364,,842,4478,18.80
2013,9,9/1/13,620,30,350,,71,451,15.74
2013,9,9/1/13,625,4,324,,14,342,4.09
2013,9,9/1/13,645,23,605,,167,795,21.01
2013,9,9/1/13,665,9,233,,109,351,31.05
2013,9,9/1/13,685,30,925,,134,1089,12.30
2013,9,9/1/13,687,88,1062,,205,1355,15.13
2013,9,9/1/13,704,703,5978,,1984,8665,22.90
2013,9,9/1/13,705,323,5131,,2270,7724,29.39
2013,9,9/1/13,710,343,7924,,2483,10750,23.10
2013,9,9/1/13,720,1329,17161,,7473,25963,28.78
2013,9,9/1/13,728,357,3208,,1290,4855,26.57
2013,9,9/1/13,733,678,9345,,4644,14667,31.66
2013,9,9/1/13,734,49,2497,,1083,3629,29.84
2013,9,9/1/13,740,474,4074,,1204,5752,20.93
2013,9,9/1/13,741,135,2290,,1039,3464,29.99
2013,9,9/1/13,745,177,3779,,759,4715,16.10
2013,9,9/1/13,750,190,4352,,778,5320,14.62
2013,9,9/1/13,751,64,2834,,481,3379,14.23
2013,9,9/1/13,754,518,9772,,2517,12807,19.65
2013,9,9/1/13,757,494,4163,,991,5648,17.55
2013,9,9/1/13,760,125,3385,,998,4508,22.14
2013,9,9/1/13,761,286,4603,,2218,7107,31.21
2013,9,9/1/13,762,245,2366,,742,3353,22.13
2013,9,9/1/13,770,189,3457,,1011,4657,21.71
2013,9,9/1/13,780,657,4790,,1262,6709,18.81
2013,9,9/1/13,794,65,2427,,811,3303,24.55
2013,9,9/1/13,901,1982,37605,,1936,41523,4.66
2013,9,9/1/13,910,177,1923,,582,2682,21.70
2013,10,10/1/13,2,773,13017,,4052,17842,22.71
2013,10,10/1/13,4,1812,22438,,5815,30065,19.34
2013,10,10/1/13,10,1198,13003,,2955,17156,17.22
2013,10,10/1/13,14,1659,18434,,7871,27964,28.15
2013,10,10/1/13,16,1749,21364,,5800,28913,20.06
2013,10,10/1/13,18,1191,20010,,3069,24270,12.65
2013,10,10/1/13,20,1993,19072,,6399,27464,23.30
2013,10,10/1/13,28,474,6807,,1896,9177,20.66
2013,10,10/1/13,30,1363,13314,,2716,17393,15.62
2013,10,10/1/13,33,593,8341,,3036,11970,25.36
2013,10,10/1/13,35,1011,12468,,2572,16051,16.02
2013,10,10/1/13,40,2066,21487,,6563,30116,21.79
2013,10,10/1/13,45,1959,19991,,5167,27117,19.05
2013,10,10/1/13,51,1758,25100,,7184,34042,21.10
2013,10,10/1/13,53,564,13604,,4256,18424,23.10
2013,10,10/1/13,55,631,7652,,1802,10085,17.87
2013,10,10/1/13,60,1074,17069,,6024,24167,24.93
2013,10,10/1/13,62,305,7715,,4166,12186,34.19
2013,10,10/1/13,66,1037,9258,,1202,11497,10.45
2013,10,10/1/13,70,631,5925,,2099,8655,24.25
2013,10,10/1/13,71,154,1252,,389,1795,21.67
2013,10,10/1/13,76,591,7521,,1751,9863,17.75
2013,10,10/1/13,78,570,5467,,1884,7921,23.78
2013,10,10/1/13,81,1512,12309,,3268,17089,19.12
2013,10,10/1/13,83,259,3569,,712,4540,15.68
2013,10,10/1/13,84,710,8408,,2814,11932,23.58
2013,10,10/1/13,90,861,10543,,1892,13296,14.23
2013,10,10/1/13,92,421,6939,,1789,9149,19.55
2013,10,10/1/13,94,695,7767,,1887,10349,18.23
2013,10,10/1/13,96,18,4564,,939,5521,17.01
2013,10,10/1/13,102,346,4183,,1642,6171,26.61
2013,10,10/1/13,105,944,13405,,4391,18740,23.43
2013,10,10/1/13,108,1228,13955,,4273,19456,21.96
2013,10,10/1/13,110,970,12861,,3679,17510,21.01
2013,10,10/1/13,111,1155,19906,,4712,25773,18.28
2013,10,10/1/13,115,1881,18985,,3771,24637,15.31
2013,10,10/1/13,117,859,11809,,3277,15945,20.55
2013,10,10/1/13,120,353,4859,,2378,7590,31.33
2013,10,10/1/13,125,65,9075,,3767,12907,29.19
2013,10,10/1/13,126,1,231,,106,338,31.36
2013,10,10/1/13,127,77,634,,42,753,5.58
2013,10,10/1/13,128,11,2252,,247,2510,9.84
2013,10,10/1/13,130,49,6142,,1535,7726,19.87
2013,10,10/1/13,150,1278,15769,,5833,22880,25.49
2013,10,10/1/13,152,587,13831,,3859,18277,21.11
2013,10,10/1/13,154,72,1829,,399,2300,17.35
2013,10,10/1/13,155,88,2037,,762,2887,26.39
2013,10,10/1/13,156,295,3413,,713,4421,16.13
2013,10,10/1/13,158,162,4540,,1248,5950,20.97
2013,10,10/1/13,161,179,1666,,341,2186,15.60
2013,10,10/1/13,163,574,12462,,2804,15840,17.70
2013,10,10/1/13,164,518,9855,,2463,12836,19.19
2013,10,10/1/13,165,736,9945,,1540,12221,12.60
2013,10,10/1/13,166,453,11171,,2705,14329,18.88
2013,10,10/1/13,167,55,5390,,1793,7238,24.77
2013,10,10/1/13,169,278,2629,,1074,3981,26.98
2013,10,10/1/13,175,40,391,,206,637,32.34
2013,10,10/1/13,176,241,2222,,394,2857,13.79
2013,10,10/1/13,177,1,158,,22,181,12.15
2013,10,10/1/13,180,631,7853,,2860,11344,25.21
2013,10,10/1/13,183,186,3316,,1757,5259,33.41
2013,10,10/1/13,190,313,5070,,1372,6755,20.31
2013,10,10/1/13,200,561,10786,,2055,13402,15.33
2013,10,10/1/13,201,105,1883,,423,2411,17.54
2013,10,10/1/13,202,14,612,,177,803,22.04
2013,10,10/1/13,204,1084,15984,,4903,21971,22.32
2013,10,10/1/13,205,31,9673,,4250,13954,30.46
2013,10,10/1/13,206,1348,14610,,3028,18986,15.95
2013,10,10/1/13,207,1471,18243,,4712,24426,19.29
2013,10,10/1/13,209,79,1077,,155,1311,11.82
2013,10,10/1/13,210,1725,17819,,6169,25713,23.99
2013,10,10/1/13,211,65,700,,410,1175,34.89
2013,10,10/1/13,212,1017,11394,,2989,15400,19.41
2013,10,10/1/13,217,689,4242,,2143,7074,30.29
2013,10,10/1/13,218,56,3720,,772,4548,16.97
2013,10,10/1/13,220,54,577,,181,812,22.29
2013,10,10/1/13,222,172,2946,,851,3969,21.44
2013,10,10/1/13,224,776,9538,,1563,11877,13.16
2013,10,10/1/13,230,129,3378,,904,4411,20.49
2013,10,10/1/13,232,56,14104,,4435,18595,23.85
2013,10,10/1/13,233,515,6236,,1381,8132,16.98
2013,10,10/1/13,234,524,7104,,1744,9372,18.61
2013,10,10/1/13,236,173,5969,,1303,7445,17.50
2013,10,10/1/13,239,51,1467,,425,1943,21.87
2013,10,10/1/13,243,140,2890,,781,3811,20.49
2013,10,10/1/13,245,218,6182,,1043,7443,14.01
2013,10,10/1/13,246,154,3872,,1171,5197,22.53
2013,10,10/1/13,251,1196,8617,,2972,12785,23.25
2013,10,10/1/13,252,255,2607,,722,3584,20.15
2013,10,10/1/13,254,21,2148,,834,3003,27.77
2013,10,10/1/13,256,20,3921,,1427,5368,26.58
2013,10,10/1/13,258,190,2511,,537,3238,16.58
2013,10,10/1/13,260,592,9648,,2433,12673,19.20
2013,10,10/1/13,265,194,3535,,1149,4878,23.55
2013,10,10/1/13,266,31,6974,,2455,9460,25.95
2013,10,10/1/13,267,215,3530,,1243,4988,24.92
2013,10,10/1/13,268,67,2204,,383,2654,14.43
2013,10,10/1/13,270,19,3617,,1727,5363,32.20
2013,10,10/1/13,292,209,3803,,818,4830,16.94
2013,10,10/1/13,344,117,2608,,640,3365,19.02
2013,10,10/1/13,442,13,197,,58,268,21.64
2013,10,10/1/13,450,37,1570,,213,1820,11.70
2013,10,10/1/13,460,503,5597,,2412,8512,28.34
2013,10,10/1/13,485,93,1901,,303,2297,13.19
2013,10,10/1/13,487,293,4493,,1432,6218,23.03
2013,10,10/1/13,534,611,2671,,649,3931,16.51
2013,10,10/1/13,550,146,3065,,1041,4252,24.48
2013,10,10/1/13,577,5,1083,,233,1321,17.64
2013,10,10/1/13,603,151,12589,,3033,15773,19.23
2013,10,10/1/13,605,29,2727,,667,3423,19.49
2013,10,10/1/13,607,3,460,,68,531,12.81
2013,10,10/1/13,611,117,3105,,937,4159,22.53
2013,10,10/1/13,612,337,3528,,816,4681,17.43
2013,10,10/1/13,620,25,447,,116,588,19.73
2013,10,10/1/13,625,2,380,,30,412,7.28
2013,10,10/1/13,645,12,564,,255,831,30.69
2013,10,10/1/13,665,10,254,,91,355,25.63
2013,10,10/1/13,685,70,1113,,124,1307,9.49
2013,10,10/1/13,687,93,1061,,264,1418,18.62
2013,10,10/1/13,704,773,5988,,2296,9057,25.35
2013,10,10/1/13,705,447,6003,,2428,8878,27.35
2013,10,10/1/13,710,702,8924,,2822,12448,22.67
2013,10,10/1/13,720,1557,18809,,8593,28959,29.67
2013,10,10/1/13,728,428,3899,,1566,5893,26.57
2013,10,10/1/13,733,898,11145,,4380,16423,26.67
2013,10,10/1/13,734,70,2676,,1240,3986,31.11
2013,10,10/1/13,740,561,4882,,930,6373,14.59
2013,10,10/1/13,741,176,2765,,1023,3964,25.81
2013,10,10/1/13,745,205,4319,,912,5436,16.78
2013,10,10/1/13,750,221,4352,,965,5538,17.43
2013,10,10/1/13,751,67,3148,,622,3837,16.21
2013,10,10/1/13,754,585,11028,,2042,13655,14.95
2013,10,10/1/13,757,375,4915,,1249,6539,19.10
2013,10,10/1/13,760,213,3780,,1097,5090,21.55
2013,10,10/1/13,761,330,4722,,2510,7562,33.19
2013,10,10/1/13,762,288,2625,,794,3707,21.42
2013,10,10/1/13,770,270,3837,,964,5071,19.01
2013,10,10/1/13,780,676,5505,,1615,7796,20.72
2013,10,10/1/13,794,95,2735,,1007,3837,26.24
2013,10,10/1/13,901,2223,40349,,1491,44063,3.38
2013,10,10/1/13,910,258,2099,,814,3171,25.67
2013,11,11/1/13,2,907,12741,,3493,17141,20.38
2013,11,11/1/13,4,1588,22604,,5069,29261,17.32
2013,11,11/1/13,10,1270,12458,,2444,16172,15.11
2013,11,11/1/13,14,1677,17107,,6822,25606,26.64
2013,11,11/1/13,16,1454,19611,,5585,26650,20.96
2013,11,11/1/13,18,902,18140,,3184,22226,14.33
2013,11,11/1/13,20,1851,17527,,7195,26573,27.08
2013,11,11/1/13,28,392,6864,,2005,9261,21.65
2013,11,11/1/13,30,1366,12501,,2651,16518,16.05
2013,11,11/1/13,33,695,8099,,2720,11514,23.62
2013,11,11/1/13,35,1064,11845,,2033,14942,13.61
2013,11,11/1/13,40,2028,20785,,6046,28859,20.95
2013,11,11/1/13,45,1798,18291,,5107,25196,20.27
2013,11,11/1/13,51,1967,22840,,6802,31609,21.52
2013,11,11/1/13,53,458,12774,,4105,17337,23.68
2013,11,11/1/13,55,583,6870,,1783,9236,19.30
2013,11,11/1/13,60,1133,17149,,5304,23586,22.49
2013,11,11/1/13,62,279,7970,,3240,11489,28.20
2013,11,11/1/13,66,732,9354,,1232,11318,10.89
2013,11,11/1/13,70,662,5561,,1905,8128,23.44
2013,11,11/1/13,71,131,1221,,353,1705,20.70
2013,11,11/1/13,76,524,6741,,1823,9088,20.06
2013,11,11/1/13,78,456,5026,,1845,7327,25.18
2013,11,11/1/13,81,1421,11756,,3031,16208,18.70
2013,11,11/1/13,83,203,3338,,631,4172,15.12
2013,11,11/1/13,84,751,7962,,2390,11103,21.53
2013,11,11/1/13,90,773,9201,,1642,11616,14.14
2013,11,11/1/13,92,428,6300,,1527,8255,18.50
2013,11,11/1/13,94,627,7915,,1847,10389,17.78
2013,11,11/1/13,96,33,3590,,628,4251,14.77
2013,11,11/1/13,102,348,3819,,1539,5706,26.97
2013,11,11/1/13,105,887,12938,,4265,18090,23.58
2013,11,11/1/13,108,1352,12754,,3848,17954,21.43
2013,11,11/1/13,110,1059,11870,,3373,16302,20.69
2013,11,11/1/13,111,1171,18557,,4775,24503,19.49
2013,11,11/1/13,115,1816,17414,,3808,23038,16.53
2013,11,11/1/13,117,893,10890,,3164,14947,21.17
2013,11,11/1/13,120,327,5070,,1923,7320,26.27
2013,11,11/1/13,125,39,8186,,3689,11914,30.96
2013,11,11/1/13,126,9,243,,100,352,28.41
2013,11,11/1/13,127,54,474,,27,555,4.86
2013,11,11/1/13,128,3,1982,,257,2242,11.46
2013,11,11/1/13,130,73,5564,,1322,6959,19.00
2013,11,11/1/13,150,1289,15364,,4885,21538,22.68
2013,11,11/1/13,152,785,12870,,3262,16917,19.28
2013,11,11/1/13,154,67,1519,,316,1902,16.61
2013,11,11/1/13,155,74,1984,,576,2634,21.87
2013,11,11/1/13,156,258,3537,,551,4346,12.68
2013,11,11/1/13,158,143,4398,,1020,5561,18.34
2013,11,11/1/13,161,171,1429,,267,1867,14.30
2013,11,11/1/13,163,587,11127,,2523,14237,17.72
2013,11,11/1/13,164,490,9221,,2035,11746,17.33
2013,11,11/1/13,165,632,9118,,1217,10967,11.10
2013,11,11/1/13,166,455,9829,,2275,12559,18.11
2013,11,11/1/13,167,61,4797,,1464,6322,23.16
2013,11,11/1/13,169,364,2609,,649,3622,17.92
2013,11,11/1/13,175,54,324,,92,470,19.57
2013,11,11/1/13,176,201,1767,,399,2367,16.86
2013,11,11/1/13,177,1,127,,33,161,20.50
2013,11,11/1/13,180,565,7186,,2545,10296,24.72
2013,11,11/1/13,183,242,2986,,1257,4485,28.03
2013,11,11/1/13,190,340,4477,,1112,5929,18.76
2013,11,11/1/13,200,769,10555,,1778,13102,13.57
2013,11,11/1/13,201,71,1680,,322,2073,15.53
2013,11,11/1/13,202,38,489,,133,660,20.15
2013,11,11/1/13,204,1114,14918,,4539,20571,22.07
2013,11,11/1/13,205,28,8526,,4270,12824,33.30
2013,11,11/1/13,206,1299,13789,,2813,17901,15.71
2013,11,11/1/13,207,1908,17667,,4340,23915,18.15
2013,11,11/1/13,209,82,899,,139,1120,12.41
2013,11,11/1/13,210,1896,17795,,5107,24798,20.59
2013,11,11/1/13,211,94,607,,305,1006,30.32
2013,11,11/1/13,212,1104,10370,,2484,13958,17.80
2013,11,11/1/13,217,653,4103,,1943,6699,29.00
2013,11,11/1/13,218,47,3127,,645,3819,16.89
2013,11,11/1/13,220,24,511,,157,692,22.69
2013,11,11/1/13,222,319,2973,,801,4093,19.57
2013,11,11/1/13,224,869,8878,,1422,11169,12.73
2013,11,11/1/13,230,150,3127,,612,3889,15.74
2013,11,11/1/13,232,78,12929,,4440,17447,25.45
2013,11,11/1/13,233,616,5991,,1247,7854,15.88
2013,11,11/1/13,234,460,7067,,1311,8838,14.83
2013,11,11/1/13,236,123,5312,,953,6388,14.92
2013,11,11/1/13,239,29,1142,,325,1496,21.72
2013,11,11/1/13,243,176,2655,,633,3464,18.27
2013,11,11/1/13,245,206,5448,,746,6400,11.66
2013,11,11/1/13,246,217,3975,,949,5141,18.46
2013,11,11/1/13,251,968,8545,,2797,12310,22.72
2013,11,11/1/13,252,290,2416,,623,3329,18.71
2013,11,11/1/13,254,47,2255,,651,2953,22.05
2013,11,11/1/13,256,28,4236,,1500,5764,26.02
2013,11,11/1/13,258,120,2131,,432,2683,16.10
2013,11,11/1/13,260,643,8753,,2684,12080,22.22
2013,11,11/1/13,265,287,3407,,922,4616,19.97
2013,11,11/1/13,266,50,6573,,2399,9022,26.59
2013,11,11/1/13,267,256,3079,,1311,4646,28.22
2013,11,11/1/13,268,97,1900,,347,2344,14.80
2013,11,11/1/13,270,20,3858,,1301,5179,25.12
2013,11,11/1/13,292,218,3814,,713,4745,15.03
2013,11,11/1/13,344,135,2363,,665,3163,21.02
2013,11,11/1/13,442,13,181,,34,228,14.91
2013,11,11/1/13,450,48,1365,,185,1598,11.58
2013,11,11/1/13,460,512,5420,,1949,7881,24.73
2013,11,11/1/13,485,132,1473,,342,1947,17.57
2013,11,11/1/13,487,208,3631,,1326,5165,25.67
2013,11,11/1/13,534,616,2426,,575,3617,15.90
2013,11,11/1/13,550,141,2878,,996,4015,24.81
2013,11,11/1/13,577,4,947,,230,1181,19.48
2013,11,11/1/13,603,97,10311,,2862,13270,21.57
2013,11,11/1/13,605,28,2623,,509,3160,16.11
2013,11,11/1/13,607,4,446,,80,530,15.09
2013,11,11/1/13,611,122,3061,,999,4182,23.89
2013,11,11/1/13,612,235,3198,,752,4185,17.97
2013,11,11/1/13,620,18,245,,62,325,19.08
2013,11,11/1/13,625,1,274,,41,316,12.97
2013,11,11/1/13,645,39,571,,156,766,20.37
2013,11,11/1/13,665,8,254,,85,347,24.50
2013,11,11/1/13,685,85,946,,92,1123,8.19
2013,11,11/1/13,687,53,941,,253,1247,20.29
2013,11,11/1/13,704,818,6230,,1892,8940,21.16
2013,11,11/1/13,705,401,4954,,2173,7528,28.87
2013,11,11/1/13,710,755,8571,,2263,11589,19.53
2013,11,11/1/13,720,1469,17230,,9453,28152,33.58
2013,11,11/1/13,728,370,3121,,1303,4794,27.18
2013,11,11/1/13,733,861,10682,,4272,15815,27.01
2013,11,11/1/13,734,94,2291,,891,3276,27.20
2013,11,11/1/13,740,467,4471,,794,5732,13.85
2013,11,11/1/13,741,190,2220,,774,3184,24.31
2013,11,11/1/13,745,201,4420,,960,5581,17.20
2013,11,11/1/13,750,188,3424,,816,4428,18.43
2013,11,11/1/13,751,65,2897,,533,3495,15.25
2013,11,11/1/13,754,686,10017,,2061,12764,16.15
2013,11,11/1/13,757,408,3950,,1139,5497,20.72
2013,11,11/1/13,760,159,3450,,985,4594,21.44
2013,11,11/1/13,761,574,4805,,2115,7494,28.22
2013,11,11/1/13,762,209,2162,,770,3141,24.51
2013,11,11/1/13,770,283,3407,,953,4643,20.53
2013,11,11/1/13,780,635,4579,,1265,6479,19.52
2013,11,11/1/13,794,89,2253,,885,3227,27.42
2013,11,11/1/13,901,2128,37720,,1409,41257,3.42
2013,11,11/1/13,910,258,1870,,693,2821,24.57
2013,12,12/1/13,2,1228,16748,,4130,22106,18.68
2013,12,12/1/13,4,1484,23871,,4221,29576,14.27
2013,12,12/1/13,10,1063,11911,,2397,15371,15.59
2013,12,12/1/13,14,1437,17570,,6791,25798,26.32
2013,12,12/1/13,16,1242,19195,,6012,26449,22.73
2013,12,12/1/13,18,727,18735,,3255,22717,14.33
2013,12,12/1/13,20,1595,18761,,6164,26520,23.24
2013,12,12/1/13,28,328,7077,,1639,9044,18.12
2013,12,12/1/13,30,1253,13929,,2530,17712,14.28
2013,12,12/1/13,33,650,8625,,2083,11358,18.34
2013,12,12/1/13,35,937,11745,,2265,14947,15.15
2013,12,12/1/13,40,1799,21335,,5950,29084,20.46
2013,12,12/1/13,45,1568,20766,,4324,26658,16.22
2013,12,12/1/13,51,1645,25321,,7855,34821,22.56
2013,12,12/1/13,53,424,13819,,3365,17608,19.11
2013,12,12/1/13,55,472,6997,,1386,8855,15.65
2013,12,12/1/13,60,1015,18013,,4828,23856,20.24
2013,12,12/1/13,62,567,8155,,2751,11473,23.98
2013,12,12/1/13,66,472,8209,,1721,10402,16.54
2013,12,12/1/13,70,702,6023,,1601,8326,19.23
2013,12,12/1/13,71,174,1424,,230,1828,12.58
2013,12,12/1/13,76,553,7206,,1551,9310,16.66
2013,12,12/1/13,78,485,5494,,1579,7558,20.89
2013,12,12/1/13,81,1210,12507,,2444,16161,15.12
2013,12,12/1/13,83,243,3316,,546,4105,13.30
2013,12,12/1/13,84,741,8241,,2060,11042,18.66
2013,12,12/1/13,90,693,9036,,1520,11249,13.51
2013,12,12/1/13,92,451,6118,,1726,8295,20.81
2013,12,12/1/13,94,436,8124,,1669,10229,16.32
2013,12,12/1/13,96,28,4534,,676,5238,12.91
2013,12,12/1/13,102,297,3620,,1261,5178,24.35
2013,12,12/1/13,105,840,12853,,3775,17468,21.61
2013,12,12/1/13,108,1481,13288,,3613,18382,19.66
2013,12,12/1/13,110,1139,12338,,2719,16196,16.79
2013,12,12/1/13,111,1252,18749,,3957,23958,16.52
2013,12,12/1/13,115,1707,17265,,3352,22324,15.02
2013,12,12/1/13,117,906,11260,,2642,14808,17.84
2013,12,12/1/13,120,427,6597,,1845,8869,20.80
2013,12,12/1/13,125,24,8797,,3509,12330,28.46
2013,12,12/1/13,126,19,216,,61,296,20.61
2013,12,12/1/13,127,66,627,,56,749,7.48
2013,12,12/1/13,128,5,2026,,231,2262,10.21
2013,12,12/1/13,130,41,4860,,1479,6380,23.18
2013,12,12/1/13,150,1058,14605,,4254,19917,21.36
2013,12,12/1/13,152,567,13134,,2796,16497,16.95
2013,12,12/1/13,154,81,1538,,399,2018,19.77
2013,12,12/1/13,155,87,2389,,675,3151,21.42
2013,12,12/1/13,156,350,3601,,392,4343,9.03
2013,12,12/1/13,158,173,4175,,851,5199,16.37
2013,12,12/1/13,161,149,1536,,310,1995,15.54
2013,12,12/1/13,163,454,10862,,2011,13327,15.09
2013,12,12/1/13,164,393,9167,,2074,11634,17.83
2013,12,12/1/13,165,582,9140,,1420,11142,12.74
2013,12,12/1/13,166,351,9694,,2193,12238,17.92
2013,12,12/1/13,167,45,5685,,1263,6993,18.06
2013,12,12/1/13,169,204,2717,,527,3448,15.28
2013,12,12/1/13,175,50,315,,56,421,13.30
2013,12,12/1/13,176,252,1611,,381,2244,16.98
2013,12,12/1/13,177,0,130,,23,153,15.03
2013,12,12/1/13,180,564,6785,,2747,10096,27.21
2013,12,12/1/13,183,228,3260,,1043,4531,23.02
2013,12,12/1/13,190,402,4830,,627,5859,10.70
2013,12,12/1/13,200,640,10608,,1547,12795,12.09
2013,12,12/1/13,201,62,1424,,389,1875,20.75
2013,12,12/1/13,202,39,502,,125,666,18.77
2013,12,12/1/13,204,1011,15000,,4035,20046,20.13
2013,12,12/1/13,205,29,9262,,3132,12423,25.21
2013,12,12/1/13,206,1051,13642,,2585,17278,14.96
2013,12,12/1/13,207,1354,16861,,4069,22284,18.26
2013,12,12/1/13,209,85,899,,104,1088,9.56
2013,12,12/1/13,210,2064,18199,,5183,25446,20.37
2013,12,12/1/13,211,84,641,,236,961,24.56
2013,12,12/1/13,212,1330,11040,,3091,15461,19.99
2013,12,12/1/13,217,412,4616,,1975,7003,28.20
2013,12,12/1/13,218,62,3837,,671,4570,14.68
2013,12,12/1/13,220,53,574,,131,758,17.28
2013,12,12/1/13,222,248,2712,,627,3587,17.48
2013,12,12/1/13,224,751,9538,,1494,11783,12.68
2013,12,12/1/13,230,305,5096,,961,6362,15.11
2013,12,12/1/13,232,60,12715,,4039,16814,24.02
2013,12,12/1/13,233,653,7559,,1498,9710,15.43
2013,12,12/1/13,234,309,6848,,1432,8589,16.67
2013,12,12/1/13,236,202,5411,,883,6496,13.59
2013,12,12/1/13,239,80,1174,,281,1535,18.31
2013,12,12/1/13,243,154,2481,,583,3218,18.12
2013,12,12/1/13,245,220,5148,,739,6107,12.10
2013,12,12/1/13,246,161,3883,,784,4828,16.24
2013,12,12/1/13,251,706,9187,,2720,12613,21.57
2013,12,12/1/13,252,213,2404,,488,3105,15.72
2013,12,12/1/13,254,33,2052,,566,2651,21.35
2013,12,12/1/13,256,47,5086,,1259,6392,19.70
2013,12,12/1/13,258,147,2299,,575,3021,19.03
2013,12,12/1/13,260,791,8934,,2310,12035,19.19
2013,12,12/1/13,265,217,3538,,963,4718,20.41
2013,12,12/1/13,266,44,6538,,2291,8873,25.82
2013,12,12/1/13,267,255,2868,,1069,4192,25.50
2013,12,12/1/13,268,126,1867,,523,2516,20.79
2013,12,12/1/13,270,31,2547,,821,3399,24.15
2013,12,12/1/13,292,161,3730,,608,4499,13.51
2013,12,12/1/13,344,115,2295,,708,3118,22.71
2013,12,12/1/13,442,21,186,,36,243,14.81
2013,12,12/1/13,450,49,1488,,188,1725,10.90
2013,12,12/1/13,460,584,6732,,2300,9616,23.92
2013,12,12/1/13,485,98,1617,,341,2056,16.59
2013,12,12/1/13,487,311,4308,,998,5617,17.77
2013,12,12/1/13,534,575,2436,,525,3536,14.85
2013,12,12/1/13,550,90,3015,,920,4025,22.86
2013,12,12/1/13,577,7,1148,,361,1516,23.81
2013,12,12/1/13,603,85,11551,,3947,15583,25.33
2013,12,12/1/13,605,103,1866,,286,2255,12.68
