LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,SAL GENOVESE,ADAM B SCHIFF,STEVE STOKES
LOS ANGELES,9000672A,3376,26,N,1309,POLLING PLACE,129,7,74,33
LOS ANGELES,9000672A,3376,26,N,0,VBM PORTION,122,2,66,39
LOS ANGELES,9000672A,3376,26,N,1309,TOTAL,251,9,140,72
LOS ANGELES,9000679A,3377,89,N,1123,POLLING PLACE,93,9,58,14
LOS ANGELES,9000679A,3377,89,N,0,VBM PORTION,88,9,66,4
LOS ANGELES,9000679A,3377,89,N,1123,TOTAL,181,18,124,18
LOS ANGELES,9000679C,3378,89,N,1157,POLLING PLACE,109,15,67,10
LOS ANGELES,9000679C,3378,89,N,0,VBM PORTION,85,10,51,13
LOS ANGELES,9000679C,3378,89,N,1157,TOTAL,194,25,118,23
LOS ANGELES,9000684A,3379,45,N,798,POLLING PLACE,137,7,97,11
LOS ANGELES,9000684A,3379,45,N,0,VBM PORTION,110,7,82,6
LOS ANGELES,9000684A,3379,45,N,798,TOTAL,247,14,179,17
LOS ANGELES,9000687A,3381,45,N,984,POLLING PLACE,73,5,51,7
LOS ANGELES,9000687A,3381,45,N,0,VBM PORTION,65,4,43,12
LOS ANGELES,9000687A,3381,45,N,984,TOTAL,138,9,94,19
LOS ANGELES,9000690B,3383,45,N,756,POLLING PLACE,87,0,67,11
LOS ANGELES,9000690B,3383,45,N,0,VBM PORTION,82,6,46,16
LOS ANGELES,9000690B,3383,45,N,756,TOTAL,169,6,113,27
LOS ANGELES,9000691A,3384,45,N,1022,POLLING PLACE,140,6,110,10
LOS ANGELES,9000691A,3384,45,N,0,VBM PORTION,123,10,92,17
LOS ANGELES,9000691A,3384,45,N,1022,TOTAL,263,16,202,27
LOS ANGELES,9000694A,3386,41,N,1144,POLLING PLACE,98,9,70,10
LOS ANGELES,9000694A,3386,41,N,0,VBM PORTION,101,10,70,12
LOS ANGELES,9000694A,3386,41,N,1144,TOTAL,199,19,140,22
LOS ANGELES,9000695B,3387,26,N,840,POLLING PLACE,53,5,25,20
LOS ANGELES,9000695B,3387,26,N,0,VBM PORTION,60,6,33,13
LOS ANGELES,9000695B,3387,26,N,840,TOTAL,113,11,58,33
LOS ANGELES,9000699B,3388,41,N,706,POLLING PLACE,109,2,90,11
LOS ANGELES,9000699B,3388,41,N,0,VBM PORTION,55,3,44,3
LOS ANGELES,9000699B,3388,41,N,706,TOTAL,164,5,134,14
LOS ANGELES,9000700A,3389,45,N,651,POLLING PLACE,75,5,55,7
LOS ANGELES,9000700A,3389,45,N,0,VBM PORTION,107,4,70,18
LOS ANGELES,9000700A,3389,45,N,651,TOTAL,182,9,125,25
LOS ANGELES,9000700B,3390,45,N,1111,POLLING PLACE,156,9,117,9
LOS ANGELES,9000700B,3390,45,N,0,VBM PORTION,93,4,76,6
LOS ANGELES,9000700B,3390,45,N,1111,TOTAL,249,13,193,15
LOS ANGELES,9000712A,3392,45,N,1146,POLLING PLACE,169,9,125,19
LOS ANGELES,9000712A,3392,45,N,0,VBM PORTION,157,1,116,16
LOS ANGELES,9000712A,3392,45,N,1146,TOTAL,326,10,241,35
LOS ANGELES,9000715A,3394,43,N,718,POLLING PLACE,80,4,60,5
LOS ANGELES,9000715A,3394,43,N,0,VBM PORTION,39,2,28,6
LOS ANGELES,9000715A,3394,43,N,718,TOTAL,119,6,88,11
LOS ANGELES,9000723A,3397,41,N,1336,POLLING PLACE,75,11,45,5
LOS ANGELES,9000723A,3397,41,N,0,VBM PORTION,79,4,53,9
LOS ANGELES,9000723A,3397,41,N,1336,TOTAL,154,15,98,14
LOS ANGELES,9000725D,3398,81,N,1106,POLLING PLACE,55,10,32,5
LOS ANGELES,9000725D,3398,81,N,0,VBM PORTION,65,14,41,6
LOS ANGELES,9000725D,3398,81,N,1106,TOTAL,120,24,73,11
LOS ANGELES,9000734A,3402,41,N,1164,POLLING PLACE,56,6,38,4
LOS ANGELES,9000734A,3402,41,N,0,VBM PORTION,60,4,42,9
LOS ANGELES,9000734A,3402,41,N,1164,TOTAL,116,10,80,13
LOS ANGELES,9000750A,3406,41,N,969,POLLING PLACE,73,9,42,4
LOS ANGELES,9000750A,3406,41,N,0,VBM PORTION,65,3,43,6
LOS ANGELES,9000750A,3406,41,N,969,TOTAL,138,12,85,10
LOS ANGELES,9000752A,3408,41,N,919,POLLING PLACE,97,4,81,5
LOS ANGELES,9000752A,3408,41,N,0,VBM PORTION,108,5,89,5
LOS ANGELES,9000752A,3408,41,N,919,TOTAL,205,9,170,10
LOS ANGELES,9000753A,3409,41,N,1073,POLLING PLACE,110,8,82,5
LOS ANGELES,9000753A,3409,41,N,0,VBM PORTION,70,4,54,4
LOS ANGELES,9000753A,3409,41,N,1073,TOTAL,180,12,136,9
LOS ANGELES,9000758A,3411,45,N,1249,POLLING PLACE,126,13,81,16
LOS ANGELES,9000758A,3411,45,N,0,VBM PORTION,90,10,57,9
LOS ANGELES,9000758A,3411,45,N,1249,TOTAL,216,23,138,25
LOS ANGELES,9000782A,3419,81,N,1110,POLLING PLACE,41,2,32,3
LOS ANGELES,9000782A,3419,81,N,0,VBM PORTION,37,11,15,2
LOS ANGELES,9000782A,3419,81,N,1110,TOTAL,78,13,47,5
LOS ANGELES,9000784A,3420,41,N,1009,POLLING PLACE,51,5,32,6
LOS ANGELES,9000784A,3420,41,N,0,VBM PORTION,51,7,29,8
LOS ANGELES,9000784A,3420,41,N,1009,TOTAL,102,12,61,14
LOS ANGELES,9000795A,3424,89,N,1052,POLLING PLACE,94,12,58,5
LOS ANGELES,9000795A,3424,89,N,0,VBM PORTION,44,5,24,5
LOS ANGELES,9000795A,3424,89,N,1052,TOTAL,138,17,82,10
LOS ANGELES,9000802A,3428,99,N,742,POLLING PLACE,66,12,41,7
LOS ANGELES,9000802A,3428,99,N,0,VBM PORTION,49,4,34,6
LOS ANGELES,9000802A,3428,99,N,742,TOTAL,115,16,75,13
LOS ANGELES,9000819A,3435,40,N,1142,POLLING PLACE,58,4,43,9
LOS ANGELES,9000819A,3435,40,N,0,VBM PORTION,89,5,57,18
LOS ANGELES,9000819A,3435,40,N,1142,TOTAL,147,9,100,27
LOS ANGELES,9000826A,3438,40,N,1224,POLLING PLACE,140,9,103,16
LOS ANGELES,9000826A,3438,40,N,0,VBM PORTION,117,6,85,14
LOS ANGELES,9000826A,3438,40,N,1224,TOTAL,257,15,188,30
LOS ANGELES,9000838B,3445,81,N,924,POLLING PLACE,86,6,59,14
LOS ANGELES,9000838B,3445,81,N,0,VBM PORTION,63,7,47,4
LOS ANGELES,9000838B,3445,81,N,924,TOTAL,149,13,106,18
LOS ANGELES,9000844A,3449,41,N,1419,POLLING PLACE,70,11,45,4
LOS ANGELES,9000844A,3449,41,N,0,VBM PORTION,82,8,59,7
LOS ANGELES,9000844A,3449,41,N,1419,TOTAL,152,19,104,11
LOS ANGELES,9000851A,3450,89,N,1124,POLLING PLACE,75,6,56,3
LOS ANGELES,9000851A,3450,89,N,0,VBM PORTION,73,8,48,7
LOS ANGELES,9000851A,3450,89,N,1124,TOTAL,148,14,104,10
LOS ANGELES,9000852A,3451,41,N,1015,POLLING PLACE,133,9,102,14
LOS ANGELES,9000852A,3451,41,N,0,VBM PORTION,83,2,70,9
LOS ANGELES,9000852A,3451,41,N,1015,TOTAL,216,11,172,23
LOS ANGELES,9000855B,3452,89,N,1229,POLLING PLACE,153,7,121,12
LOS ANGELES,9000855B,3452,89,N,0,VBM PORTION,129,7,97,4
LOS ANGELES,9000855B,3452,89,N,1229,TOTAL,282,14,218,16
LOS ANGELES,9000866A,3454,40,N,1282,POLLING PLACE,220,14,188,8
LOS ANGELES,9000866A,3454,40,N,0,VBM PORTION,182,10,145,9
LOS ANGELES,9000866A,3454,40,N,1282,TOTAL,402,24,333,17
LOS ANGELES,9000874A,3456,41,N,1109,POLLING PLACE,71,3,54,5
LOS ANGELES,9000874A,3456,41,N,0,VBM PORTION,59,5,40,3
LOS ANGELES,9000874A,3456,41,N,1109,TOTAL,130,8,94,8
LOS ANGELES,9000879A,3457,45,N,1030,POLLING PLACE,112,7,88,5
LOS ANGELES,9000879A,3457,45,N,0,VBM PORTION,107,8,74,16
LOS ANGELES,9000879A,3457,45,N,1030,TOTAL,219,15,162,21
LOS ANGELES,9000894A,3462,41,N,1347,POLLING PLACE,72,10,44,7
LOS ANGELES,9000894A,3462,41,N,0,VBM PORTION,52,4,36,3
LOS ANGELES,9000894A,3462,41,N,1347,TOTAL,124,14,80,10
LOS ANGELES,9000918A,3473,89,N,795,POLLING PLACE,79,11,47,3
LOS ANGELES,9000918A,3473,89,N,0,VBM PORTION,27,3,14,1
LOS ANGELES,9000918A,3473,89,N,795,TOTAL,106,14,61,4
LOS ANGELES,9000919A,3474,89,N,947,POLLING PLACE,81,4,53,6
LOS ANGELES,9000919A,3474,89,N,0,VBM PORTION,42,5,31,0
LOS ANGELES,9000919A,3474,89,N,947,TOTAL,123,9,84,6
LOS ANGELES,9000932A,3480,81,N,863,POLLING PLACE,44,10,24,4
LOS ANGELES,9000932A,3480,81,N,0,VBM PORTION,46,4,34,3
LOS ANGELES,9000932A,3480,81,N,863,TOTAL,90,14,58,7
LOS ANGELES,9000940B,3481,89,N,1122,POLLING PLACE,110,11,78,6
LOS ANGELES,9000940B,3481,89,N,0,VBM PORTION,81,6,58,9
LOS ANGELES,9000940B,3481,89,N,1122,TOTAL,191,17,136,15
LOS ANGELES,9000941A,3482,89,N,1003,POLLING PLACE,99,17,62,3
LOS ANGELES,9000941A,3482,89,N,0,VBM PORTION,68,9,47,5
LOS ANGELES,9000941A,3482,89,N,1003,TOTAL,167,26,109,8
LOS ANGELES,9000947A,3486,89,N,1310,POLLING PLACE,108,13,70,6
LOS ANGELES,9000947A,3486,89,N,0,VBM PORTION,80,4,55,10
LOS ANGELES,9000947A,3486,89,N,1310,TOTAL,188,17,125,16
LOS ANGELES,9000951A,3488,65,N,885,POLLING PLACE,81,8,50,12
LOS ANGELES,9000951A,3488,65,N,0,VBM PORTION,96,2,66,16
LOS ANGELES,9000951A,3488,65,N,885,TOTAL,177,10,116,28
LOS ANGELES,9000956A,3490,65,N,938,POLLING PLACE,69,4,39,18
LOS ANGELES,9000956A,3490,65,N,0,VBM PORTION,107,7,71,16
LOS ANGELES,9000956A,3490,65,N,938,TOTAL,176,11,110,34
LOS ANGELES,9000964A,3492,41,N,801,POLLING PLACE,43,3,25,2
LOS ANGELES,9000964A,3492,41,N,0,VBM PORTION,30,3,22,1
LOS ANGELES,9000964A,3492,41,N,801,TOTAL,73,6,47,3
LOS ANGELES,9000965A,3493,89,N,1239,POLLING PLACE,81,10,55,9
LOS ANGELES,9000965A,3493,89,N,0,VBM PORTION,59,8,41,2
LOS ANGELES,9000965A,3493,89,N,1239,TOTAL,140,18,96,11
LOS ANGELES,9000966B,3494,89,N,1242,POLLING PLACE,79,11,44,7
LOS ANGELES,9000966B,3494,89,N,0,VBM PORTION,63,5,37,15
LOS ANGELES,9000966B,3494,89,N,1242,TOTAL,142,16,81,22
LOS ANGELES,9000969A,3496,89,N,1129,POLLING PLACE,92,17,55,4
LOS ANGELES,9000969A,3496,89,N,0,VBM PORTION,42,2,33,1
LOS ANGELES,9000969A,3496,89,N,1129,TOTAL,134,19,88,5
LOS ANGELES,9000970C,3497,89,N,1180,POLLING PLACE,66,10,42,6
LOS ANGELES,9000970C,3497,89,N,0,VBM PORTION,62,5,45,3
LOS ANGELES,9000970C,3497,89,N,1180,TOTAL,128,15,87,9
LOS ANGELES,9001180A,3596,65,N,980,POLLING PLACE,110,4,74,17
LOS ANGELES,9001180A,3596,65,N,0,VBM PORTION,74,9,52,5
LOS ANGELES,9001180A,3596,65,N,980,TOTAL,184,13,126,22
LOS ANGELES,9001184A,3598,43,N,1038,POLLING PLACE,99,1,70,14
LOS ANGELES,9001184A,3598,43,N,0,VBM PORTION,143,2,104,17
LOS ANGELES,9001184A,3598,43,N,1038,TOTAL,242,3,174,31
LOS ANGELES,9001191A,3603,43,N,1246,POLLING PLACE,156,12,115,8
LOS ANGELES,9001191A,3603,43,N,0,VBM PORTION,116,9,83,14
LOS ANGELES,9001191A,3603,43,N,1246,TOTAL,272,21,198,22
LOS ANGELES,9001195C,3604,81,N,944,POLLING PLACE,83,9,54,7
LOS ANGELES,9001195C,3604,81,N,0,VBM PORTION,37,3,28,4
LOS ANGELES,9001195C,3604,81,N,944,TOTAL,120,12,82,11
LOS ANGELES,9001196A,3605,81,N,858,POLLING PLACE,87,6,63,4
LOS ANGELES,9001196A,3605,81,N,0,VBM PORTION,68,1,45,10
LOS ANGELES,9001196A,3605,81,N,858,TOTAL,155,7,108,14
LOS ANGELES,9001200A,3606,65,N,675,POLLING PLACE,82,8,57,6
LOS ANGELES,9001200A,3606,65,N,0,VBM PORTION,60,4,42,5
LOS ANGELES,9001200A,3606,65,N,675,TOTAL,142,12,99,11
LOS ANGELES,9001203A,3607,65,N,1299,POLLING PLACE,128,16,90,11
LOS ANGELES,9001203A,3607,65,N,0,VBM PORTION,152,13,97,23
LOS ANGELES,9001203A,3607,65,N,1299,TOTAL,280,29,187,34
LOS ANGELES,9001207A,3608,65,N,967,POLLING PLACE,159,5,124,12
LOS ANGELES,9001207A,3608,65,N,0,VBM PORTION,131,6,99,9
LOS ANGELES,9001207A,3608,65,N,967,TOTAL,290,11,223,21
LOS ANGELES,9001224C,3614,81,N,871,POLLING PLACE,66,2,46,7
LOS ANGELES,9001224C,3614,81,N,0,VBM PORTION,105,5,72,12
LOS ANGELES,9001224C,3614,81,N,871,TOTAL,171,7,118,19
LOS ANGELES,9001226A,3615,81,N,1117,POLLING PLACE,76,8,58,5
LOS ANGELES,9001226A,3615,81,N,0,VBM PORTION,124,7,92,17
LOS ANGELES,9001226A,3615,81,N,1117,TOTAL,200,15,150,22
LOS ANGELES,9001231A,3616,81,N,955,POLLING PLACE,109,1,77,17
LOS ANGELES,9001231A,3616,81,N,0,VBM PORTION,147,2,95,23
LOS ANGELES,9001231A,3616,81,N,955,TOTAL,256,3,172,40
LOS ANGELES,9001232A,3617,41,N,1473,POLLING PLACE,86,14,48,10
LOS ANGELES,9001232A,3617,41,N,0,VBM PORTION,106,11,69,15
LOS ANGELES,9001232A,3617,41,N,1473,TOTAL,192,25,117,25
LOS ANGELES,9001233A,3618,81,N,1245,POLLING PLACE,161,8,116,13
LOS ANGELES,9001233A,3618,81,N,0,VBM PORTION,114,3,94,5
LOS ANGELES,9001233A,3618,81,N,1245,TOTAL,275,11,210,18
LOS ANGELES,9001235A,3619,65,N,655,POLLING PLACE,61,7,45,7
LOS ANGELES,9001235A,3619,65,N,0,VBM PORTION,88,3,38,26
LOS ANGELES,9001235A,3619,65,N,655,TOTAL,149,10,83,33
LOS ANGELES,9001267A,3630,41,N,899,POLLING PLACE,60,9,40,4
LOS ANGELES,9001267A,3630,41,N,0,VBM PORTION,50,6,31,6
LOS ANGELES,9001267A,3630,41,N,899,TOTAL,110,15,71,10
LOS ANGELES,9001421A,3697,81,N,877,POLLING PLACE,87,14,51,11
LOS ANGELES,9001421A,3697,81,N,0,VBM PORTION,41,5,27,6
LOS ANGELES,9001421A,3697,81,N,877,TOTAL,128,19,78,17
LOS ANGELES,9001422A,3698,81,N,1024,POLLING PLACE,58,6,38,8
LOS ANGELES,9001422A,3698,81,N,0,VBM PORTION,57,3,43,4
LOS ANGELES,9001422A,3698,81,N,1024,TOTAL,115,9,81,12
LOS ANGELES,9001428A,3700,81,N,1260,POLLING PLACE,106,7,79,8
LOS ANGELES,9001428A,3700,81,N,0,VBM PORTION,88,5,58,14
LOS ANGELES,9001428A,3700,81,N,1260,TOTAL,194,12,137,22
LOS ANGELES,9001429A,3701,81,N,1308,POLLING PLACE,102,5,74,9
LOS ANGELES,9001429A,3701,81,N,0,VBM PORTION,95,3,74,7
LOS ANGELES,9001429A,3701,81,N,1308,TOTAL,197,8,148,16
LOS ANGELES,9001433A,3702,81,N,1301,POLLING PLACE,113,7,78,7
LOS ANGELES,9001433A,3702,81,N,0,VBM PORTION,105,3,75,9
LOS ANGELES,9001433A,3702,81,N,1301,TOTAL,218,10,153,16
LOS ANGELES,9001435C,3704,81,N,1221,POLLING PLACE,109,11,75,11
LOS ANGELES,9001435C,3704,81,N,0,VBM PORTION,93,8,63,11
LOS ANGELES,9001435C,3704,81,N,1221,TOTAL,202,19,138,22
LOS ANGELES,9001436A,3705,81,N,622,POLLING PLACE,50,4,30,5
LOS ANGELES,9001436A,3705,81,N,0,VBM PORTION,19,2,8,4
LOS ANGELES,9001436A,3705,81,N,622,TOTAL,69,6,38,9
LOS ANGELES,9001436B,3706,81,N,916,POLLING PLACE,78,11,50,4
LOS ANGELES,9001436B,3706,81,N,0,VBM PORTION,72,12,44,7
LOS ANGELES,9001436B,3706,81,N,916,TOTAL,150,23,94,11
LOS ANGELES,9001488B,3733,89,N,764,POLLING PLACE,59,6,37,9
LOS ANGELES,9001488B,3733,89,N,0,VBM PORTION,28,9,14,2
LOS ANGELES,9001488B,3733,89,N,764,TOTAL,87,15,51,11
LOS ANGELES,9001573A,3768,81,N,996,POLLING PLACE,44,4,27,3
LOS ANGELES,9001573A,3768,81,N,0,VBM PORTION,64,7,34,15
LOS ANGELES,9001573A,3768,81,N,996,TOTAL,108,11,61,18
LOS ANGELES,9001575A,3769,81,N,1184,POLLING PLACE,56,9,37,6
LOS ANGELES,9001575A,3769,81,N,0,VBM PORTION,69,7,47,4
LOS ANGELES,9001575A,3769,81,N,1184,TOTAL,125,16,84,10
LOS ANGELES,9001576A,3770,81,N,933,POLLING PLACE,80,10,46,10
LOS ANGELES,9001576A,3770,81,N,0,VBM PORTION,55,6,40,7
LOS ANGELES,9001576A,3770,81,N,933,TOTAL,135,16,86,17
LOS ANGELES,9001578B,3772,81,N,1246,POLLING PLACE,54,7,34,6
LOS ANGELES,9001578B,3772,81,N,0,VBM PORTION,62,11,35,3
LOS ANGELES,9001578B,3772,81,N,1246,TOTAL,116,18,69,9
LOS ANGELES,9001600A,3781,81,N,943,POLLING PLACE,38,5,25,3
LOS ANGELES,9001600A,3781,81,N,0,VBM PORTION,43,2,37,3
LOS ANGELES,9001600A,3781,81,N,943,TOTAL,81,7,62,6
LOS ANGELES,9001603A,3783,81,N,1265,POLLING PLACE,109,9,81,8
LOS ANGELES,9001603A,3783,81,N,0,VBM PORTION,86,9,53,13
LOS ANGELES,9001603A,3783,81,N,1265,TOTAL,195,18,134,21
LOS ANGELES,9001605B,3784,81,N,1432,POLLING PLACE,105,9,64,11
LOS ANGELES,9001605B,3784,81,N,0,VBM PORTION,151,11,90,21
LOS ANGELES,9001605B,3784,81,N,1432,TOTAL,256,20,154,32
LOS ANGELES,9001630A,3795,81,N,930,POLLING PLACE,53,10,34,3
LOS ANGELES,9001630A,3795,81,N,0,VBM PORTION,38,2,26,2
LOS ANGELES,9001630A,3795,81,N,930,TOTAL,91,12,60,5
LOS ANGELES,9001647A,3800,41,N,1335,POLLING PLACE,80,11,51,5
LOS ANGELES,9001647A,3800,41,N,0,VBM PORTION,92,10,60,11
LOS ANGELES,9001647A,3800,41,N,1335,TOTAL,172,21,111,16
LOS ANGELES,9001733A,3831,81,N,1210,POLLING PLACE,66,5,56,1
LOS ANGELES,9001733A,3831,81,N,0,VBM PORTION,80,5,61,8
LOS ANGELES,9001733A,3831,81,N,1210,TOTAL,146,10,117,9
LOS ANGELES,9001735B,3832,89,N,1000,POLLING PLACE,113,7,86,7
LOS ANGELES,9001735B,3832,89,N,0,VBM PORTION,91,8,75,4
LOS ANGELES,9001735B,3832,89,N,1000,TOTAL,204,15,161,11
LOS ANGELES,9001759A,3842,40,N,691,POLLING PLACE,88,7,65,3
LOS ANGELES,9001759A,3842,40,N,0,VBM PORTION,55,1,49,1
LOS ANGELES,9001759A,3842,40,N,691,TOTAL,143,8,114,4
LOS ANGELES,9001791A,3862,99,N,892,POLLING PLACE,40,4,27,6
LOS ANGELES,9001791A,3862,99,N,0,VBM PORTION,51,7,35,4
LOS ANGELES,9001791A,3862,99,N,892,TOTAL,91,11,62,10
LOS ANGELES,9001796B,3863,41,N,1246,POLLING PLACE,67,10,42,4
LOS ANGELES,9001796B,3863,41,N,0,VBM PORTION,91,13,48,9
LOS ANGELES,9001796B,3863,41,N,1246,TOTAL,158,23,90,13
LOS ANGELES,9001798A,3865,100,N,717,POLLING PLACE,60,10,32,5
LOS ANGELES,9001798A,3865,100,N,0,VBM PORTION,18,5,9,1
LOS ANGELES,9001798A,3865,100,N,717,TOTAL,78,15,41,6
LOS ANGELES,9001804A,3868,100,N,1347,POLLING PLACE,96,14,49,7
LOS ANGELES,9001804A,3868,100,N,0,VBM PORTION,64,10,41,7
LOS ANGELES,9001804A,3868,100,N,1347,TOTAL,160,24,90,14
LOS ANGELES,9001824A,3873,45,N,1156,POLLING PLACE,174,7,128,17
LOS ANGELES,9001824A,3873,45,N,0,VBM PORTION,139,4,96,27
LOS ANGELES,9001824A,3873,45,N,1156,TOTAL,313,11,224,44
LOS ANGELES,9001951A,3922,81,N,1214,POLLING PLACE,93,18,55,5
LOS ANGELES,9001951A,3922,81,N,0,VBM PORTION,57,3,34,12
LOS ANGELES,9001951A,3922,81,N,1214,TOTAL,150,21,89,17
LOS ANGELES,9002029A,3951,89,N,1169,POLLING PLACE,136,13,98,9
LOS ANGELES,9002029A,3951,89,N,0,VBM PORTION,71,10,49,7
LOS ANGELES,9002029A,3951,89,N,1169,TOTAL,207,23,147,16
LOS ANGELES,9002046A,3958,40,N,1056,POLLING PLACE,118,5,101,8
LOS ANGELES,9002046A,3958,40,N,0,VBM PORTION,98,4,72,13
LOS ANGELES,9002046A,3958,40,N,1056,TOTAL,216,9,173,21
LOS ANGELES,9002171A,4027,40,N,1078,POLLING PLACE,134,11,108,5
LOS ANGELES,9002171A,4027,40,N,0,VBM PORTION,123,7,93,15
LOS ANGELES,9002171A,4027,40,N,1078,TOTAL,257,18,201,20
LOS ANGELES,9002225A,4048,81,N,1041,POLLING PLACE,81,8,59,5
LOS ANGELES,9002225A,4048,81,N,0,VBM PORTION,64,5,40,13
LOS ANGELES,9002225A,4048,81,N,1041,TOTAL,145,13,99,18
LOS ANGELES,9002464A,6193,92,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002475A,6194,40,Y,246,POLLING PLACE,0,0,0,0
LOS ANGELES,9002475A,6194,40,Y,0,VBM PORTION,48,3,36,1
LOS ANGELES,9002475A,6194,40,Y,246,TOTAL,48,3,36,1
LOS ANGELES,9002476A,4152,40,N,384,POLLING PLACE,53,10,24,4
LOS ANGELES,9002476A,4152,40,N,0,VBM PORTION,23,1,17,3
LOS ANGELES,9002476A,4152,40,N,384,TOTAL,76,11,41,7
LOS ANGELES,9002490A,6195,47,Y,15,POLLING PLACE,0,0,0,0
LOS ANGELES,9002490A,6195,47,Y,0,VBM PORTION,3,0,3,0
LOS ANGELES,9002490A,6195,47,Y,15,TOTAL,3,0,3,0
LOS ANGELES,9002533A,4180,43,N,1011,POLLING PLACE,72,5,56,4
LOS ANGELES,9002533A,4180,43,N,0,VBM PORTION,84,7,49,14
LOS ANGELES,9002533A,4180,43,N,1011,TOTAL,156,12,105,18
LOS ANGELES,9002561A,6201,22,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002561A,6201,22,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002573B,4201,79,N,636,POLLING PLACE,32,4,19,3
LOS ANGELES,9002573B,4201,79,N,0,VBM PORTION,39,7,14,7
LOS ANGELES,9002573B,4201,79,N,636,TOTAL,71,11,33,10
LOS ANGELES,9002638A,4218,100,N,655,POLLING PLACE,42,8,17,7
LOS ANGELES,9002638A,4218,100,N,0,VBM PORTION,34,2,18,7
LOS ANGELES,9002638A,4218,100,N,655,TOTAL,76,10,35,14
LOS ANGELES,9002648B,4219,89,N,1172,POLLING PLACE,92,13,66,5
LOS ANGELES,9002648B,4219,89,N,0,VBM PORTION,55,4,35,3
LOS ANGELES,9002648B,4219,89,N,1172,TOTAL,147,17,101,8
LOS ANGELES,9002745A,4238,41,N,1147,POLLING PLACE,186,8,149,7
LOS ANGELES,9002745A,4238,41,N,0,VBM PORTION,106,7,87,6
LOS ANGELES,9002745A,4238,41,N,1147,TOTAL,292,15,236,13
LOS ANGELES,9002780A,4241,89,N,1297,POLLING PLACE,153,16,111,9
LOS ANGELES,9002780A,4241,89,N,0,VBM PORTION,101,9,72,6
LOS ANGELES,9002780A,4241,89,N,1297,TOTAL,254,25,183,15
LOS ANGELES,9002786A,4242,81,N,1194,POLLING PLACE,112,6,85,5
LOS ANGELES,9002786A,4242,81,N,0,VBM PORTION,107,8,80,5
LOS ANGELES,9002786A,4242,81,N,1194,TOTAL,219,14,165,10
LOS ANGELES,9002796A,4244,25,N,767,POLLING PLACE,66,3,29,25
LOS ANGELES,9002796A,4244,25,N,0,VBM PORTION,66,6,28,24
LOS ANGELES,9002796A,4244,25,N,767,TOTAL,132,9,57,49
LOS ANGELES,9003374A,4313,26,N,1255,POLLING PLACE,98,12,58,19
LOS ANGELES,9003374A,4313,26,N,0,VBM PORTION,90,5,56,18
LOS ANGELES,9003374A,4313,26,N,1255,TOTAL,188,17,114,37
LOS ANGELES,9003520B,4324,41,N,1158,POLLING PLACE,86,14,52,14
LOS ANGELES,9003520B,4324,41,N,0,VBM PORTION,76,6,55,3
LOS ANGELES,9003520B,4324,41,N,1158,TOTAL,162,20,107,17
LOS ANGELES,9003814A,4337,41,N,909,POLLING PLACE,53,6,34,7
LOS ANGELES,9003814A,4337,41,N,0,VBM PORTION,58,1,44,5
LOS ANGELES,9003814A,4337,41,N,909,TOTAL,111,7,78,12
LOS ANGELES,9003988A,4351,89,N,915,POLLING PLACE,77,8,54,6
LOS ANGELES,9003988A,4351,89,N,0,VBM PORTION,53,5,43,4
LOS ANGELES,9003988A,4351,89,N,915,TOTAL,130,13,97,10
LOS ANGELES,9004216A,4360,81,N,1189,POLLING PLACE,52,6,40,4
LOS ANGELES,9004216A,4360,81,N,0,VBM PORTION,58,4,41,8
LOS ANGELES,9004216A,4360,81,N,1189,TOTAL,110,10,81,12
LOS ANGELES,9004229A,4364,81,N,1010,POLLING PLACE,69,4,45,8
LOS ANGELES,9004229A,4364,81,N,0,VBM PORTION,60,5,38,12
LOS ANGELES,9004229A,4364,81,N,1010,TOTAL,129,9,83,20
LOS ANGELES,9004237A,4369,40,N,1167,POLLING PLACE,147,7,121,13
LOS ANGELES,9004237A,4369,40,N,0,VBM PORTION,124,3,97,9
LOS ANGELES,9004237A,4369,40,N,1167,TOTAL,271,10,218,22
LOS ANGELES,9004239A,4370,41,N,1230,POLLING PLACE,84,4,66,4
LOS ANGELES,9004239A,4370,41,N,0,VBM PORTION,107,5,75,10
LOS ANGELES,9004239A,4370,41,N,1230,TOTAL,191,9,141,14
LOS ANGELES,9005113B,6220,45,Y,2,POLLING PLACE,0,0,0,0
LOS ANGELES,9005113B,6220,45,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9005113B,6220,45,Y,2,TOTAL,0,0,0,0
LOS ANGELES,9005117A,4381,45,N,1327,POLLING PLACE,96,2,81,7
LOS ANGELES,9005117A,4381,45,N,0,VBM PORTION,118,7,80,14
LOS ANGELES,9005117A,4381,45,N,1327,TOTAL,214,9,161,21
LOS ANGELES,9005118D,4382,41,N,942,POLLING PLACE,70,9,48,2
