LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,AUTUMN BURKE,PAUL KOURI,SIMONA A FARRISE,ADAM M PLIMPTON,TED J GROSE,GLORIA GRAY,EMIDIO SOLTYSIK,MIKE STEVENS
LOS ANGELES,9000455A,3255,158,N,0,VBM PORTION,16,10,0,0,0,1,3,0,0
LOS ANGELES,9000455A,3255,158,N,690,TOTAL,43,22,0,4,0,3,5,0,1
LOS ANGELES,9000552A,3313,158,N,1166,POLLING PLACE,87,28,4,7,1,20,15,2,0
LOS ANGELES,9000552A,3313,158,N,0,VBM PORTION,98,30,3,9,0,18,13,3,0
LOS ANGELES,9000552A,3313,158,N,1166,TOTAL,185,58,7,16,1,38,28,5,0
LOS ANGELES,9000561A,3321,154,N,1073,POLLING PLACE,175,46,9,17,5,37,14,3,5
LOS ANGELES,9000561A,3321,154,N,0,VBM PORTION,167,35,10,14,1,43,16,3,1
LOS ANGELES,9000561A,3321,154,N,1073,TOTAL,342,81,19,31,6,80,30,6,6
LOS ANGELES,9000625A,3357,158,N,1319,POLLING PLACE,125,39,6,10,1,26,18,4,0
LOS ANGELES,9000625A,3357,158,N,0,VBM PORTION,128,25,5,17,1,31,22,2,2
LOS ANGELES,9000625A,3357,158,N,1319,TOTAL,253,64,11,27,2,57,40,6,2
LOS ANGELES,9001243A,3620,154,N,831,POLLING PLACE,101,23,5,13,4,5,17,10,1
LOS ANGELES,9001243A,3620,154,N,0,VBM PORTION,58,18,1,8,2,4,7,4,4
LOS ANGELES,9001243A,3620,154,N,831,TOTAL,159,41,6,21,6,9,24,14,5
LOS ANGELES,9001244A,3621,154,N,839,POLLING PLACE,132,34,5,16,5,10,16,8,2
LOS ANGELES,9001244A,3621,154,N,0,VBM PORTION,90,25,3,7,2,17,4,3,2
LOS ANGELES,9001244A,3621,154,N,839,TOTAL,222,59,8,23,7,27,20,11,4
LOS ANGELES,9001389A,3685,155,N,721,POLLING PLACE,130,28,5,16,0,40,18,5,3
LOS ANGELES,9001389A,3685,155,N,0,VBM PORTION,82,20,2,8,2,25,9,3,1
LOS ANGELES,9001389A,3685,155,N,721,TOTAL,212,48,7,24,2,65,27,8,4
LOS ANGELES,9001390A,6187,158,Y,21,POLLING PLACE,0,0,0,0,0,0,0,0,0
LOS ANGELES,9001390A,6187,158,Y,0,VBM PORTION,4,1,0,0,0,0,1,0,0
LOS ANGELES,9001390A,6187,158,Y,21,TOTAL,4,1,0,0,0,0,1,0,0
LOS ANGELES,9001395A,3687,158,N,1165,POLLING PLACE,122,33,6,8,4,40,10,4,7
LOS ANGELES,9001395A,3687,158,N,0,VBM PORTION,100,19,1,11,2,35,15,2,1
LOS ANGELES,9001395A,3687,158,N,1165,TOTAL,222,52,7,19,6,75,25,6,8
LOS ANGELES,9001489A,3734,157,N,1278,POLLING PLACE,122,37,7,10,0,21,20,1,3
LOS ANGELES,9001489A,3734,157,N,0,VBM PORTION,111,27,5,11,2,23,23,1,0
LOS ANGELES,9001489A,3734,157,N,1278,TOTAL,233,64,12,21,2,44,43,2,3
LOS ANGELES,9001542A,3749,154,N,845,POLLING PLACE,106,34,0,15,3,4,15,3,1
LOS ANGELES,9001542A,3749,154,N,0,VBM PORTION,82,17,1,18,5,5,11,3,2
LOS ANGELES,9001542A,3749,154,N,845,TOTAL,188,51,1,33,8,9,26,6,3
LOS ANGELES,9001545A,3750,154,N,921,POLLING PLACE,111,44,0,9,4,9,5,4,2
LOS ANGELES,9001545A,3750,154,N,0,VBM PORTION,54,18,0,7,0,3,2,4,0
LOS ANGELES,9001545A,3750,154,N,921,TOTAL,165,62,0,16,4,12,7,8,2
LOS ANGELES,9001546A,3751,154,N,974,POLLING PLACE,132,43,6,13,3,9,25,4,2
LOS ANGELES,9001546A,3751,154,N,0,VBM PORTION,40,15,2,6,1,5,6,0,1
LOS ANGELES,9001546A,3751,154,N,974,TOTAL,172,58,8,19,4,14,31,4,3
LOS ANGELES,9001547A,3752,154,N,912,POLLING PLACE,160,58,2,35,4,10,11,4,2
LOS ANGELES,9001547A,3752,154,N,0,VBM PORTION,92,29,3,14,2,10,14,1,1
LOS ANGELES,9001547A,3752,154,N,912,TOTAL,252,87,5,49,6,20,25,5,3
LOS ANGELES,9001549A,3753,154,N,909,POLLING PLACE,150,40,5,25,3,13,22,3,1
LOS ANGELES,9001549A,3753,154,N,0,VBM PORTION,101,31,5,11,0,12,13,2,0
LOS ANGELES,9001549A,3753,154,N,909,TOTAL,251,71,10,36,3,25,35,5,1
LOS ANGELES,9001553B,3755,154,N,851,POLLING PLACE,191,47,9,30,4,31,21,5,2
LOS ANGELES,9001553B,3755,154,N,0,VBM PORTION,82,20,4,15,4,9,18,0,1
LOS ANGELES,9001553B,3755,154,N,851,TOTAL,273,67,13,45,8,40,39,5,3
LOS ANGELES,9001554A,3756,156,N,1063,POLLING PLACE,172,67,2,20,5,23,15,1,5
LOS ANGELES,9001554A,3756,156,N,0,VBM PORTION,86,18,2,25,1,15,8,3,2
LOS ANGELES,9001554A,3756,156,N,1063,TOTAL,258,85,4,45,6,38,23,4,7
LOS ANGELES,9001558A,3758,157,N,1097,POLLING PLACE,154,59,7,21,3,23,15,6,3
LOS ANGELES,9001558A,3758,157,N,0,VBM PORTION,104,32,8,15,2,20,11,2,1
LOS ANGELES,9001558A,3758,157,N,1097,TOTAL,258,91,15,36,5,43,26,8,4
LOS ANGELES,9001559B,3759,157,N,607,POLLING PLACE,108,36,4,10,1,20,18,4,2
LOS ANGELES,9001559B,3759,157,N,0,VBM PORTION,105,25,4,18,1,32,6,0,0
LOS ANGELES,9001559B,3759,157,N,607,TOTAL,213,61,8,28,2,52,24,4,2
LOS ANGELES,9001622B,3791,157,N,1072,POLLING PLACE,60,31,1,5,1,4,8,2,2
LOS ANGELES,9001622B,3791,157,N,0,VBM PORTION,88,33,5,8,0,14,6,5,5
LOS ANGELES,9001622B,3791,157,N,1072,TOTAL,148,64,6,13,1,18,14,7,7
LOS ANGELES,9001718A,3823,158,N,1094,POLLING PLACE,173,31,8,20,2,63,14,6,5
LOS ANGELES,9001718A,3823,158,N,0,VBM PORTION,115,13,3,17,1,46,12,2,2
LOS ANGELES,9001718A,3823,158,N,1094,TOTAL,288,44,11,37,3,109,26,8,7
LOS ANGELES,9001874A,3888,155,N,1203,POLLING PLACE,65,20,2,9,1,8,5,3,1
LOS ANGELES,9001874A,3888,155,N,0,VBM PORTION,131,19,3,13,3,38,24,2,2
LOS ANGELES,9001874A,3888,155,N,1203,TOTAL,196,39,5,22,4,46,29,5,3
LOS ANGELES,9001876A,3890,158,N,993,POLLING PLACE,167,40,3,17,2,65,13,5,1
LOS ANGELES,9001876A,3890,158,N,0,VBM PORTION,115,17,2,8,1,49,9,3,0
LOS ANGELES,9001876A,3890,158,N,993,TOTAL,282,57,5,25,3,114,22,8,1
LOS ANGELES,9001884A,3892,154,N,985,POLLING PLACE,113,28,3,18,2,17,14,4,5
LOS ANGELES,9001884A,3892,154,N,0,VBM PORTION,117,26,1,10,3,22,18,4,5
LOS ANGELES,9001884A,3892,154,N,985,TOTAL,230,54,4,28,5,39,32,8,10
LOS ANGELES,9001938A,3916,154,N,823,POLLING PLACE,102,27,2,13,4,6,13,3,1
LOS ANGELES,9001938A,3916,154,N,0,VBM PORTION,73,20,3,7,0,8,12,2,2
LOS ANGELES,9001938A,3916,154,N,823,TOTAL,175,47,5,20,4,14,25,5,3
LOS ANGELES,9002177A,4029,159,N,972,POLLING PLACE,89,48,3,10,2,3,8,1,3
LOS ANGELES,9002177A,4029,159,N,0,VBM PORTION,64,31,0,9,0,1,7,3,0
LOS ANGELES,9002177A,4029,159,N,972,TOTAL,153,79,3,19,2,4,15,4,3
LOS ANGELES,9002180A,4032,158,N,975,POLLING PLACE,162,43,4,14,1,62,21,5,2
LOS ANGELES,9002180A,4032,158,N,0,VBM PORTION,108,15,5,14,0,40,11,2,0
LOS ANGELES,9002180A,4032,158,N,975,TOTAL,270,58,9,28,1,102,32,7,2
LOS ANGELES,9002185A,4035,158,N,977,POLLING PLACE,147,42,4,23,5,39,15,2,3
LOS ANGELES,9002185A,4035,158,N,0,VBM PORTION,80,22,0,8,0,28,6,2,0
LOS ANGELES,9002185A,4035,158,N,977,TOTAL,227,64,4,31,5,67,21,4,3
LOS ANGELES,9002189A,4036,158,N,936,POLLING PLACE,165,54,7,20,0,53,11,2,4
LOS ANGELES,9002189A,4036,158,N,0,VBM PORTION,103,20,2,15,3,30,14,2,3
LOS ANGELES,9002189A,4036,158,N,936,TOTAL,268,74,9,35,3,83,25,4,7
LOS ANGELES,9002194A,4040,158,N,1204,POLLING PLACE,108,29,4,13,1,30,12,4,4
LOS ANGELES,9002194A,4040,158,N,0,VBM PORTION,91,24,1,14,1,12,18,5,0
LOS ANGELES,9002194A,4040,158,N,1204,TOTAL,199,53,5,27,2,42,30,9,4
LOS ANGELES,9002199A,4041,158,N,1116,POLLING PLACE,81,34,3,10,0,8,16,1,1
LOS ANGELES,9002199A,4041,158,N,0,VBM PORTION,75,29,1,2,2,18,8,4,4
LOS ANGELES,9002199A,4041,158,N,1116,TOTAL,156,63,4,12,2,26,24,5,5
LOS ANGELES,9002207A,4042,159,N,1274,POLLING PLACE,114,71,0,12,2,1,14,2,1
LOS ANGELES,9002207A,4042,159,N,0,VBM PORTION,120,58,1,13,2,5,19,1,2
LOS ANGELES,9002207A,4042,159,N,1274,TOTAL,234,129,1,25,4,6,33,3,3
LOS ANGELES,9002341A,4101,158,N,1086,POLLING PLACE,80,22,3,7,2,9,11,5,4
LOS ANGELES,9002341A,4101,158,N,0,VBM PORTION,109,26,3,8,6,20,10,5,0
LOS ANGELES,9002341A,4101,158,N,1086,TOTAL,189,48,6,15,8,29,21,10,4
LOS ANGELES,9002388A,4120,154,N,864,POLLING PLACE,76,23,4,5,2,11,11,7,2
LOS ANGELES,9002388A,4120,154,N,0,VBM PORTION,46,14,2,6,1,4,6,1,1
LOS ANGELES,9002388A,4120,154,N,864,TOTAL,122,37,6,11,3,15,17,8,3
LOS ANGELES,9002389A,4121,154,N,748,POLLING PLACE,121,42,11,8,2,10,13,7,2
LOS ANGELES,9002389A,4121,154,N,0,VBM PORTION,74,16,2,7,1,17,9,1,0
LOS ANGELES,9002389A,4121,154,N,748,TOTAL,195,58,13,15,3,27,22,8,2
LOS ANGELES,9002392A,4122,155,N,883,POLLING PLACE,125,28,5,10,1,23,20,6,3
LOS ANGELES,9002392A,4122,155,N,0,VBM PORTION,78,20,3,10,7,7,15,0,0
LOS ANGELES,9002392A,4122,155,N,883,TOTAL,203,48,8,20,8,30,35,6,3
LOS ANGELES,9002393A,4123,154,N,777,POLLING PLACE,144,57,6,19,5,10,10,3,4
LOS ANGELES,9002393A,4123,154,N,0,VBM PORTION,97,27,3,9,1,12,12,3,2
LOS ANGELES,9002393A,4123,154,N,777,TOTAL,241,84,9,28,6,22,22,6,6
LOS ANGELES,9002397A,4126,157,N,1018,POLLING PLACE,137,55,6,18,1,10,17,5,2
LOS ANGELES,9002397A,4126,157,N,0,VBM PORTION,149,32,7,22,3,24,21,5,5
LOS ANGELES,9002397A,4126,157,N,1018,TOTAL,286,87,13,40,4,34,38,10,7
LOS ANGELES,9002401B,4128,157,N,1249,POLLING PLACE,138,58,11,12,2,19,16,6,1
LOS ANGELES,9002401B,4128,157,N,0,VBM PORTION,71,21,3,10,1,10,10,2,1
LOS ANGELES,9002401B,4128,157,N,1249,TOTAL,209,79,14,22,3,29,26,8,2
LOS ANGELES,9002409A,4130,157,N,990,POLLING PLACE,142,37,3,15,1,28,27,5,2
LOS ANGELES,9002409A,4130,157,N,0,VBM PORTION,106,25,6,12,1,24,13,2,2
LOS ANGELES,9002409A,4130,157,N,990,TOTAL,248,62,9,27,2,52,40,7,4
LOS ANGELES,9002415A,4131,155,N,800,POLLING PLACE,97,28,2,12,1,33,10,1,3
LOS ANGELES,9002415A,4131,155,N,0,VBM PORTION,76,18,1,7,1,30,4,2,0
LOS ANGELES,9002415A,4131,155,N,800,TOTAL,173,46,3,19,2,63,14,3,3
LOS ANGELES,9002417A,4132,158,N,786,POLLING PLACE,141,35,3,11,2,42,22,2,2
LOS ANGELES,9002417A,4132,158,N,0,VBM PORTION,85,17,5,7,1,31,8,4,3
LOS ANGELES,9002417A,4132,158,N,786,TOTAL,226,52,8,18,3,73,30,6,5
LOS ANGELES,9002418A,4133,158,N,990,POLLING PLACE,78,20,1,5,0,32,4,3,1
LOS ANGELES,9002418A,4133,158,N,0,VBM PORTION,106,18,5,11,0,40,10,3,1
LOS ANGELES,9002418A,4133,158,N,990,TOTAL,184,38,6,16,0,72,14,6,2
LOS ANGELES,9002421A,4134,158,N,1329,POLLING PLACE,158,37,7,19,3,54,13,4,3
LOS ANGELES,9002421A,4134,158,N,0,VBM PORTION,117,25,2,7,1,38,18,5,1
LOS ANGELES,9002421A,4134,158,N,1329,TOTAL,275,62,9,26,4,92,31,9,4
LOS ANGELES,9002424A,4135,158,N,928,POLLING PLACE,72,27,5,3,1,21,5,1,0
LOS ANGELES,9002424A,4135,158,N,0,VBM PORTION,68,10,1,9,4,21,11,1,1
LOS ANGELES,9002424A,4135,158,N,928,TOTAL,140,37,6,12,5,42,16,2,1
LOS ANGELES,9002429A,4137,158,N,1202,POLLING PLACE,159,32,11,17,4,41,28,6,4
LOS ANGELES,9002429A,4137,158,N,0,VBM PORTION,140,36,9,11,3,46,13,1,4
LOS ANGELES,9002429A,4137,158,N,1202,TOTAL,299,68,20,28,7,87,41,7,8
LOS ANGELES,9002430A,4138,158,N,1044,POLLING PLACE,20,1,2,0,1,0,6,0,0
LOS ANGELES,9002430A,4138,158,N,0,VBM PORTION,11,1,1,3,0,1,1,0,0
LOS ANGELES,9002430A,4138,158,N,1044,TOTAL,31,2,3,3,1,1,7,0,0
LOS ANGELES,9002432A,4139,158,N,916,POLLING PLACE,194,57,10,10,1,66,15,4,1
LOS ANGELES,9002432A,4139,158,N,0,VBM PORTION,88,21,3,8,0,27,15,1,2
LOS ANGELES,9002432A,4139,158,N,916,TOTAL,282,78,13,18,1,93,30,5,3
LOS ANGELES,9002433A,4140,158,N,1138,POLLING PLACE,183,49,8,23,1,50,21,3,3
LOS ANGELES,9002433A,4140,158,N,0,VBM PORTION,154,35,6,8,4,50,19,5,3
LOS ANGELES,9002433A,4140,158,N,1138,TOTAL,337,84,14,31,5,100,40,8,6
LOS ANGELES,9002438C,4141,158,N,972,POLLING PLACE,163,30,8,28,2,50,13,4,3
LOS ANGELES,9002438C,4141,158,N,0,VBM PORTION,134,29,2,9,3,47,12,3,1
LOS ANGELES,9002438C,4141,158,N,972,TOTAL,297,59,10,37,5,97,25,7,4
LOS ANGELES,9002444A,4142,158,N,957,POLLING PLACE,170,39,4,22,0,55,24,3,0
LOS ANGELES,9002444A,4142,158,N,0,VBM PORTION,91,18,2,3,2,33,9,1,0
LOS ANGELES,9002444A,4142,158,N,957,TOTAL,261,57,6,25,2,88,33,4,0
LOS ANGELES,9002502A,4168,161,N,1108,POLLING PLACE,138,79,0,9,0,2,26,1,1
LOS ANGELES,9002502A,4168,161,N,0,VBM PORTION,76,34,1,6,0,1,16,1,1
LOS ANGELES,9002502A,4168,161,N,1108,TOTAL,214,113,1,15,0,3,42,2,2
LOS ANGELES,9002504A,4170,161,N,1151,POLLING PLACE,124,68,1,13,4,1,18,0,3
LOS ANGELES,9002504A,4170,161,N,0,VBM PORTION,72,42,0,5,0,1,8,1,2
LOS ANGELES,9002504A,4170,161,N,1151,TOTAL,196,110,1,18,4,2,26,1,5
LOS ANGELES,9002507A,4171,161,N,884,POLLING PLACE,127,71,1,8,0,2,20,3,5
LOS ANGELES,9002507A,4171,161,N,0,VBM PORTION,61,37,1,5,0,2,9,0,2
LOS ANGELES,9002507A,4171,161,N,884,TOTAL,188,108,2,13,0,4,29,3,7
LOS ANGELES,9002562A,4196,158,N,1011,POLLING PLACE,180,35,5,10,2,77,20,4,2
LOS ANGELES,9002562A,4196,158,N,0,VBM PORTION,95,16,2,14,0,43,3,2,0
LOS ANGELES,9002562A,4196,158,N,1011,TOTAL,275,51,7,24,2,120,23,6,2
LOS ANGELES,9002580A,4202,157,N,627,POLLING PLACE,73,26,4,6,1,18,7,2,0
LOS ANGELES,9002580A,4202,157,N,0,VBM PORTION,89,27,3,12,2,17,15,1,1
LOS ANGELES,9002580A,4202,157,N,627,TOTAL,162,53,7,18,3,35,22,3,1
LOS ANGELES,9002863A,4254,154,N,798,POLLING PLACE,137,47,3,26,3,11,20,9,1
LOS ANGELES,9002863A,4254,154,N,0,VBM PORTION,59,17,6,7,1,7,8,0,0
LOS ANGELES,9002863A,4254,154,N,798,TOTAL,196,64,9,33,4,18,28,9,1
LOS ANGELES,9002921A,4272,154,N,749,POLLING PLACE,106,38,7,13,6,8,8,4,0
LOS ANGELES,9002921A,4272,154,N,0,VBM PORTION,72,24,1,6,3,9,11,1,3
LOS ANGELES,9002921A,4272,154,N,749,TOTAL,178,62,8,19,9,17,19,5,3
LOS ANGELES,9003072A,4284,158,N,947,POLLING PLACE,127,41,5,12,2,32,18,2,2
LOS ANGELES,9003072A,4284,158,N,0,VBM PORTION,115,32,2,14,2,27,11,0,1
LOS ANGELES,9003072A,4284,158,N,947,TOTAL,242,73,7,26,4,59,29,2,3
LOS ANGELES,9003197A,4296,154,N,906,POLLING PLACE,126,38,2,13,3,19,17,6,0
LOS ANGELES,9003197A,4296,154,N,0,VBM PORTION,134,42,2,9,0,32,24,1,1
LOS ANGELES,9003197A,4296,154,N,906,TOTAL,260,80,4,22,3,51,41,7,1
LOS ANGELES,9003201A,4297,154,N,780,POLLING PLACE,117,49,3,14,3,2,8,8,3
LOS ANGELES,9003201A,4297,154,N,0,VBM PORTION,80,21,0,10,1,7,12,5,1
LOS ANGELES,9003201A,4297,154,N,780,TOTAL,197,70,3,24,4,9,20,13,4
LOS ANGELES,9003202A,4298,154,N,792,POLLING PLACE,189,68,9,29,1,15,20,7,0
LOS ANGELES,9003202A,4298,154,N,0,VBM PORTION,69,27,3,3,0,8,12,3,0
LOS ANGELES,9003202A,4298,154,N,792,TOTAL,258,95,12,32,1,23,32,10,0
LOS ANGELES,9003235A,4305,154,N,859,POLLING PLACE,78,27,2,8,4,1,8,1,5
LOS ANGELES,9003235A,4305,154,N,0,VBM PORTION,53,15,1,5,0,5,14,3,1
LOS ANGELES,9003235A,4305,154,N,859,TOTAL,131,42,3,13,4,6,22,4,6
LOS ANGELES,9003278A,4308,157,N,1113,POLLING PLACE,150,55,8,12,2,39,12,1,2
LOS ANGELES,9003278A,4308,157,N,0,VBM PORTION,267,79,11,27,2,65,26,9,3
LOS ANGELES,9003278A,4308,157,N,1113,TOTAL,417,134,19,39,4,104,38,10,5
LOS ANGELES,9003280A,4309,157,N,1114,POLLING PLACE,127,43,6,16,0,22,12,12,2
LOS ANGELES,9003280A,4309,157,N,0,VBM PORTION,108,37,5,13,4,9,21,1,4
LOS ANGELES,9003280A,4309,157,N,1114,TOTAL,235,80,11,29,4,31,33,13,6
LOS ANGELES,9003368A,4312,158,N,966,POLLING PLACE,171,47,3,14,0,53,18,5,4
LOS ANGELES,9003368A,4312,158,N,0,VBM PORTION,108,22,4,15,0,36,12,3,0
LOS ANGELES,9003368A,4312,158,N,966,TOTAL,279,69,7,29,0,89,30,8,4
LOS ANGELES,9003406A,4314,157,N,908,POLLING PLACE,122,32,8,16,0,28,19,2,0
LOS ANGELES,9003406A,4314,157,N,0,VBM PORTION,74,24,6,6,1,14,8,1,0
LOS ANGELES,9003406A,4314,157,N,908,TOTAL,196,56,14,22,1,42,27,3,0
LOS ANGELES,9004116A,4353,158,N,978,POLLING PLACE,95,24,2,12,3,25,16,5,2
LOS ANGELES,9004116A,4353,158,N,0,VBM PORTION,78,17,4,10,2,21,9,2,0
LOS ANGELES,9004116A,4353,158,N,978,TOTAL,173,41,6,22,5,46,25,7,2
LOS ANGELES,9005204A,4399,159,N,929,POLLING PLACE,86,53,1,6,1,3,6,1,0
LOS ANGELES,9005204A,4399,159,N,0,VBM PORTION,66,35,0,5,1,3,13,2,1
LOS ANGELES,9005204A,4399,159,N,929,TOTAL,152,88,1,11,2,6,19,3,1
LOS ANGELES,9005205B,4400,159,N,720,POLLING PLACE,58,29,1,8,3,1,10,0,1
LOS ANGELES,9005205B,4400,159,N,0,VBM PORTION,26,16,1,3,1,1,4,0,0
LOS ANGELES,9005205B,4400,159,N,720,TOTAL,84,45,2,11,4,2,14,0,1
LOS ANGELES,9005386A,4418,154,N,973,POLLING PLACE,126,35,9,17,4,6,16,5,2
LOS ANGELES,9005386A,4418,154,N,0,VBM PORTION,68,19,4,11,0,6,13,0,1
LOS ANGELES,9005386A,4418,154,N,973,TOTAL,194,54,13,28,4,12,29,5,3
LOS ANGELES,9005934A,4463,157,N,1100,POLLING PLACE,122,40,1,21,0,15,19,7,0
LOS ANGELES,9005934A,4463,157,N,0,VBM PORTION,87,36,3,11,5,10,9,4,0
LOS ANGELES,9005934A,4463,157,N,1100,TOTAL,209,76,4,32,5,25,28,11,0
LOS ANGELES,9005936A,4464,155,N,930,POLLING PLACE,154,47,4,17,0,20,18,3,7
LOS ANGELES,9005936A,4464,155,N,0,VBM PORTION,79,24,5,9,2,8,8,0,3
LOS ANGELES,9005936A,4464,155,N,930,TOTAL,233,71,9,26,2,28,26,3,10
LOS ANGELES,9005937A,4465,155,N,768,POLLING PLACE,91,28,5,14,3,7,11,3,1
LOS ANGELES,9005937A,4465,155,N,0,VBM PORTION,66,19,2,7,2,6,7,1,3
LOS ANGELES,9005937A,4465,155,N,768,TOTAL,157,47,7,21,5,13,18,4,4
LOS ANGELES,9006344A,4515,158,N,781,POLLING PLACE,104,28,2,15,1,27,13,3,1
LOS ANGELES,9006344A,4515,158,N,0,VBM PORTION,108,32,5,14,3,26,14,5,0
LOS ANGELES,9006344A,4515,158,N,781,TOTAL,212,60,7,29,4,53,27,8,1
BALLOT GROUP 154,9990154A,8154,154,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 154,9990154A,8154,154,N,0,VBM PORTION,4,1,0,0,0,0,0,0,0
BALLOT GROUP 154,9990154A,8154,154,N,0,TOTAL,2,1,0,0,0,0,0,0,0
BALLOT GROUP 155,9990155A,8155,155,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 155,9990155A,8155,155,N,0,VBM PORTION,6,0,0,0,0,0,1,0,0
BALLOT GROUP 155,9990155A,8155,155,N,0,TOTAL,3,0,0,0,0,0,1,0,0
BALLOT GROUP 156,9990156A,8156,156,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 156,9990156A,8156,156,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0
BALLOT GROUP 156,9990156A,8156,156,N,0,TOTAL,0,0,0,0,0,0,0,0,0
BALLOT GROUP 157,9990157A,8157,157,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 157,9990157A,8157,157,N,0,VBM PORTION,2,1,0,0,0,0,0,0,0
BALLOT GROUP 157,9990157A,8157,157,N,0,TOTAL,1,1,0,0,0,0,0,0,0
BALLOT GROUP 158,9990158A,8158,158,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 158,9990158A,8158,158,N,0,VBM PORTION,2,0,0,0,0,0,1,0,0
BALLOT GROUP 158,9990158A,8158,158,N,0,TOTAL,1,0,0,0,0,0,1,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0
BALLOT GROUP 159,9990159A,8159,159,N,0,TOTAL,0,0,0,0,0,0,0,0,0
BALLOT GROUP 160,9990160A,8160,160,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 160,9990160A,8160,160,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0
BALLOT GROUP 160,9990160A,8160,160,N,0,TOTAL,0,0,0,0,0,0,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,VBM PORTION,4,0,0,0,0,0,0,0,0
BALLOT GROUP 161,9990161A,8161,161,N,0,TOTAL,2,0,0,0,0,0,0,0,0
BALLOT GROUP 162,9990162A,8162,162,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 162,9990162A,8162,162,N,0,VBM PORTION,22,6,1,2,0,2,0,0,0
BALLOT GROUP 162,9990162A,8162,162,N,0,TOTAL,11,6,1,2,0,2,0,0,0
BALLOT GROUP 163,9990163A,8163,163,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
BALLOT GROUP 163,9990163A,8163,163,N,0,VBM PORTION,6,3,0,0,0,0,0,0,0
BALLOT GROUP 163,9990163A,8163,163,N,0,TOTAL,3,3,0,0,0,0,0,0,0
