LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,WILLIAM MORRISON,PETER CHOI,KEVIN DE LEON
LOS ANGELES,9001810A,3871,103,N,1217,POLLING PLACE,71,11,17,36
LOS ANGELES,9001810A,3871,103,N,0,VBM PORTION,62,15,16,26
LOS ANGELES,9001810A,3871,103,N,1217,TOTAL,133,26,33,62
LOS ANGELES,9001814A,3872,103,N,1118,POLLING PLACE,59,7,12,34
LOS ANGELES,9001814A,3872,103,N,0,VBM PORTION,55,11,13,28
LOS ANGELES,9001814A,3872,103,N,1118,TOTAL,114,18,25,62
LOS ANGELES,9001838A,3876,90,N,1307,POLLING PLACE,64,12,18,29
LOS ANGELES,9001838A,3876,90,N,0,VBM PORTION,95,22,23,43
LOS ANGELES,9001838A,3876,90,N,1307,TOTAL,159,34,41,72
LOS ANGELES,9001839A,3877,90,N,983,POLLING PLACE,55,2,10,37
LOS ANGELES,9001839A,3877,90,N,0,VBM PORTION,35,4,9,18
LOS ANGELES,9001839A,3877,90,N,983,TOTAL,90,6,19,55
LOS ANGELES,9001841A,3878,90,N,997,POLLING PLACE,88,15,13,54
LOS ANGELES,9001841A,3878,90,N,0,VBM PORTION,28,3,1,23
LOS ANGELES,9001841A,3878,90,N,997,TOTAL,116,18,14,77
LOS ANGELES,9001846A,3879,95,N,1183,POLLING PLACE,104,11,7,75
LOS ANGELES,9001846A,3879,95,N,0,VBM PORTION,48,3,6,35
LOS ANGELES,9001846A,3879,95,N,1183,TOTAL,152,14,13,110
LOS ANGELES,9001851A,3880,95,N,946,POLLING PLACE,82,7,8,62
LOS ANGELES,9001851A,3880,95,N,0,VBM PORTION,44,7,6,26
LOS ANGELES,9001851A,3880,95,N,946,TOTAL,126,14,14,88
LOS ANGELES,9001854A,3881,95,N,569,POLLING PLACE,55,2,5,40
LOS ANGELES,9001854A,3881,95,N,0,VBM PORTION,18,3,0,13
LOS ANGELES,9001854A,3881,95,N,569,TOTAL,73,5,5,53
LOS ANGELES,9001855A,3882,95,N,1132,POLLING PLACE,81,13,5,50
LOS ANGELES,9001855A,3882,95,N,0,VBM PORTION,39,1,4,25
LOS ANGELES,9001855A,3882,95,N,1132,TOTAL,120,14,9,75
LOS ANGELES,9001856A,3883,95,N,664,POLLING PLACE,51,5,6,36
LOS ANGELES,9001856A,3883,95,N,0,VBM PORTION,18,1,1,14
LOS ANGELES,9001856A,3883,95,N,664,TOTAL,69,6,7,50
LOS ANGELES,9001859A,3885,95,N,1198,POLLING PLACE,124,8,9,90
LOS ANGELES,9001859A,3885,95,N,0,VBM PORTION,73,2,4,62
LOS ANGELES,9001859A,3885,95,N,1198,TOTAL,197,10,13,152
LOS ANGELES,9001862C,3887,95,N,652,POLLING PLACE,77,7,10,50
LOS ANGELES,9001862C,3887,95,N,0,VBM PORTION,21,3,3,11
LOS ANGELES,9001862C,3887,95,N,652,TOTAL,98,10,13,61
LOS ANGELES,9001875A,3889,103,N,974,POLLING PLACE,80,18,12,39
LOS ANGELES,9001875A,3889,103,N,0,VBM PORTION,66,4,32,21
LOS ANGELES,9001875A,3889,103,N,974,TOTAL,146,22,44,60
LOS ANGELES,9001889A,3893,95,N,907,POLLING PLACE,83,12,5,58
LOS ANGELES,9001889A,3893,95,N,0,VBM PORTION,85,14,19,44
LOS ANGELES,9001889A,3893,95,N,907,TOTAL,168,26,24,102
LOS ANGELES,9001890A,3894,95,N,877,POLLING PLACE,74,4,9,57
LOS ANGELES,9001890A,3894,95,N,0,VBM PORTION,69,7,24,29
LOS ANGELES,9001890A,3894,95,N,877,TOTAL,143,11,33,86
LOS ANGELES,9001891A,3895,95,N,1118,POLLING PLACE,126,15,9,91
LOS ANGELES,9001891A,3895,95,N,0,VBM PORTION,53,2,4,43
LOS ANGELES,9001891A,3895,95,N,1118,TOTAL,179,17,13,134
LOS ANGELES,9001895A,3898,95,N,1140,POLLING PLACE,86,6,3,65
LOS ANGELES,9001895A,3898,95,N,0,VBM PORTION,62,6,8,45
LOS ANGELES,9001895A,3898,95,N,1140,TOTAL,148,12,11,110
LOS ANGELES,9001899A,3899,95,N,656,POLLING PLACE,54,3,11,33
LOS ANGELES,9001899A,3899,95,N,0,VBM PORTION,27,4,1,19
LOS ANGELES,9001899A,3899,95,N,656,TOTAL,81,7,12,52
LOS ANGELES,9001904A,3901,95,N,1139,POLLING PLACE,103,10,10,75
LOS ANGELES,9001904A,3901,95,N,0,VBM PORTION,49,3,4,37
LOS ANGELES,9001904A,3901,95,N,1139,TOTAL,152,13,14,112
LOS ANGELES,9001905A,3902,95,N,1181,POLLING PLACE,80,11,8,55
LOS ANGELES,9001905A,3902,95,N,0,VBM PORTION,50,7,1,38
LOS ANGELES,9001905A,3902,95,N,1181,TOTAL,130,18,9,93
LOS ANGELES,9001910B,3904,95,N,1195,POLLING PLACE,103,11,13,71
LOS ANGELES,9001910B,3904,95,N,0,VBM PORTION,47,3,4,39
LOS ANGELES,9001910B,3904,95,N,1195,TOTAL,150,14,17,110
LOS ANGELES,9002001A,3938,104,N,1137,POLLING PLACE,58,10,11,33
LOS ANGELES,9002001A,3938,104,N,0,VBM PORTION,63,3,15,35
LOS ANGELES,9002001A,3938,104,N,1137,TOTAL,121,13,26,68
LOS ANGELES,9002001B,3939,103,N,518,POLLING PLACE,37,4,4,25
LOS ANGELES,9002001B,3939,103,N,0,VBM PORTION,18,1,3,13
LOS ANGELES,9002001B,3939,103,N,518,TOTAL,55,5,7,38
LOS ANGELES,9002012B,3943,103,N,1265,POLLING PLACE,106,9,21,60
LOS ANGELES,9002012B,3943,103,N,0,VBM PORTION,78,12,21,36
LOS ANGELES,9002012B,3943,103,N,1265,TOTAL,184,21,42,96
LOS ANGELES,9002017A,3944,103,N,1075,POLLING PLACE,76,9,13,47
LOS ANGELES,9002017A,3944,103,N,0,VBM PORTION,48,9,14,19
LOS ANGELES,9002017A,3944,103,N,1075,TOTAL,124,18,27,66
LOS ANGELES,9002029A,3951,89,N,1169,POLLING PLACE,136,11,32,83
LOS ANGELES,9002029A,3951,89,N,0,VBM PORTION,71,6,17,42
LOS ANGELES,9002029A,3951,89,N,1169,TOTAL,207,17,49,125
LOS ANGELES,9002046A,3958,40,N,1056,POLLING PLACE,118,10,27,75
LOS ANGELES,9002046A,3958,40,N,0,VBM PORTION,98,17,15,57
LOS ANGELES,9002046A,3958,40,N,1056,TOTAL,216,27,42,132
LOS ANGELES,9002053B,3962,90,N,1207,POLLING PLACE,76,16,6,51
LOS ANGELES,9002053B,3962,90,N,0,VBM PORTION,70,19,13,29
LOS ANGELES,9002053B,3962,90,N,1207,TOTAL,146,35,19,80
LOS ANGELES,9002072B,6191,90,Y,11,POLLING PLACE,0,0,0,0
LOS ANGELES,9002072B,6191,90,Y,0,VBM PORTION,1,0,0,1
LOS ANGELES,9002072B,6191,90,Y,11,TOTAL,1,0,0,1
LOS ANGELES,9002072D,3970,90,N,944,POLLING PLACE,46,5,9,25
LOS ANGELES,9002072D,3970,90,N,0,VBM PORTION,43,2,9,29
LOS ANGELES,9002072D,3970,90,N,944,TOTAL,89,7,18,54
LOS ANGELES,9002098A,3985,90,N,626,POLLING PLACE,58,11,7,30
LOS ANGELES,9002098A,3985,90,N,0,VBM PORTION,21,3,2,14
LOS ANGELES,9002098A,3985,90,N,626,TOTAL,79,14,9,44
LOS ANGELES,9002098B,3986,90,N,703,POLLING PLACE,43,3,5,31
LOS ANGELES,9002098B,3986,90,N,0,VBM PORTION,32,6,7,18
LOS ANGELES,9002098B,3986,90,N,703,TOTAL,75,9,12,49
LOS ANGELES,9002099A,3987,95,N,1164,POLLING PLACE,92,10,12,62
LOS ANGELES,9002099A,3987,95,N,0,VBM PORTION,54,1,12,35
LOS ANGELES,9002099A,3987,95,N,1164,TOTAL,146,11,24,97
LOS ANGELES,9002108A,3993,103,N,862,POLLING PLACE,64,10,7,39
LOS ANGELES,9002108A,3993,103,N,0,VBM PORTION,57,8,11,33
LOS ANGELES,9002108A,3993,103,N,862,TOTAL,121,18,18,72
LOS ANGELES,9002122A,3999,95,N,1227,POLLING PLACE,102,13,10,67
LOS ANGELES,9002122A,3999,95,N,0,VBM PORTION,63,9,6,37
LOS ANGELES,9002122A,3999,95,N,1227,TOTAL,165,22,16,104
LOS ANGELES,9002146A,4016,95,N,1219,POLLING PLACE,126,13,20,76
LOS ANGELES,9002146A,4016,95,N,0,VBM PORTION,48,4,11,26
LOS ANGELES,9002146A,4016,95,N,1219,TOTAL,174,17,31,102
LOS ANGELES,9002158A,4021,103,N,1216,POLLING PLACE,78,15,18,38
LOS ANGELES,9002158A,4021,103,N,0,VBM PORTION,65,11,24,21
LOS ANGELES,9002158A,4021,103,N,1216,TOTAL,143,26,42,59
LOS ANGELES,9002169B,4026,90,N,1124,POLLING PLACE,71,11,14,41
LOS ANGELES,9002169B,4026,90,N,0,VBM PORTION,40,6,6,22
LOS ANGELES,9002169B,4026,90,N,1124,TOTAL,111,17,20,63
LOS ANGELES,9002171A,4027,40,N,1078,POLLING PLACE,134,5,30,91
LOS ANGELES,9002171A,4027,40,N,0,VBM PORTION,123,17,19,74
LOS ANGELES,9002171A,4027,40,N,1078,TOTAL,257,22,49,165
LOS ANGELES,9002192A,4038,90,N,1073,POLLING PLACE,100,13,30,47
LOS ANGELES,9002192A,4038,90,N,0,VBM PORTION,85,15,15,43
LOS ANGELES,9002192A,4038,90,N,1073,TOTAL,185,28,45,90
LOS ANGELES,9002210A,4043,90,N,975,POLLING PLACE,160,45,22,85
LOS ANGELES,9002210A,4043,90,N,0,VBM PORTION,84,28,9,29
LOS ANGELES,9002210A,4043,90,N,975,TOTAL,244,73,31,114
LOS ANGELES,9002248A,4056,90,N,1191,POLLING PLACE,123,16,15,81
LOS ANGELES,9002248A,4056,90,N,0,VBM PORTION,108,23,18,58
LOS ANGELES,9002248A,4056,90,N,1191,TOTAL,231,39,33,139
LOS ANGELES,9002349A,4107,90,N,1184,POLLING PLACE,73,11,6,45
LOS ANGELES,9002349A,4107,90,N,0,VBM PORTION,67,6,10,48
LOS ANGELES,9002349A,4107,90,N,1184,TOTAL,140,17,16,93
LOS ANGELES,9002353B,4108,90,N,1220,POLLING PLACE,108,13,16,66
LOS ANGELES,9002353B,4108,90,N,0,VBM PORTION,54,8,9,34
LOS ANGELES,9002353B,4108,90,N,1220,TOTAL,162,21,25,100
LOS ANGELES,9002464A,6193,92,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002464A,6193,92,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002475A,6194,40,Y,246,POLLING PLACE,0,0,0,0
LOS ANGELES,9002475A,6194,40,Y,0,VBM PORTION,48,6,14,20
LOS ANGELES,9002475A,6194,40,Y,246,TOTAL,48,6,14,20
LOS ANGELES,9002476A,4152,40,N,384,POLLING PLACE,53,6,7,27
LOS ANGELES,9002476A,4152,40,N,0,VBM PORTION,23,7,3,12
LOS ANGELES,9002476A,4152,40,N,384,TOTAL,76,13,10,39
LOS ANGELES,9002573B,4201,79,N,636,POLLING PLACE,32,3,5,21
LOS ANGELES,9002573B,4201,79,N,0,VBM PORTION,39,10,12,9
LOS ANGELES,9002573B,4201,79,N,636,TOTAL,71,13,17,30
LOS ANGELES,9002602A,6203,80,Y,95,POLLING PLACE,0,0,0,0
LOS ANGELES,9002602A,6203,80,Y,0,VBM PORTION,10,0,2,8
LOS ANGELES,9002602A,6203,80,Y,95,TOTAL,10,0,2,8
LOS ANGELES,9002638A,4218,100,N,655,POLLING PLACE,42,7,7,23
LOS ANGELES,9002638A,4218,100,N,0,VBM PORTION,34,3,7,18
LOS ANGELES,9002638A,4218,100,N,655,TOTAL,76,10,14,41
LOS ANGELES,9002648B,4219,89,N,1172,POLLING PLACE,92,5,15,66
LOS ANGELES,9002648B,4219,89,N,0,VBM PORTION,55,11,8,32
LOS ANGELES,9002648B,4219,89,N,1172,TOTAL,147,16,23,98
LOS ANGELES,9002691A,4230,90,N,1002,POLLING PLACE,60,7,5,44
LOS ANGELES,9002691A,4230,90,N,0,VBM PORTION,34,3,6,19
LOS ANGELES,9002691A,4230,90,N,1002,TOTAL,94,10,11,63
LOS ANGELES,9002714A,4233,90,N,1122,POLLING PLACE,92,14,14,56
LOS ANGELES,9002714A,4233,90,N,0,VBM PORTION,88,11,15,49
LOS ANGELES,9002714A,4233,90,N,1122,TOTAL,180,25,29,105
LOS ANGELES,9002719B,4235,95,N,1087,POLLING PLACE,65,4,6,47
LOS ANGELES,9002719B,4235,95,N,0,VBM PORTION,41,2,12,23
LOS ANGELES,9002719B,4235,95,N,1087,TOTAL,106,6,18,70
LOS ANGELES,9002745A,4238,41,N,1147,POLLING PLACE,186,10,29,127
LOS ANGELES,9002745A,4238,41,N,0,VBM PORTION,106,11,16,67
LOS ANGELES,9002745A,4238,41,N,1147,TOTAL,292,21,45,194
LOS ANGELES,9002780A,4241,89,N,1297,POLLING PLACE,153,15,33,92
LOS ANGELES,9002780A,4241,89,N,0,VBM PORTION,101,7,28,53
LOS ANGELES,9002780A,4241,89,N,1297,TOTAL,254,22,61,145
LOS ANGELES,9002809A,4246,90,N,1023,POLLING PLACE,102,10,17,70
LOS ANGELES,9002809A,4246,90,N,0,VBM PORTION,84,7,11,52
LOS ANGELES,9002809A,4246,90,N,1023,TOTAL,186,17,28,122
LOS ANGELES,9002813C,4248,90,N,930,POLLING PLACE,54,9,7,32
LOS ANGELES,9002813C,4248,90,N,0,VBM PORTION,58,10,4,42
LOS ANGELES,9002813C,4248,90,N,930,TOTAL,112,19,11,74
LOS ANGELES,9002827A,4250,103,N,1062,POLLING PLACE,95,10,24,47
LOS ANGELES,9002827A,4250,103,N,0,VBM PORTION,91,6,48,21
LOS ANGELES,9002827A,4250,103,N,1062,TOTAL,186,16,72,68
LOS ANGELES,9002839A,4252,103,N,860,POLLING PLACE,130,11,56,32
LOS ANGELES,9002839A,4252,103,N,0,VBM PORTION,74,12,30,24
LOS ANGELES,9002839A,4252,103,N,860,TOTAL,204,23,86,56
LOS ANGELES,9002843A,4253,90,N,1145,POLLING PLACE,35,6,5,20
LOS ANGELES,9002843A,4253,90,N,0,VBM PORTION,53,10,8,32
LOS ANGELES,9002843A,4253,90,N,1145,TOTAL,88,16,13,52
LOS ANGELES,9002868A,4255,103,N,1304,POLLING PLACE,78,9,26,39
LOS ANGELES,9002868A,4255,103,N,0,VBM PORTION,79,8,37,28
LOS ANGELES,9002868A,4255,103,N,1304,TOTAL,157,17,63,67
LOS ANGELES,9002952A,4275,103,N,1262,POLLING PLACE,95,10,21,45
LOS ANGELES,9002952A,4275,103,N,0,VBM PORTION,76,14,35,21
LOS ANGELES,9002952A,4275,103,N,1262,TOTAL,171,24,56,66
LOS ANGELES,9003168A,4292,90,N,873,POLLING PLACE,103,14,20,56
LOS ANGELES,9003168A,4292,90,N,0,VBM PORTION,66,16,10,35
LOS ANGELES,9003168A,4292,90,N,873,TOTAL,169,30,30,91
LOS ANGELES,9003184A,4294,103,N,1279,POLLING PLACE,98,11,23,55
LOS ANGELES,9003184A,4294,103,N,0,VBM PORTION,86,14,27,40
LOS ANGELES,9003184A,4294,103,N,1279,TOTAL,184,25,50,95
LOS ANGELES,9003185A,4295,95,N,1026,POLLING PLACE,128,18,24,64
LOS ANGELES,9003185A,4295,95,N,0,VBM PORTION,104,13,22,57
LOS ANGELES,9003185A,4295,95,N,1026,TOTAL,232,31,46,121
LOS ANGELES,9003309A,4310,95,N,1018,POLLING PLACE,61,6,8,40
LOS ANGELES,9003309A,4310,95,N,0,VBM PORTION,36,2,6,24
LOS ANGELES,9003309A,4310,95,N,1018,TOTAL,97,8,14,64
LOS ANGELES,9003518A,4323,90,N,1097,POLLING PLACE,68,8,15,39
LOS ANGELES,9003518A,4323,90,N,0,VBM PORTION,51,12,5,31
LOS ANGELES,9003518A,4323,90,N,1097,TOTAL,119,20,20,70
LOS ANGELES,9003520B,4324,41,N,1158,POLLING PLACE,86,15,17,49
LOS ANGELES,9003520B,4324,41,N,0,VBM PORTION,76,8,18,39
LOS ANGELES,9003520B,4324,41,N,1158,TOTAL,162,23,35,88
LOS ANGELES,9003763A,4336,103,N,1095,POLLING PLACE,47,5,12,26
LOS ANGELES,9003763A,4336,103,N,0,VBM PORTION,122,9,47,50
LOS ANGELES,9003763A,4336,103,N,1095,TOTAL,169,14,59,76
LOS ANGELES,9003814A,4337,41,N,909,POLLING PLACE,53,8,9,33
LOS ANGELES,9003814A,4337,41,N,0,VBM PORTION,58,7,15,32
LOS ANGELES,9003814A,4337,41,N,909,TOTAL,111,15,24,65
LOS ANGELES,9003895A,4341,95,N,1319,POLLING PLACE,67,2,18,37
LOS ANGELES,9003895A,4341,95,N,0,VBM PORTION,65,6,16,40
LOS ANGELES,9003895A,4341,95,N,1319,TOTAL,132,8,34,77
LOS ANGELES,9003937B,4345,90,N,1033,POLLING PLACE,210,20,43,134
LOS ANGELES,9003937B,4345,90,N,0,VBM PORTION,117,14,19,69
LOS ANGELES,9003937B,4345,90,N,1033,TOTAL,327,34,62,203
LOS ANGELES,9003952A,4347,103,N,1041,POLLING PLACE,83,10,8,54
LOS ANGELES,9003952A,4347,103,N,0,VBM PORTION,48,4,9,22
LOS ANGELES,9003952A,4347,103,N,1041,TOTAL,131,14,17,76
LOS ANGELES,9003961A,4349,103,N,1110,POLLING PLACE,86,8,19,52
LOS ANGELES,9003961A,4349,103,N,0,VBM PORTION,52,10,12,26
LOS ANGELES,9003961A,4349,103,N,1110,TOTAL,138,18,31,78
LOS ANGELES,9003988A,4351,89,N,915,POLLING PLACE,77,9,13,47
LOS ANGELES,9003988A,4351,89,N,0,VBM PORTION,53,6,18,25
LOS ANGELES,9003988A,4351,89,N,915,TOTAL,130,15,31,72
LOS ANGELES,9004090A,4352,90,N,886,POLLING PLACE,60,4,2,49
LOS ANGELES,9004090A,4352,90,N,0,VBM PORTION,34,2,9,19
LOS ANGELES,9004090A,4352,90,N,886,TOTAL,94,6,11,68
LOS ANGELES,9004120B,4354,95,N,545,POLLING PLACE,35,1,4,22
LOS ANGELES,9004120B,4354,95,N,0,VBM PORTION,8,0,0,7
LOS ANGELES,9004120B,4354,95,N,545,TOTAL,43,1,4,29
LOS ANGELES,9004230A,4365,101,N,760,POLLING PLACE,83,17,12,46
LOS ANGELES,9004230A,4365,101,N,0,VBM PORTION,80,10,19,38
LOS ANGELES,9004230A,4365,101,N,760,TOTAL,163,27,31,84
LOS ANGELES,9004237A,4369,40,N,1167,POLLING PLACE,147,13,28,96
LOS ANGELES,9004237A,4369,40,N,0,VBM PORTION,124,19,19,69
LOS ANGELES,9004237A,4369,40,N,1167,TOTAL,271,32,47,165
LOS ANGELES,9004239A,4370,41,N,1230,POLLING PLACE,84,6,18,51
LOS ANGELES,9004239A,4370,41,N,0,VBM PORTION,107,19,16,61
LOS ANGELES,9004239A,4370,41,N,1230,TOTAL,191,25,34,112
LOS ANGELES,9005003A,4373,103,N,1097,POLLING PLACE,54,9,13,27
LOS ANGELES,9005003A,4373,103,N,0,VBM PORTION,128,9,78,24
LOS ANGELES,9005003A,4373,103,N,1097,TOTAL,182,18,91,51
LOS ANGELES,9005006A,4374,103,N,1078,POLLING PLACE,156,19,49,35
LOS ANGELES,9005006A,4374,103,N,0,VBM PORTION,130,20,56,32
LOS ANGELES,9005006A,4374,103,N,1078,TOTAL,286,39,105,67
LOS ANGELES,9005012A,4375,103,N,1187,POLLING PLACE,92,15,24,40
LOS ANGELES,9005012A,4375,103,N,0,VBM PORTION,86,15,28,34
LOS ANGELES,9005012A,4375,103,N,1187,TOTAL,178,30,52,74
LOS ANGELES,9005014A,4376,103,N,1304,POLLING PLACE,92,11,27,44
LOS ANGELES,9005014A,4376,103,N,0,VBM PORTION,93,20,32,30
LOS ANGELES,9005014A,4376,103,N,1304,TOTAL,185,31,59,74
LOS ANGELES,9005016A,4377,95,N,1470,POLLING PLACE,89,10,25,42
LOS ANGELES,9005016A,4377,95,N,0,VBM PORTION,176,24,63,60
LOS ANGELES,9005016A,4377,95,N,1470,TOTAL,265,34,88,102
LOS ANGELES,9005118D,4382,41,N,942,POLLING PLACE,70,5,21,36
LOS ANGELES,9005118D,4382,41,N,0,VBM PORTION,27,4,5,14
LOS ANGELES,9005118D,4382,41,N,942,TOTAL,97,9,26,50
LOS ANGELES,9005124A,4383,41,N,736,POLLING PLACE,58,6,11,29
LOS ANGELES,9005124A,4383,41,N,0,VBM PORTION,32,4,7,18
LOS ANGELES,9005124A,4383,41,N,736,TOTAL,90,10,18,47
LOS ANGELES,9005400A,4420,103,N,1262,POLLING PLACE,119,23,24,55
LOS ANGELES,9005400A,4420,103,N,0,VBM PORTION,66,2,26,32
LOS ANGELES,9005400A,4420,103,N,1262,TOTAL,185,25,50,87
LOS ANGELES,9005401A,4421,103,N,1105,POLLING PLACE,69,5,17,40
LOS ANGELES,9005401A,4421,103,N,0,VBM PORTION,54,6,18,25
LOS ANGELES,9005401A,4421,103,N,1105,TOTAL,123,11,35,65
LOS ANGELES,9005405A,4422,104,N,554,POLLING PLACE,45,3,7,27
LOS ANGELES,9005405A,4422,104,N,0,VBM PORTION,34,1,12,19
LOS ANGELES,9005405A,4422,104,N,554,TOTAL,79,4,19,46
LOS ANGELES,9005537A,4431,90,N,1209,POLLING PLACE,135,14,18,94
LOS ANGELES,9005537A,4431,90,N,0,VBM PORTION,66,4,2,54
LOS ANGELES,9005537A,4431,90,N,1209,TOTAL,201,18,20,148
LOS ANGELES,9005538A,4432,90,N,1030,POLLING PLACE,93,7,8,71
LOS ANGELES,9005538A,4432,90,N,0,VBM PORTION,30,5,2,21
LOS ANGELES,9005538A,4432,90,N,1030,TOTAL,123,12,10,92
LOS ANGELES,9005541A,4433,89,N,1224,POLLING PLACE,81,7,20,51
LOS ANGELES,9005541A,4433,89,N,0,VBM PORTION,65,6,15,35
LOS ANGELES,9005541A,4433,89,N,1224,TOTAL,146,13,35,86
LOS ANGELES,9005543C,4434,90,N,1188,POLLING PLACE,57,8,18,24
LOS ANGELES,9005543C,4434,90,N,0,VBM PORTION,85,24,22,32
LOS ANGELES,9005543C,4434,90,N,1188,TOTAL,142,32,40,56
LOS ANGELES,9005769B,4446,95,N,1265,POLLING PLACE,81,13,14,40
LOS ANGELES,9005769B,4446,95,N,0,VBM PORTION,81,14,26,26
LOS ANGELES,9005769B,4446,95,N,1265,TOTAL,162,27,40,66
LOS ANGELES,9006098C,4466,89,N,751,POLLING PLACE,65,9,13,40
LOS ANGELES,9006098C,4466,89,N,0,VBM PORTION,32,1,2,27
LOS ANGELES,9006098C,4466,89,N,751,TOTAL,97,10,15,67
LOS ANGELES,9006302A,4502,89,N,893,POLLING PLACE,82,7,11,59
LOS ANGELES,9006302A,4502,89,N,0,VBM PORTION,81,8,14,52
LOS ANGELES,9006302A,4502,89,N,893,TOTAL,163,15,25,111
LOS ANGELES,9006305A,4503,40,N,859,POLLING PLACE,40,8,11,18
LOS ANGELES,9006305A,4503,40,N,0,VBM PORTION,56,14,14,22
LOS ANGELES,9006305A,4503,40,N,859,TOTAL,96,22,25,40
LOS ANGELES,9006306C,4504,40,N,843,POLLING PLACE,62,11,13,33
LOS ANGELES,9006306C,4504,40,N,0,VBM PORTION,77,15,16,40
LOS ANGELES,9006306C,4504,40,N,843,TOTAL,139,26,29,73
LOS ANGELES,9006313A,4505,90,N,1006,POLLING PLACE,108,15,13,72
LOS ANGELES,9006313A,4505,90,N,0,VBM PORTION,118,37,15,60
LOS ANGELES,9006313A,4505,90,N,1006,TOTAL,226,52,28,132
LOS ANGELES,9006315A,4506,90,N,1259,POLLING PLACE,180,26,34,108
LOS ANGELES,9006315A,4506,90,N,0,VBM PORTION,117,21,16,66
LOS ANGELES,9006315A,4506,90,N,1259,TOTAL,297,47,50,174
LOS ANGELES,9006317A,4507,90,N,1056,POLLING PLACE,77,12,12,45
LOS ANGELES,9006317A,4507,90,N,0,VBM PORTION,78,13,10,44
LOS ANGELES,9006317A,4507,90,N,1056,TOTAL,155,25,22,89
LOS ANGELES,9006319A,4508,90,N,1257,POLLING PLACE,70,5,15,41
LOS ANGELES,9006319A,4508,90,N,0,VBM PORTION,101,13,18,62
LOS ANGELES,9006319A,4508,90,N,1257,TOTAL,171,18,33,103
LOS ANGELES,9006320D,4509,90,N,1210,POLLING PLACE,92,20,18,42
LOS ANGELES,9006320D,4509,90,N,0,VBM PORTION,67,16,13,33
LOS ANGELES,9006320D,4509,90,N,1210,TOTAL,159,36,31,75
LOS ANGELES,9006321A,4510,90,N,1264,POLLING PLACE,81,13,12,51
LOS ANGELES,9006321A,4510,90,N,0,VBM PORTION,79,14,15,38
LOS ANGELES,9006321A,4510,90,N,1264,TOTAL,160,27,27,89
LOS ANGELES,9006324A,4511,90,N,1222,POLLING PLACE,84,20,16,45
LOS ANGELES,9006324A,4511,90,N,0,VBM PORTION,101,14,14,62
LOS ANGELES,9006324A,4511,90,N,1222,TOTAL,185,34,30,107
LOS ANGELES,9006334A,4512,90,N,1030,POLLING PLACE,152,32,28,83
LOS ANGELES,9006334A,4512,90,N,0,VBM PORTION,86,16,11,48
LOS ANGELES,9006334A,4512,90,N,1030,TOTAL,238,48,39,131
LOS ANGELES,9006335A,4513,90,N,976,POLLING PLACE,166,43,26,85
LOS ANGELES,9006335A,4513,90,N,0,VBM PORTION,84,26,16,36
LOS ANGELES,9006335A,4513,90,N,976,TOTAL,250,69,42,121
LOS ANGELES,9006337A,4514,90,N,932,POLLING PLACE,155,37,26,84
LOS ANGELES,9006337A,4514,90,N,0,VBM PORTION,107,48,14,36
LOS ANGELES,9006337A,4514,90,N,932,TOTAL,262,85,40,120
LOS ANGELES,9007016A,4581,95,N,1515,POLLING PLACE,160,10,58,59
LOS ANGELES,9007016A,4581,95,N,0,VBM PORTION,178,20,64,60
LOS ANGELES,9007016A,4581,95,N,1515,TOTAL,338,30,122,119
LOS ANGELES,9007114A,4583,95,N,1048,POLLING PLACE,83,2,4,64
LOS ANGELES,9007114A,4583,95,N,0,VBM PORTION,34,0,2,25
LOS ANGELES,9007114A,4583,95,N,1048,TOTAL,117,2,6,89
LOS ANGELES,9007434A,4605,89,N,1095,POLLING PLACE,101,15,15,63
LOS ANGELES,9007434A,4605,89,N,0,VBM PORTION,40,5,8,24
LOS ANGELES,9007434A,4605,89,N,1095,TOTAL,141,20,23,87
BALLOT GROUP 40,9990040A,8040,40,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,TOTAL,0,0,0,0
BALLOT GROUP 41,9990041A,8041,41,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 41,9990041A,8041,41,N,0,VBM PORTION,2,0,0,0
BALLOT GROUP 41,9990041A,8041,41,N,0,TOTAL,1,0,0,0
BALLOT GROUP 42,9990042A,8042,42,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 42,9990042A,8042,42,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 42,9990042A,8042,42,N,0,TOTAL,0,0,0,0
BALLOT GROUP 79,9990079A,8079,79,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 79,9990079A,8079,79,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 79,9990079A,8079,79,N,0,TOTAL,0,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,TOTAL,0,0,0,0
