LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,XAVIER BECERRA,HOWARD JOHNSON,ADRIENNE N EDWARDS
LOS ANGELES,9001577A,3771,90,N,1192,POLLING PLACE,86,69,3,10
LOS ANGELES,9001577A,3771,90,N,0,VBM PORTION,71,55,3,5
LOS ANGELES,9001577A,3771,90,N,1192,TOTAL,157,124,6,15
LOS ANGELES,9001590A,3778,95,N,574,POLLING PLACE,36,19,4,3
LOS ANGELES,9001590A,3778,95,N,0,VBM PORTION,46,22,11,4
LOS ANGELES,9001590A,3778,95,N,574,TOTAL,82,41,15,7
LOS ANGELES,9001592A,3780,95,N,437,POLLING PLACE,35,21,0,5
LOS ANGELES,9001592A,3780,95,N,0,VBM PORTION,29,21,1,5
LOS ANGELES,9001592A,3780,95,N,437,TOTAL,64,42,1,10
LOS ANGELES,9001621A,3789,102,N,1050,POLLING PLACE,214,127,19,18
LOS ANGELES,9001621A,3789,102,N,0,VBM PORTION,89,47,11,11
LOS ANGELES,9001621A,3789,102,N,1050,TOTAL,303,174,30,29
LOS ANGELES,9001621B,3790,101,N,334,POLLING PLACE,35,24,2,4
LOS ANGELES,9001621B,3790,101,N,0,VBM PORTION,29,12,6,4
LOS ANGELES,9001621B,3790,101,N,334,TOTAL,64,36,8,8
LOS ANGELES,9001624A,3793,101,N,1265,POLLING PLACE,134,69,18,18
LOS ANGELES,9001624A,3793,101,N,0,VBM PORTION,124,67,12,17
LOS ANGELES,9001624A,3793,101,N,1265,TOTAL,258,136,30,35
LOS ANGELES,9001628A,3794,103,N,1118,POLLING PLACE,105,55,8,22
LOS ANGELES,9001628A,3794,103,N,0,VBM PORTION,79,40,13,15
LOS ANGELES,9001628A,3794,103,N,1118,TOTAL,184,95,21,37
LOS ANGELES,9001631A,3796,103,N,1302,POLLING PLACE,101,53,17,16
LOS ANGELES,9001631A,3796,103,N,0,VBM PORTION,106,64,15,18
LOS ANGELES,9001631A,3796,103,N,1302,TOTAL,207,117,32,34
LOS ANGELES,9001632B,3797,103,N,1115,POLLING PLACE,97,46,18,10
LOS ANGELES,9001632B,3797,103,N,0,VBM PORTION,73,32,15,13
LOS ANGELES,9001632B,3797,103,N,1115,TOTAL,170,78,33,23
LOS ANGELES,9001635B,3798,103,N,1260,POLLING PLACE,90,41,12,22
LOS ANGELES,9001635B,3798,103,N,0,VBM PORTION,63,28,12,14
LOS ANGELES,9001635B,3798,103,N,1260,TOTAL,153,69,24,36
LOS ANGELES,9001656C,3801,95,N,858,POLLING PLACE,66,42,3,9
LOS ANGELES,9001656C,3801,95,N,0,VBM PORTION,44,20,1,10
LOS ANGELES,9001656C,3801,95,N,858,TOTAL,110,62,4,19
LOS ANGELES,9001660A,3802,90,N,793,POLLING PLACE,21,11,1,3
LOS ANGELES,9001660A,3802,90,N,0,VBM PORTION,44,30,2,7
LOS ANGELES,9001660A,3802,90,N,793,TOTAL,65,41,3,10
LOS ANGELES,9001664A,3803,90,N,1249,POLLING PLACE,67,51,3,2
LOS ANGELES,9001664A,3803,90,N,0,VBM PORTION,36,22,6,4
LOS ANGELES,9001664A,3803,90,N,1249,TOTAL,103,73,9,6
LOS ANGELES,9001668A,3806,103,N,1372,POLLING PLACE,75,37,7,20
LOS ANGELES,9001668A,3806,103,N,0,VBM PORTION,94,49,12,13
LOS ANGELES,9001668A,3806,103,N,1372,TOTAL,169,86,19,33
LOS ANGELES,9001678A,3807,95,N,1164,POLLING PLACE,90,62,7,6
LOS ANGELES,9001678A,3807,95,N,0,VBM PORTION,105,49,10,25
LOS ANGELES,9001678A,3807,95,N,1164,TOTAL,195,111,17,31
LOS ANGELES,9001681A,3808,104,N,997,POLLING PLACE,74,43,2,11
LOS ANGELES,9001681A,3808,104,N,0,VBM PORTION,62,36,5,10
LOS ANGELES,9001681A,3808,104,N,997,TOTAL,136,79,7,21
LOS ANGELES,9001685A,3810,103,N,1217,POLLING PLACE,52,36,8,5
LOS ANGELES,9001685A,3810,103,N,0,VBM PORTION,86,40,21,15
LOS ANGELES,9001685A,3810,103,N,1217,TOTAL,138,76,29,20
LOS ANGELES,9001686A,3811,90,N,561,POLLING PLACE,32,16,5,3
LOS ANGELES,9001686A,3811,90,N,0,VBM PORTION,12,6,3,0
LOS ANGELES,9001686A,3811,90,N,561,TOTAL,44,22,8,3
LOS ANGELES,9001693A,3813,103,N,1242,POLLING PLACE,81,44,10,11
LOS ANGELES,9001693A,3813,103,N,0,VBM PORTION,93,42,8,22
LOS ANGELES,9001693A,3813,103,N,1242,TOTAL,174,86,18,33
LOS ANGELES,9001704C,3816,95,N,1482,POLLING PLACE,54,30,3,8
LOS ANGELES,9001704C,3816,95,N,0,VBM PORTION,108,45,16,27
LOS ANGELES,9001704C,3816,95,N,1482,TOTAL,162,75,19,35
LOS ANGELES,9001714A,3821,101,N,1111,POLLING PLACE,100,67,7,12
LOS ANGELES,9001714A,3821,101,N,0,VBM PORTION,92,52,9,15
LOS ANGELES,9001714A,3821,101,N,1111,TOTAL,192,119,16,27
LOS ANGELES,9001721A,3825,104,N,1100,POLLING PLACE,65,29,4,23
LOS ANGELES,9001721A,3825,104,N,0,VBM PORTION,54,26,6,13
LOS ANGELES,9001721A,3825,104,N,1100,TOTAL,119,55,10,36
LOS ANGELES,9001738A,3833,104,N,686,POLLING PLACE,59,26,10,11
LOS ANGELES,9001738A,3833,104,N,0,VBM PORTION,84,40,8,17
LOS ANGELES,9001738A,3833,104,N,686,TOTAL,143,66,18,28
LOS ANGELES,9001742A,3835,95,N,1238,POLLING PLACE,56,30,5,10
LOS ANGELES,9001742A,3835,95,N,0,VBM PORTION,49,20,9,9
LOS ANGELES,9001742A,3835,95,N,1238,TOTAL,105,50,14,19
LOS ANGELES,9001781B,3854,103,N,1112,POLLING PLACE,96,60,12,5
LOS ANGELES,9001781B,3854,103,N,0,VBM PORTION,40,23,2,7
LOS ANGELES,9001781B,3854,103,N,1112,TOTAL,136,83,14,12
LOS ANGELES,9001797A,3864,90,N,1261,POLLING PLACE,81,49,8,13
LOS ANGELES,9001797A,3864,90,N,0,VBM PORTION,70,44,10,8
LOS ANGELES,9001797A,3864,90,N,1261,TOTAL,151,93,18,21
LOS ANGELES,9001801B,3867,103,N,1035,POLLING PLACE,59,36,4,5
LOS ANGELES,9001801B,3867,103,N,0,VBM PORTION,73,49,8,6
LOS ANGELES,9001801B,3867,103,N,1035,TOTAL,132,85,12,11
LOS ANGELES,9001810A,3871,103,N,1217,POLLING PLACE,71,43,5,12
LOS ANGELES,9001810A,3871,103,N,0,VBM PORTION,62,34,8,11
LOS ANGELES,9001810A,3871,103,N,1217,TOTAL,133,77,13,23
LOS ANGELES,9001814A,3872,103,N,1118,POLLING PLACE,59,33,7,8
LOS ANGELES,9001814A,3872,103,N,0,VBM PORTION,55,36,10,6
LOS ANGELES,9001814A,3872,103,N,1118,TOTAL,114,69,17,14
LOS ANGELES,9001838A,3876,90,N,1307,POLLING PLACE,64,40,8,8
LOS ANGELES,9001838A,3876,90,N,0,VBM PORTION,95,57,18,6
LOS ANGELES,9001838A,3876,90,N,1307,TOTAL,159,97,26,14
LOS ANGELES,9001839A,3877,90,N,983,POLLING PLACE,55,44,3,4
LOS ANGELES,9001839A,3877,90,N,0,VBM PORTION,35,20,4,3
LOS ANGELES,9001839A,3877,90,N,983,TOTAL,90,64,7,7
LOS ANGELES,9001841A,3878,90,N,997,POLLING PLACE,88,63,8,11
LOS ANGELES,9001841A,3878,90,N,0,VBM PORTION,28,24,2,1
LOS ANGELES,9001841A,3878,90,N,997,TOTAL,116,87,10,12
LOS ANGELES,9001846A,3879,95,N,1183,POLLING PLACE,104,74,7,8
LOS ANGELES,9001846A,3879,95,N,0,VBM PORTION,48,37,2,4
LOS ANGELES,9001846A,3879,95,N,1183,TOTAL,152,111,9,12
LOS ANGELES,9001851A,3880,95,N,946,POLLING PLACE,82,56,5,6
LOS ANGELES,9001851A,3880,95,N,0,VBM PORTION,44,31,7,3
LOS ANGELES,9001851A,3880,95,N,946,TOTAL,126,87,12,9
LOS ANGELES,9001854A,3881,95,N,569,POLLING PLACE,55,36,1,4
LOS ANGELES,9001854A,3881,95,N,0,VBM PORTION,18,12,4,1
LOS ANGELES,9001854A,3881,95,N,569,TOTAL,73,48,5,5
LOS ANGELES,9001855A,3882,95,N,1132,POLLING PLACE,81,55,4,7
LOS ANGELES,9001855A,3882,95,N,0,VBM PORTION,39,33,1,0
LOS ANGELES,9001855A,3882,95,N,1132,TOTAL,120,88,5,7
LOS ANGELES,9001856A,3883,95,N,664,POLLING PLACE,51,34,3,7
LOS ANGELES,9001856A,3883,95,N,0,VBM PORTION,18,13,1,3
LOS ANGELES,9001856A,3883,95,N,664,TOTAL,69,47,4,10
LOS ANGELES,9001859A,3885,95,N,1198,POLLING PLACE,124,91,2,6
LOS ANGELES,9001859A,3885,95,N,0,VBM PORTION,73,61,4,3
LOS ANGELES,9001859A,3885,95,N,1198,TOTAL,197,152,6,9
LOS ANGELES,9001862C,3887,95,N,652,POLLING PLACE,77,50,7,4
LOS ANGELES,9001862C,3887,95,N,0,VBM PORTION,21,9,1,7
LOS ANGELES,9001862C,3887,95,N,652,TOTAL,98,59,8,11
LOS ANGELES,9001875A,3889,103,N,974,POLLING PLACE,80,49,10,4
LOS ANGELES,9001875A,3889,103,N,0,VBM PORTION,66,48,4,4
LOS ANGELES,9001875A,3889,103,N,974,TOTAL,146,97,14,8
LOS ANGELES,9001889A,3893,95,N,907,POLLING PLACE,83,57,5,7
LOS ANGELES,9001889A,3893,95,N,0,VBM PORTION,85,57,8,9
LOS ANGELES,9001889A,3893,95,N,907,TOTAL,168,114,13,16
LOS ANGELES,9001890A,3894,95,N,877,POLLING PLACE,74,48,3,8
LOS ANGELES,9001890A,3894,95,N,0,VBM PORTION,69,33,6,15
LOS ANGELES,9001890A,3894,95,N,877,TOTAL,143,81,9,23
LOS ANGELES,9001891A,3895,95,N,1118,POLLING PLACE,126,87,12,7
LOS ANGELES,9001891A,3895,95,N,0,VBM PORTION,53,45,1,2
LOS ANGELES,9001891A,3895,95,N,1118,TOTAL,179,132,13,9
LOS ANGELES,9001895A,3898,95,N,1140,POLLING PLACE,86,65,3,4
LOS ANGELES,9001895A,3898,95,N,0,VBM PORTION,62,48,1,6
LOS ANGELES,9001895A,3898,95,N,1140,TOTAL,148,113,4,10
LOS ANGELES,9001899A,3899,95,N,656,POLLING PLACE,54,41,0,3
LOS ANGELES,9001899A,3899,95,N,0,VBM PORTION,27,14,4,4
LOS ANGELES,9001899A,3899,95,N,656,TOTAL,81,55,4,7
LOS ANGELES,9001904A,3901,95,N,1139,POLLING PLACE,103,69,6,7
LOS ANGELES,9001904A,3901,95,N,0,VBM PORTION,49,34,2,8
LOS ANGELES,9001904A,3901,95,N,1139,TOTAL,152,103,8,15
LOS ANGELES,9001905A,3902,95,N,1181,POLLING PLACE,80,63,3,5
LOS ANGELES,9001905A,3902,95,N,0,VBM PORTION,50,40,5,2
LOS ANGELES,9001905A,3902,95,N,1181,TOTAL,130,103,8,7
LOS ANGELES,9001910B,3904,95,N,1195,POLLING PLACE,103,77,6,2
LOS ANGELES,9001910B,3904,95,N,0,VBM PORTION,47,35,6,3
LOS ANGELES,9001910B,3904,95,N,1195,TOTAL,150,112,12,5
LOS ANGELES,9002001A,3938,104,N,1137,POLLING PLACE,58,33,4,17
LOS ANGELES,9002001A,3938,104,N,0,VBM PORTION,63,37,6,13
LOS ANGELES,9002001A,3938,104,N,1137,TOTAL,121,70,10,30
LOS ANGELES,9002001B,3939,103,N,518,POLLING PLACE,37,26,0,4
LOS ANGELES,9002001B,3939,103,N,0,VBM PORTION,18,14,2,1
LOS ANGELES,9002001B,3939,103,N,518,TOTAL,55,40,2,5
LOS ANGELES,9002012B,3943,103,N,1265,POLLING PLACE,106,48,11,18
LOS ANGELES,9002012B,3943,103,N,0,VBM PORTION,78,45,10,9
LOS ANGELES,9002012B,3943,103,N,1265,TOTAL,184,93,21,27
LOS ANGELES,9002017A,3944,103,N,1075,POLLING PLACE,76,50,11,8
LOS ANGELES,9002017A,3944,103,N,0,VBM PORTION,48,22,7,13
LOS ANGELES,9002017A,3944,103,N,1075,TOTAL,124,72,18,21
LOS ANGELES,9002053B,3962,90,N,1207,POLLING PLACE,76,51,6,9
LOS ANGELES,9002053B,3962,90,N,0,VBM PORTION,70,47,13,4
LOS ANGELES,9002053B,3962,90,N,1207,TOTAL,146,98,19,13
LOS ANGELES,9002072B,6191,90,Y,11,POLLING PLACE,0,0,0,0
LOS ANGELES,9002072B,6191,90,Y,0,VBM PORTION,1,1,0,0
LOS ANGELES,9002072B,6191,90,Y,11,TOTAL,1,1,0,0
LOS ANGELES,9002072D,3970,90,N,944,POLLING PLACE,46,29,5,3
LOS ANGELES,9002072D,3970,90,N,0,VBM PORTION,43,27,3,7
LOS ANGELES,9002072D,3970,90,N,944,TOTAL,89,56,8,10
LOS ANGELES,9002089A,3979,105,N,1070,POLLING PLACE,79,33,5,23
LOS ANGELES,9002089A,3979,105,N,0,VBM PORTION,25,9,1,12
LOS ANGELES,9002089A,3979,105,N,1070,TOTAL,104,42,6,35
LOS ANGELES,9002098A,3985,90,N,626,POLLING PLACE,58,32,8,6
LOS ANGELES,9002098A,3985,90,N,0,VBM PORTION,21,13,3,3
LOS ANGELES,9002098A,3985,90,N,626,TOTAL,79,45,11,9
LOS ANGELES,9002098B,3986,90,N,703,POLLING PLACE,43,32,3,1
LOS ANGELES,9002098B,3986,90,N,0,VBM PORTION,32,22,1,5
LOS ANGELES,9002098B,3986,90,N,703,TOTAL,75,54,4,6
LOS ANGELES,9002099A,3987,95,N,1164,POLLING PLACE,92,62,4,5
LOS ANGELES,9002099A,3987,95,N,0,VBM PORTION,54,43,2,5
LOS ANGELES,9002099A,3987,95,N,1164,TOTAL,146,105,6,10
LOS ANGELES,9002108A,3993,103,N,862,POLLING PLACE,64,43,3,5
LOS ANGELES,9002108A,3993,103,N,0,VBM PORTION,57,32,10,6
LOS ANGELES,9002108A,3993,103,N,862,TOTAL,121,75,13,11
LOS ANGELES,9002122A,3999,95,N,1227,POLLING PLACE,102,69,14,7
LOS ANGELES,9002122A,3999,95,N,0,VBM PORTION,63,38,7,9
LOS ANGELES,9002122A,3999,95,N,1227,TOTAL,165,107,21,16
LOS ANGELES,9002146A,4016,95,N,1219,POLLING PLACE,126,75,10,22
LOS ANGELES,9002146A,4016,95,N,0,VBM PORTION,48,26,5,14
LOS ANGELES,9002146A,4016,95,N,1219,TOTAL,174,101,15,36
LOS ANGELES,9002155A,4019,96,N,1454,POLLING PLACE,69,38,5,14
LOS ANGELES,9002155A,4019,96,N,0,VBM PORTION,178,67,21,27
LOS ANGELES,9002155A,4019,96,N,1454,TOTAL,247,105,26,41
LOS ANGELES,9002158A,4021,103,N,1216,POLLING PLACE,78,41,9,11
LOS ANGELES,9002158A,4021,103,N,0,VBM PORTION,65,34,12,13
LOS ANGELES,9002158A,4021,103,N,1216,TOTAL,143,75,21,24
LOS ANGELES,9002169B,4026,90,N,1124,POLLING PLACE,71,50,4,8
LOS ANGELES,9002169B,4026,90,N,0,VBM PORTION,40,24,5,7
LOS ANGELES,9002169B,4026,90,N,1124,TOTAL,111,74,9,15
LOS ANGELES,9002192A,4038,90,N,1073,POLLING PLACE,100,73,5,12
LOS ANGELES,9002192A,4038,90,N,0,VBM PORTION,85,54,6,9
LOS ANGELES,9002192A,4038,90,N,1073,TOTAL,185,127,11,21
LOS ANGELES,9002210A,4043,90,N,975,POLLING PLACE,160,100,15,22
LOS ANGELES,9002210A,4043,90,N,0,VBM PORTION,84,47,12,8
LOS ANGELES,9002210A,4043,90,N,975,TOTAL,244,147,27,30
LOS ANGELES,9002248A,4056,90,N,1191,POLLING PLACE,123,90,11,9
LOS ANGELES,9002248A,4056,90,N,0,VBM PORTION,108,77,7,8
LOS ANGELES,9002248A,4056,90,N,1191,TOTAL,231,167,18,17
LOS ANGELES,9002349A,4107,90,N,1184,POLLING PLACE,73,51,8,7
LOS ANGELES,9002349A,4107,90,N,0,VBM PORTION,67,51,3,8
LOS ANGELES,9002349A,4107,90,N,1184,TOTAL,140,102,11,15
LOS ANGELES,9002353B,4108,90,N,1220,POLLING PLACE,108,61,8,19
LOS ANGELES,9002353B,4108,90,N,0,VBM PORTION,54,29,6,9
LOS ANGELES,9002353B,4108,90,N,1220,TOTAL,162,90,14,28
LOS ANGELES,9002364A,4113,96,N,731,POLLING PLACE,81,36,4,8
LOS ANGELES,9002364A,4113,96,N,0,VBM PORTION,15,9,3,0
LOS ANGELES,9002364A,4113,96,N,731,TOTAL,96,45,7,8
LOS ANGELES,9002545A,4187,96,N,551,POLLING PLACE,45,30,2,2
LOS ANGELES,9002545A,4187,96,N,0,VBM PORTION,14,6,2,2
LOS ANGELES,9002545A,4187,96,N,551,TOTAL,59,36,4,4
LOS ANGELES,9002547A,4188,96,N,1274,POLLING PLACE,227,64,14,31
LOS ANGELES,9002547A,4188,96,N,0,VBM PORTION,271,100,29,32
LOS ANGELES,9002547A,4188,96,N,1274,TOTAL,498,164,43,63
LOS ANGELES,9002624A,6209,146,Y,6,POLLING PLACE,0,0,0,0
LOS ANGELES,9002624A,6209,146,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002624A,6209,146,Y,6,TOTAL,0,0,0,0
LOS ANGELES,9002691A,4230,90,N,1002,POLLING PLACE,60,40,5,9
LOS ANGELES,9002691A,4230,90,N,0,VBM PORTION,34,21,2,9
LOS ANGELES,9002691A,4230,90,N,1002,TOTAL,94,61,7,18
LOS ANGELES,9002714A,4233,90,N,1122,POLLING PLACE,92,70,5,7
LOS ANGELES,9002714A,4233,90,N,0,VBM PORTION,88,52,6,11
LOS ANGELES,9002714A,4233,90,N,1122,TOTAL,180,122,11,18
LOS ANGELES,9002719B,4235,95,N,1087,POLLING PLACE,65,44,6,6
LOS ANGELES,9002719B,4235,95,N,0,VBM PORTION,41,23,5,9
LOS ANGELES,9002719B,4235,95,N,1087,TOTAL,106,67,11,15
LOS ANGELES,9002767A,6217,140,Y,0,POLLING PLACE,0,0,0,0
LOS ANGELES,9002767A,6217,140,Y,0,VBM PORTION,0,0,0,0
LOS ANGELES,9002767A,6217,140,Y,0,TOTAL,0,0,0,0
LOS ANGELES,9002809A,4246,90,N,1023,POLLING PLACE,102,74,4,16
LOS ANGELES,9002809A,4246,90,N,0,VBM PORTION,84,67,2,9
LOS ANGELES,9002809A,4246,90,N,1023,TOTAL,186,141,6,25
LOS ANGELES,9002813C,4248,90,N,930,POLLING PLACE,54,34,5,7
LOS ANGELES,9002813C,4248,90,N,0,VBM PORTION,58,38,7,3
LOS ANGELES,9002813C,4248,90,N,930,TOTAL,112,72,12,10
LOS ANGELES,9002827A,4250,103,N,1062,POLLING PLACE,95,50,5,11
LOS ANGELES,9002827A,4250,103,N,0,VBM PORTION,91,40,9,7
LOS ANGELES,9002827A,4250,103,N,1062,TOTAL,186,90,14,18
LOS ANGELES,9002839A,4252,103,N,860,POLLING PLACE,130,38,20,16
LOS ANGELES,9002839A,4252,103,N,0,VBM PORTION,74,25,20,11
LOS ANGELES,9002839A,4252,103,N,860,TOTAL,204,63,40,27
LOS ANGELES,9002843A,4253,90,N,1145,POLLING PLACE,35,22,4,5
LOS ANGELES,9002843A,4253,90,N,0,VBM PORTION,53,35,5,9
LOS ANGELES,9002843A,4253,90,N,1145,TOTAL,88,57,9,14
LOS ANGELES,9002868A,4255,103,N,1304,POLLING PLACE,78,45,11,8
LOS ANGELES,9002868A,4255,103,N,0,VBM PORTION,79,44,6,13
LOS ANGELES,9002868A,4255,103,N,1304,TOTAL,157,89,17,21
LOS ANGELES,9002952A,4275,103,N,1262,POLLING PLACE,95,44,9,12
LOS ANGELES,9002952A,4275,103,N,0,VBM PORTION,76,41,8,13
LOS ANGELES,9002952A,4275,103,N,1262,TOTAL,171,85,17,25
LOS ANGELES,9003168A,4292,90,N,873,POLLING PLACE,103,82,7,7
LOS ANGELES,9003168A,4292,90,N,0,VBM PORTION,66,32,17,8
LOS ANGELES,9003168A,4292,90,N,873,TOTAL,169,114,24,15
LOS ANGELES,9003184A,4294,103,N,1279,POLLING PLACE,98,51,7,22
LOS ANGELES,9003184A,4294,103,N,0,VBM PORTION,86,48,11,17
LOS ANGELES,9003184A,4294,103,N,1279,TOTAL,184,99,18,39
LOS ANGELES,9003185A,4295,95,N,1026,POLLING PLACE,128,69,17,15
LOS ANGELES,9003185A,4295,95,N,0,VBM PORTION,104,61,12,13
LOS ANGELES,9003185A,4295,95,N,1026,TOTAL,232,130,29,28
LOS ANGELES,9003309A,4310,95,N,1018,POLLING PLACE,61,45,1,7
LOS ANGELES,9003309A,4310,95,N,0,VBM PORTION,36,24,3,7
LOS ANGELES,9003309A,4310,95,N,1018,TOTAL,97,69,4,14
LOS ANGELES,9003518A,4323,90,N,1097,POLLING PLACE,68,45,10,7
LOS ANGELES,9003518A,4323,90,N,0,VBM PORTION,51,34,2,3
LOS ANGELES,9003518A,4323,90,N,1097,TOTAL,119,79,12,10
LOS ANGELES,9003763A,4336,103,N,1095,POLLING PLACE,47,29,3,7
LOS ANGELES,9003763A,4336,103,N,0,VBM PORTION,122,66,12,23
LOS ANGELES,9003763A,4336,103,N,1095,TOTAL,169,95,15,30
LOS ANGELES,9003886A,4339,105,N,604,POLLING PLACE,16,8,2,1
LOS ANGELES,9003886A,4339,105,N,0,VBM PORTION,35,20,4,6
LOS ANGELES,9003886A,4339,105,N,604,TOTAL,51,28,6,7
LOS ANGELES,9003895A,4341,95,N,1319,POLLING PLACE,67,36,10,14
LOS ANGELES,9003895A,4341,95,N,0,VBM PORTION,65,42,8,12
LOS ANGELES,9003895A,4341,95,N,1319,TOTAL,132,78,18,26
LOS ANGELES,9003922A,4343,105,N,814,POLLING PLACE,13,4,1,6
LOS ANGELES,9003922A,4343,105,N,0,VBM PORTION,12,2,4,5
LOS ANGELES,9003922A,4343,105,N,814,TOTAL,25,6,5,11
LOS ANGELES,9003922B,4344,105,N,385,POLLING PLACE,10,2,0,5
LOS ANGELES,9003922B,4344,105,N,0,VBM PORTION,19,9,3,6
LOS ANGELES,9003922B,4344,105,N,385,TOTAL,29,11,3,11
LOS ANGELES,9003937B,4345,90,N,1033,POLLING PLACE,210,157,20,17
LOS ANGELES,9003937B,4345,90,N,0,VBM PORTION,117,78,11,12
LOS ANGELES,9003937B,4345,90,N,1033,TOTAL,327,235,31,29
LOS ANGELES,9003951B,4346,96,N,892,POLLING PLACE,54,24,7,9
LOS ANGELES,9003951B,4346,96,N,0,VBM PORTION,47,22,4,10
LOS ANGELES,9003951B,4346,96,N,892,TOTAL,101,46,11,19
LOS ANGELES,9003952A,4347,103,N,1041,POLLING PLACE,83,48,6,5
LOS ANGELES,9003952A,4347,103,N,0,VBM PORTION,48,19,7,8
LOS ANGELES,9003952A,4347,103,N,1041,TOTAL,131,67,13,13
LOS ANGELES,9003961A,4349,103,N,1110,POLLING PLACE,86,63,2,7
LOS ANGELES,9003961A,4349,103,N,0,VBM PORTION,52,32,6,7
LOS ANGELES,9003961A,4349,103,N,1110,TOTAL,138,95,8,14
LOS ANGELES,9004090A,4352,90,N,886,POLLING PLACE,60,48,2,3
LOS ANGELES,9004090A,4352,90,N,0,VBM PORTION,34,23,2,7
LOS ANGELES,9004090A,4352,90,N,886,TOTAL,94,71,4,10
LOS ANGELES,9004120B,4354,95,N,545,POLLING PLACE,35,23,4,2
LOS ANGELES,9004120B,4354,95,N,0,VBM PORTION,8,7,0,1
LOS ANGELES,9004120B,4354,95,N,545,TOTAL,43,30,4,3
LOS ANGELES,9004230A,4365,101,N,760,POLLING PLACE,83,49,8,11
LOS ANGELES,9004230A,4365,101,N,0,VBM PORTION,80,43,9,13
LOS ANGELES,9004230A,4365,101,N,760,TOTAL,163,92,17,24
LOS ANGELES,9005003A,4373,103,N,1097,POLLING PLACE,54,26,5,7
LOS ANGELES,9005003A,4373,103,N,0,VBM PORTION,128,48,9,25
LOS ANGELES,9005003A,4373,103,N,1097,TOTAL,182,74,14,32
LOS ANGELES,9005006A,4374,103,N,1078,POLLING PLACE,156,45,18,15
LOS ANGELES,9005006A,4374,103,N,0,VBM PORTION,130,61,17,16
LOS ANGELES,9005006A,4374,103,N,1078,TOTAL,286,106,35,31
LOS ANGELES,9005012A,4375,103,N,1187,POLLING PLACE,92,36,18,17
LOS ANGELES,9005012A,4375,103,N,0,VBM PORTION,86,49,10,13
LOS ANGELES,9005012A,4375,103,N,1187,TOTAL,178,85,28,30
LOS ANGELES,9005014A,4376,103,N,1304,POLLING PLACE,92,54,7,10
LOS ANGELES,9005014A,4376,103,N,0,VBM PORTION,93,46,15,13
LOS ANGELES,9005014A,4376,103,N,1304,TOTAL,185,100,22,23
LOS ANGELES,9005016A,4377,95,N,1470,POLLING PLACE,89,48,7,11
LOS ANGELES,9005016A,4377,95,N,0,VBM PORTION,176,75,29,22
LOS ANGELES,9005016A,4377,95,N,1470,TOTAL,265,123,36,33
LOS ANGELES,9005022A,4378,96,N,1434,POLLING PLACE,147,67,21,35
LOS ANGELES,9005022A,4378,96,N,0,VBM PORTION,146,59,16,27
LOS ANGELES,9005022A,4378,96,N,1434,TOTAL,293,126,37,62
LOS ANGELES,9005400A,4420,103,N,1262,POLLING PLACE,119,67,12,9
LOS ANGELES,9005400A,4420,103,N,0,VBM PORTION,66,39,7,13
LOS ANGELES,9005400A,4420,103,N,1262,TOTAL,185,106,19,22
LOS ANGELES,9005401A,4421,103,N,1105,POLLING PLACE,69,52,0,3
LOS ANGELES,9005401A,4421,103,N,0,VBM PORTION,54,40,2,2
LOS ANGELES,9005401A,4421,103,N,1105,TOTAL,123,92,2,5
LOS ANGELES,9005405A,4422,104,N,554,POLLING PLACE,45,26,3,8
LOS ANGELES,9005405A,4422,104,N,0,VBM PORTION,34,17,1,13
LOS ANGELES,9005405A,4422,104,N,554,TOTAL,79,43,4,21
LOS ANGELES,9005537A,4431,90,N,1209,POLLING PLACE,135,103,10,11
LOS ANGELES,9005537A,4431,90,N,0,VBM PORTION,66,52,7,4
LOS ANGELES,9005537A,4431,90,N,1209,TOTAL,201,155,17,15
LOS ANGELES,9005538A,4432,90,N,1030,POLLING PLACE,93,68,6,4
LOS ANGELES,9005538A,4432,90,N,0,VBM PORTION,30,19,4,3
LOS ANGELES,9005538A,4432,90,N,1030,TOTAL,123,87,10,7
LOS ANGELES,9005543C,4434,90,N,1188,POLLING PLACE,57,34,9,7
LOS ANGELES,9005543C,4434,90,N,0,VBM PORTION,85,48,12,8
LOS ANGELES,9005543C,4434,90,N,1188,TOTAL,142,82,21,15
LOS ANGELES,9005769B,4446,95,N,1265,POLLING PLACE,81,41,9,6
LOS ANGELES,9005769B,4446,95,N,0,VBM PORTION,81,29,15,10
LOS ANGELES,9005769B,4446,95,N,1265,TOTAL,162,70,24,16
LOS ANGELES,9006313A,4505,90,N,1006,POLLING PLACE,108,78,7,13
LOS ANGELES,9006313A,4505,90,N,0,VBM PORTION,118,63,19,17
LOS ANGELES,9006313A,4505,90,N,1006,TOTAL,226,141,26,30
LOS ANGELES,9006315A,4506,90,N,1259,POLLING PLACE,180,134,12,20
LOS ANGELES,9006315A,4506,90,N,0,VBM PORTION,117,89,11,7
LOS ANGELES,9006315A,4506,90,N,1259,TOTAL,297,223,23,27
LOS ANGELES,9006317A,4507,90,N,1056,POLLING PLACE,77,56,8,6
LOS ANGELES,9006317A,4507,90,N,0,VBM PORTION,78,50,7,9
LOS ANGELES,9006317A,4507,90,N,1056,TOTAL,155,106,15,15
LOS ANGELES,9006319A,4508,90,N,1257,POLLING PLACE,70,46,9,7
