LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
43632,MAIN,22-Mar-11,4215 ALCOVE AV,210' S/C WOODBRIDGE ST,12' W/C ALCOVE AVE,6,C.I.,1935,38946,SPLIT,1,,,,,CRUZ,166-162,13,45.5,"BLOW OUT 6' CAST IRON SPLIT (102"" LONG)",34.14764483,-118.4124832
60091,MAIN,22-Mar-11,8161 LAUREL VIEW DR,E/S LAUREL VIEW DR,319' N/N CRESCENT HEIGHTS BL,4,STEEL,1926,43658,,1,,,,,SPEARS,148-174,4,8,"REPAIRED 4"" STEEL MAIN LEAK WITH 4""X 12"" 360 DEGREE REPAIR CLAMP.",34.10139303,-118.3675665
43505,MAIN,22-Mar-11,671 S HARVARD BLVD,,293 S/S WILSHIRE BLVD,4,C.I.,1907,10432,SPLIT,1,,,,ADOBE,R.MCCALL,134-195,7,14,"UPON ARRIVAL, PARKED TRUCK, SET UP TRAFFIC DELINEATION AND HIGH RISE, INVESTIGATED LEAK, BROKE OUT AND EXCAVATED. FOUND SMALL SPLIT ON 4"" CAST IRON. PLACED REPAIR CLAMP OVER LEAK.",34.06077836,-118.3042038
60092,MAIN,23-Mar-11,5620 WENLOCK ST,S/SIDE WENLOCK ST,198' W/W CARMONA AVE,4,C.I.,1948,66284,RUST HOLE,1,,,,,SPEARS,118-174,6.5,13,"CUT IN 2' OF 4"" D.I. PIPE TO REPAIR MAIN LEAK.",34.01930872,-118.3679544
60093,MAIN,23-Mar-11,1369 MONTE PLACENTIA,W FO MONTE PLACENTIA,9' SS HIGHLAND GORGE,2,STEEL,1927,45047,RUST HOLE,1,,,,,KELLY,146-162,6,6,"REPAIRED 2"" STL MAIN. BACKFILLED AND LEFT AREA CONED.",34.0958959,-118.4150984
43506,MAIN,24-Mar-11,3166 CAZADOR ST,CAZADOR ST,20 S/S AVE 33,6,C.I.,1920,27059,SPLIT,1,,,POOR,CLAY,D.SCHAMBER,150-216,14,33,"DRILLED HOLE TO FIND LEAK. FOUND S' SPLIT, CUT IN 6' OF DUCTILE IRON PIPE. BACKFILLED AND SAFE.",34.10567544,-118.2322767
60094,MAIN,24-Mar-11,1414 SEABRIGHT DR,8' SN SEABRIGHT DR,25' EE R/W SEABRIGHT PL,6,STEEL,1932,52216,RUST HOLE,1,,,N/A,B,SMITH,146-159,7,14,"LOCATE LEAK, PINCH DOWN MAIN, DUG OUT LEAK, INSTALL CLAMP, BACKFILL, PUT MAIN IN SERVICE.",34.09755271,-118.4252056
60096,MAIN,25-Mar-11,327 N. ORANGE DRIVE,W OF ORANGE DRIVE,268' NN BEVERLY,6,C.I.,1924,34587,BLOW OUT,1,,,,CLAY,KELLY,140-183,14,70,REPAIR BLOW OUT AT ABOVE LOCATION: JOB COMPLETE.,34.07704382,-118.3419055
60097,MAIN,25-Mar-11,1977 HILLCREST RD,,517' S/N CAMROSE DR,8,C.I.,1929,48771,,1,,,,,BLACK,150-183,4,12,"WHILE DIGGING TRENCH FOUND LEAK ON MAIN 8"" CI. BROKE OUT AND MADE REPAIR USING 360 DEGREE REPAIR CLAMP.",34.10660658,-118.3400146
43679,MAIN,27-Mar-11,6435 8TH AVE,23' E/W 8TH AVE,114' N/N HYDE PARK,6,C.I.,1924,34046,SPLIT,1,,,FAIR,CLAY,ROGERS,104-186,11,30,"SETUP TRAFFIC INVESTIGATED LEAK FOUND 2ND SPLIT IN 6"" CI PIPE EXCAVATED TRENCH 4'X3' REPAIRED LEAK CLEAND UP LEFT JOB SAFE",33.98104168,-118.3265032
43869,MAIN,28-Mar-11,16141 DICKENS ST,8' S/CL DICKENS ST,466' W/CL WOODLEY AV,6,C.I.,1955,73504,ROUND CRACK,1,,,,FILL SAND,SNYDER,168-141,8,16,"BROKE & DUG OUT 5'X 5' EXCAVATION - FOUND DEFECTIVE 6""X 12"" POWERSEAL CLAMP - CLAMP OVER ROUND CRACK & SM. RUPTURE WITH REDWOOD PLUG - REMOVED & REPLACED CLAMP - TURNED F.H. BACK ON. 542 BACKFILLED & MADE P/U WILL RETURN TO TEMP - LEFT BARRICADED SAFE 6"" LAT. PIPE IN VERY BAD CONDITION - GRAPHITIZED - SHOULD BE REPLACED IT LEAKS AGAIN.",34.15537046,-118.4851178
43681,MAIN,28-Mar-11,1845  79TH ST,23' N/S 79TH ST,152' E/E ST. ANDREWS,6,C.I.,1923,31655,SPLIT,1,,,GOOD,CLAY,ROGERS,100-192,8,14,"ARRIVAL SET UP TRAFFIC RE EXCAVATED 3'X8' TRENCH REPAIRED LEAK FROM PREVIOUS DATE - CUT IN 2' DI 6"" PINCHED DOWN W/M CLEANED UP LEFT SITE SAFE",33.96727172,-118.3105743
43507,MAIN,29-Mar-11,2711 ORCHARD AVE,18 E/W ORCHARD AVE,500 N/N 29TH ST,8,A.C.,1961,80602,JOINT,1,,,,,D.SCHAMBER,122-198,3,6,REPAIR LEAK JOINT WITH 360 DEGREE REPAIR CLAMP.,34.02984304,-118.2874609
60098,MAIN,29-Mar-11,734 TORTUOSO WY,S/S TORTUOSO WY,205' N/E STONE CYN. RD.,8,STEEL,1934,53505,RUST HOLE,1,,,,,SPEARS,142-153,4,12,"REPAIRED RUST HOLE LEAK IN 8"" STEEL MAIN WITH LARGE SCREW PIN.",34.08613949,-118.4444958
43682,MAIN,29-Mar-11,91ST & BROADWAY,9' W/W BROADWAY,20' N/S 91ST,4,C.I.,1926,43682,RUST HOLE,1,,,,CLAY,ROGERS,094-201,8,16,"SET UP TRAFFIC INVESTIGATED 4"" W/M LEAK FOUND LEAK EXCAVATED 3'X4' TRENCH FOUND RUST HOLE CUT IN 2' DI PIPE BACKFILLED CLEANED UP SITE SAFE",33.95424939,-118.2784229
43510,MAIN,30-Mar-11,730 W BARTLETT ST,,23 E/E BUNKER HILL,6,,1927,44478,SPLIT,1,,,,ADOBE,R.MCCALL,134-213,7.8,22.6,"UPON ARRIVAL, PARKED TRUCK AND SET UP TRAFFIC. INVESTIGATED LEAK. FOUND EXCESSIVE STREET DAMAFE. LARFE AMOUT OF MUD. BROKE OUT EXCAVATED, FOUND SPLIT ON BOTTOM. REPLACED SECTION OF MAIN.",34.06253937,-118.2442986
60099,MAIN,30-Mar-11,3925 6TH AVE,17' E/W 6TH AVE,330' S/S 39TH ST,6,C.I.,1932,52126,SPLIT,1,,,,C,GONZALES,116-189,5,16.5,"FOUND LEAK ON 6"" C.I. MAIN USED 6""X 12"" CLAMP FOR REPAIRS.",34.01360832,-118.3241503
43633,MAIN,30-Mar-11,10511 COLEBROOK ST,4' N/C COLEBROOK ST,160' W/C WHEATLAND AV,6,C.I.,1961,80710,SPLIT,1,,,,B,VELAZQUEZ,204-177,8.5,27,"FOUND 11' SPLIT ON 6"" CI MAIN, MADE REPAIRS - INSTALLED 11' OF DI PIPE WITH 2 DRESSER COUPLINGS - NEED STREET INSPECTOR. STREET RAISED 4"" & CRUMBLED.",34.25317064,-118.3579964
43509,MAIN,31-Mar-11,3828 TOLAND WAY,5' S/N TOLAND WAY,,,C.I.,1928,46874,SPLIT,1,,,BAD,SANDY LOAM,F.PRECIADO,154-216,15.5,31,THIS MAIN BLOW OUT CAUSED ABOUT 40' OF SIDE WALK DAMAGE. SHOULD BE REPAIRED ASAP.,34.11821939,-118.2295372
60101,MAIN,31-Mar-11,723 LILLIAN WAY,23' E/W LILLIAN WAY,250' N/N MELROSE AVE.,6,C.I.,1924,34894,RUST HOLE,1,,,FAIR,CLAY,RODRIGUEZ,142-186,1,3,"THE CREW INVESTIGATED & LOCATED & MADE REPAIR ON EXISTING 6"" CI MAIN ON LILLIAN WAY. THE CREW BACKFILLED CLEANED UP & LEFT JOB SITE SAFE.",34.08425297,-118.3277356
43634,MAIN,31-Mar-11,STANSBURY AV,15' W/C STANSBURY AVE,25' S/C VALLEYHEART DR,6,C.I.,1945,40963,ROUND CRACK,1,,,,,VELAZQUEZ,168-153,6,12,"FOUND LEAK IN 360 DEGREE CLAMP ON 12 ROUND CRACK DUE TO THE MAIN SHIFTING. HAD TO CUT OUT 14"" SECTION OF PIPE. INSTALLED 6"" DUCT WITH 2 DRESSER COUPLINGS.",34.1548451,-118.4410882
60142,MAIN,1-Apr-11,5652 VALLEY OAK DRIVE,E VALLEY OAK DRIVE,793' S/S VERDE OAK DRIVE,4,STEEL,1927,44584,RUST HOLE,2,,,,,W. KELLY,152-192,8,16,"FOUND 2 RUST HOLE LEAKS ON 4"" STEEL MAIN. REPAIRED BOTH AND COMPLETED JOB.",34.1100456,-118.3127293
43685,MAIN,1-Apr-11,126 112TH ST,18' N/S 112TH ST,300' W/W MAIN ST,8,C.I.,1930,49305,CLAMP,1,,,,,KIRKSEY,086-204,8,16,DRILLED HOLES LOCATED LEAK BROKE OUT & EXCAVATED 4X4 FOUND LEAKING DCI CLAMP. CUT & ROMOVED INSTALLED 8X12 360 DEGREE REPAIR CLAMP BACKFILLED W/SAND & BASE & OIL TEMP,33.93293442,-118.2749957
60036,MAIN,4-Apr-11,18759 MAPLEWOOD LN,12' N CL MAPLEWOOD LN,98' E CL PLUMTREE LN,6,D.I.,1988,99701,RUST HOLE,1,,,FAIR,EARTH,CERVANTES,206-123,5,15,,34.26037862,-118.541537
60454,MAIN,4-Apr-11,2803 BLANCHARD ST,32' E/E FOREST AV,20' N/S BLANCHARD ST,6,C.I.,1927,45030,RUST HOLE,1,,,POOR,SHALE,CHESTERTON,130-225,,,FOUND LEAK WHILE PREPARING MAIN FOR SERVICE RENEWAL. SYS 517 CD 14,34.04878348,-118.198782
60143,MAIN,6-Apr-11,4707 EXPOSITION BLVD,17 SN EXPOSITION BLVD,72' W/W FIELD AV,4,C.I.,1924,35470,SPLIT,1,,,,C,R. GONZALES,120-180,7.5,15,"FOUND LEAK ON 4"" C.I. MAIN. USED 4""X12"" CLAMP FOR REPAIR.",34.02425713,-118.3474279
60144,MAIN,8-Apr-11,473 BONHILL RD,10' E/W BONHILL RD,341' S/S SKYEMAY RD,6,C.I.,1925,41839,,1,,,,,GONZALEZ,136-141,,,"THE CREW MADE REPAIRS ON A 6"" CI MAIN THAT STARTED TO LEAK AFTER THE BACKHOE REMOVED THE DIRT FROM THE OLD MAIN.",34.06705282,-118.4819984
60145,MAIN,10-Apr-11,1613 HAUSER BLVD,W/S HAUSER BLVD,240' N/N VENICE BLVD,6,C.I.,1924,30309,RUST HOLE,1,,,,,M. SPEARS,128-177,3,9,"REPAIRED HOLE IN 6"" C.I. MAIN WITH 6""X12"" 360 DEGREE CLAMP.",34.04483349,-118.3583536
43636,MAIN,11-Apr-11,5763 CORTEN PL,20' W/C CORTEEN PL,118' N/C HATTERAS ST,4,C.I.,1956,74657,"RUST HOLE, ON B/O",1,,,OK,C,MARTINEZ,176-165,8.5,23.5,,34.17561373,-118.402084
43703,MAIN,11-Apr-11,1860 LANSDOWNE AVE.,19' W/E LANSDOWNE AVE.,497' N/N BRUCKER ST.,6,C.I.,1928,47649,SPLIT,1,,,BAD,CLAY,PRECIADO,134-234,14,26,"REPLACE 7' OF 6"" PIPE AND INSTALLED TWO 6"" DRESSERS. BACKFILLED WITH CON ROCK AND TEMP. CLEANED-UP STREET.",34.06292273,-118.1747303
43688,MAIN,11-Apr-11,148 102ST,19 N/S 102ST,107 W/W WALL,6,C.I.,1964,83058,ROUND CRACK,1,,,,,BROWN,090-204,5.5,11,"SET UP FOR SAFETY OF CREW AND PUBLIC. DUG DOWN TO THE MAIN, FOUND ROUND CRACK, INSTALLED REPAIR CLAMP.BACKFILLED AND CLEANED UP. LEFT SITE SAFE.",33.94373072,-118.2721387
60455,MAIN,11-Apr-11,4528 CATO ST,10' S/N CATO ST,20' E/E CATO WY,4,C.I.,1923,32579,"ROUND CRACK, RUST HOLE",1,,,POOR,SHALE,CHESTERTON,142-228,6,12,"FOUND ROUND CRACK AND RUST HOLE ON 4"" CI MADE REPAIRS",34.08168289,-118.1880802
43635,MAIN,11-Apr-11,14102 TIARA ST,SC TIARA ST,54' WC HAZELTINE AV,6,C.I.,1974,91843,"CLAMP, ROUND CRACK",1,,,,,GARCIA,176-153,,,"FOUND LEAK ON 6"" CI MAIN, MADE REPAIRS. FLUSHED MAIN. BACKFILLED & CLEANED-UP AREA.",34.17843709,-118.4401572
60456,MAIN,11-Apr-11,4824 E. CONVERSE ST,35' S/N CONVERSE ST,375' W/E EASTERN,8,C.I.,1948,66048,COUPLING,1,,,,,MINGO,142-231,10,79,"LEFT JOB SAFE AND CLEAN. DEEP MAIN, HAD TO SHORE AND EXCAVATE UNDER STORM DRAIN. MCCALL & MOSES STARTED 1:30 AM.",34.08276094,-118.1791488
43637,MAIN,12-Apr-11,10575 COLEBROOK ST,4' S/C COLEBROOK ST,798' W/C WHAETLAND AVE,2,C.I.,1961,80710,BROKEN,1,,,,,OBREGON,204-177,8,16,"INSTALLED NEW NIPPLE,  CURB VALVE AND RISER, JOB COMPLETE. (BLOW OFF)",34.2531947,-118.3599107
43704,MAIN,12-Apr-11,2965 WILSHIRE BL.,12' S/N WILSHIRE BL.,4' E/W COMMONWEALTH,4,C.I.,1927,44688,,1,,,BAD,CALY,PRECIADO,134-201,5,10,"THIS 4"" MAIN IS ON THE SIDEWALK, HAS HAD SEVERAL LEAKS ON IT. SHOULD BE CUT AND PLUGGED.",34.06193045,-118.2857824
60146,MAIN,12-Apr-11,780 TORTUOSO WAY,S/S TORTUOSO WAY,427' E/E STONE CANYON RD,8,STEEL,1934,53505,RUST HOLE,1,,,,,M. SPEARS,142-153,4,8,"REPAIRED 8"" STEEL MAIN LEAK WITH SCREWPIN.",34.0865941,-118.4444287
60147,MAIN,13-Apr-11,10313 NORTHVALE RD,17' N/S NORTHVALE RD,137' W/ MOTOR AV,,C.I.,1939,56141,RUST HOLE,1,,,,B,J.RAMIREZ,124-162,4.5,13.5,DISCOVERED LEAK WHILE EXCAVATING FOR A DISCONNECT.,34.03323111,-118.4115271
43705,MAIN,13-Apr-11,2617 THORPE AVE.,15' E/W THORPE AVE.,180' N/N SAN FERNANDO,4,C.I.,1922,30326,,1,,,,,SOLIS,144-219,7.5,15,"BROKE OUT, EXCAVATE, MADE REPAIR. REMOVE 36"" AND INSTALL 36"" OD 4"" D.I. PIPE WITH 2-4"" MECH. COUPLINGS.",34.09126972,-118.2270546
60148,MAIN,13-Apr-11,7800 SUNSET BLVD,20' N/S SUNSET BLVD,100' W/W OGDEN DR,8,C.I.,1930,50150,,1,,,,,,148-177,6.5,19.5,"FOUND LEAK ON 8"" C.I. MAIN. USED 8""X12"" CLAMP FOR REPAIRS. NO NEED FOR PAVING CONTRACTOR WILL BACKFILL AND PAVE.",34.0979844,-118.359708
43690,MAIN,14-Apr-11,148 102ND ST,21' N/S 102ND ST.,119 W/W WALL ST,6,RUPTURE,,,,1,,,,,ANDERSON,090-204,16.5,75,"SET UP TRAFFIC, EXCAVATED DOWN TO MAIN; FOUND SPLIT/RUPTURE ON 6"" CI MAIN; REMOVED DAMAGED SECTION OF PIPE & PREVIOUS REPAIRED SECTION; INSTALLED 19.5' OF 6"" DI RETAPPED 2 SERVICES, BACKFILLED W/SLURRY LEFT AREA SAFE",33.94373066,-118.2721797
60180,MAIN,14-Apr-11,10277 OLYMPIC BLVD,15' N/N OLYMPIC BLVD,17' E/W FOX HILLS DR,6,D.I.,1939,56521,CORP,1,,,,,D. CARLSON,130-159,1,2,HAD TO REMOVE A BAD CORP AND INSTALLED A PLUG WITH SLURRY AND PLATED. LEFT JOB SAFE AND CLEAN.,34.05294924,-118.4168983
43706,MAIN,17-Apr-11,1300 S. OXFORD AVE.,,48' S/S PICO BL.,8,C.I.,1933,53079,SPLIT,1,,,,ADOBE,MCCALL,128-192,16.5,49,"UPON ARRIVAL, PARKED TRUCK, SET UP TRAFFICDELINIATION, CLOSED STREET, INVESTIGATED AND LOCATED LEAK. BROKE OUT ASPHALT AND EXCAVATED, FOUND SPLIT ON BOTTOM OF MAIN. CUT OUT BROKEN SECTION OF MAIN, REPLACED SECTION OF PIPE.",34.046958,-118.3069769
43758,MAIN,17-Apr-11,3125 LONDON ST.,N/PL LONDON,DILON ST (ON 12),12,STEEL,1931,51517,RUST HOLE,1,,,POOR,SAND,ZEPEDA,140-201,9,36,THE JOB HAD ALREADY BEEN EXCAVATED. INSTALLED TWO SERVICE CLAMPS WITH TAPPED PLUGS OVER THE LEAKS.,34.07753874,-118.2796021
43707,MAIN,19-Apr-11,662 W. ROMULO ST.,16' E/W ROMULO ST.,257' S/S PEPPER ST.,6,C.I.,1926,42305,SPLIT,1,,,,CLAY,UNGSON,144-219,7,14,"SET UP TRAFFIC, BROKE OUT AND EXCAVATED A 3 1/2' X 5' HOLE, FOUND 6"" SPLIT ON BOTTOM OF MAIN. INSTALLED A 6""X12"" 360 REPAIR CLAMP AND STOPPED LEAK. BACKFILLED WITH CON ROCK, COMPACTED IT, TEMP OILED, CLEANED UP, SAFE.",34.09034888,-118.2222665
60149,MAIN,20-Apr-11,1848 W. 45TH ST,S/S 45TH ST,209' E/E GRAMERCY PL,4,C.I.,1914,20109,SPLIT,1,,,,,M. SPEARS,112-192,3.5,10.5,"REPAIRED SMALL SPLIT ON 4"" C.I. MAIN WITH 4""X12"" CLAMP.",34.00275875,-118.3130315
43709,MAIN,21-Apr-11,1249 HYPERION AVE.,,213' S/S FOUNTAIN AVE.,4,C.I.,1927,44387,BAILS,1,,,,,MCCALL,146-201,4.5,9,"STREET SERVICES, EXCAVTING STREET AND FOUND UNDERGROUND LEAK. INVESTIGATED, LOCATED MAIN AND LEAK. WHILE EXCAVATING, FOUND LEAK COMING FROM MAIN OFF OF ABANDONED D.C.I. REMOVED BAILS, PLACED REPAIR CLAMP.",34.09516173,-118.2775791
60457,MAIN,21-Apr-11,3726 RICHARDSON DR,3' E/W WALK WAY,130' N/N CAZADOR ST,2,C.I.,1949,66589,,1,,,POOR,CLAY,CHESTERTON,152-219,4.5,9,TIGHTEN 360 TO STOP LEAK,34.11062215,-118.2259199
60037,MAIN,21-Apr-11,20517 RHODA ST,10' W/CL RHODA ST,415' S/CL DELCO AV,6,C.I.,1960,79706,RUST HOLE,1,,,,EARTH,CERVANTES,174-111,9,26,,34.17414722,-118.5801626
60458,MAIN,21-Apr-11,2940 AVE 57,26' S/S FLETCHER,24' E/W AVE 57,2,COPPER,1951,75866,COUPLING,1,,,FAIR,CLAY,CHESTERTON,154-216,4.5,9,"FOUND SM LEAK AT SOLDER JOINT CUT IN 3' - 2"" COP FOR REPAIRS.",34.11882392,-118.2343906
60963,MAIN,21-Apr-11,18946 SYLVAN ST,9' S/CL SYLVAN ST,551' W/CL WILBUR AVE,6,C.I.,1953,63739,"RUST HOLE, SPLIT",1,,,FAIR,ADOBE/CLAY,LAROCHELLE,178-120,6,12,,34.18484094,-118.5465482
60150,MAIN,21-Apr-11,1415 S. BUTLER AVE,17' E/W BUTLER AVE,144' S/S ROCHESTER AVE,6,C.I.,,,CLAMP,1,,,,,D. WATERS,128-150,1,4,"INSTALLED ONE 6""X8"" 360 REPAIR CLAMP.",34.04796952,-118.4540752
43692,MAIN,22-Apr-11,400 88 PL,21' S/N 88 PL,188' W/W METTLER ST,6,C.I.,1949,68695,,1,,,,,ANDERSON,096-204,8,16,"FOUND, ABONDON 4"" LATERAL LEAK AT MAIN, CUT TEE OUT AND INSTALLED 3' PIECE DI PIPE WITH (2) 6"" MECH DRESSERS CONTRACTOR WILL BACKFILL W/SLURRY",33.95650839,-118.2673125
60459,MAIN,22-Apr-11,1911 ALTA ST,49' N/N MISSION RD,22' E/W ALTA ST,4,C.I.,1923,31906,,1,,,POOR,CLAY,CHESTERTON,136-225,6,12,FOUND SM SPLIT W/RUST HOLE CUT IN 4' TO MAKE REPAIRS.,34.06738507,-118.2039164
43711,MAIN,22-Apr-11,1262 HYPERION AVE.,,85' S/S FOUNTAIN AVE.,4,C.I.,1927,44387,SPLIT,1,,,,,SOLIS,146-201,3,9,LEAK CAUSED BY STREET MAINTENANCE CONSTRUCTION.,34.09545825,-118.277392
60460,MAIN,23-Apr-11,W. SILVER LAKE DR & SHADOWLAWN AVE,5' EW W. SILVER LAKE DR,10' NS SHADOWLAWN AVE,4,C.I.,1928,46386,,1,,,,,CHESTERTON,150-204,6,12,"FOUND SM LEAK ON 4"" CI PIPE. CUT OUT BELL AND PUT IN 2' DI PIPE.",34.10692507,-118.267324
60253,MAIN,23-Apr-11,2660 BENEDICT CYN,BENEDICT CYN,2226' LIEBE ST,12,C.I.,1953,6994,SPLIT,1,,,FAIR,ADOBE,WASHINGTON,156-153,76,,"LARGE TREE REMOVED ON TOP OF MAIN LEAK / DUG OUT, HEAVY ROOTS IN PARKWAY OVERSIZE EXCAVATION, UNABLE TO GET GOOD SHUT OFF MY CREW WAS RELIEVED BY CALVIN KIRKWOOD.",34.12210828,-118.4368551
43714,MAIN,23-Apr-11,228 N. JUANITA AVE.,18' E/W JUANITA AVE.,330' S/S BEVERLY BL.,6,C.I.,1924,33448,SPLIT,1,,,,CLAY,UNGSON,138-198,14,23,"SET UP TRAFFIC, BROKE OUT A 5'X5' AREA IN STREET AND EXCAVATED DOWN TO 6"" MAIN. FOUND SPLIT ON BOTTOM OF MAIN, CUT IN 3' OF D.I. PIPE (SPRAYED IT), THEN FOUND 2ND LEAK AT 4 FEET SOUTH. INSTALLED A 6""X12"" 360 REPAIR CLAMP AND STOPPED LEAK. BACKFILLED IN LAYERS WITH CON ROCK, COMPACTED IT, TEMP OIL, CLEANED UP, SAFE.",34.07535519,-118.2905126
60151,MAIN,23-Apr-11,832 LILLIAN WAY,W/S LILLIAN WAY,266' S/S WILLOUGHBY AVE,6,C.I.,1924,34894,SPLIT,1,,,,,M. SPEARS,142-186,4,12,"CUT IN 5' OF 6"" D.I. PIPE TO REPAIR SPLIT.",34.0863049,-118.3277353
60038,MAIN,25-Apr-11,18759 MAPLEWOOD LN,12' N CL MAPLEWOOD LN,100' E CL PLUMTREE LN,6,D.I.,1988,99701,RUST HOLE,1,,,,ADOBE/CLAY,LAROCHELLE,206-123,8,16,"FOUND POWERSEAL REPAIR CLAMP LEAKING FROM PREVIOUS REPAIR (WVQ09) REMOVED CLAMP, USED REDWOOD PLUG AND INSTALLED NEW POWER SEAL CLAMP(MANUF. DATE IS 1999)",34.26037863,-118.5415303
60152,MAIN,25-Apr-11,1071 S LA CIENEGA BLVD,W/O 1230489,92' N/S WHITWORTH DR,6,C.I.,1924,32912,SPLIT,1,,,,,C.KIRKWOOD,132-174,8,32,,34.05723417,-118.3762421
43717,MAIN,25-Apr-11,610 MICHAELTORENA ST.,,20' N/N BELLEVUE AVE.,6,C.I.,1925,42168,JOINT,1,,,,,ARIAS,140-201,4,8,"DURING SERVICE RETAP, FOUND WET SOIL WHILE EXCAVATING. REMOVED 2'X2' SQUARE ASPHALT, EXCAVATED AND FOUND BELL ON EXISTING MAIN LEAKING, INSTALLED 6"" BELL CLAMP. LEAK REPAIRED.",34.07937252,-118.281005
60153,MAIN,25-Apr-11,11759 WETHERBY LN,N/S WETHERBY LN,716' W/W BEL AIR CREST RD,2,STEEL,1989,100198,BLOW OFF,1,,,,,M. SPEARS,152-141,9.5,27.5,"REPAIRED HOLE IN 2"" STEEL BLOW OFF WITH 2""X5"" 360 DEGREE CLAMP.",34.11125006,-118.4771692
60461,MAIN,25-Apr-11,2355 N. HILLHURST AV,180' SS VERMONT AV,20' EW HILLHURST,4,C.I.,1914,19681,ROUND CRACK,1,,,,,MINGO,152-198,6,12,"CONTRACTOR JOB SITE EXCAVATION, AND BACKFILLED.",34.11353445,-118.2896732
60154,MAIN,25-Apr-11,17734 PORTO MARINA WAY,S/ PORTO MARINA WAY,185' BREVY WAY,2,STEEL,,,RUST HOLE,1,,,,,R. NAVAR,126-117,3,6,"COULD NOT FIND ON MAPS FOR PLR. FOUND LEAK ON 2"" GALVANIZED MAIN. INSTALLED 2""X6"" REPAIR CLAMP. REFER TO 280 FOR RENEWAL. ABOVE GROUND MAIN.",,
60039,MAIN,25-Apr-11,8171 TUNNEY AV,9' E CL TUNNEY AV,256' N CL CALVIN AV,6,C.I.,1955,72694,SPLIT,1,,,,CLAY,JOSEPH,190-117,13.5,22.5,DRILL HOLES LOOKING FOR MAIN LEAK FOUND LEAK. NO GAS CO. FOR USA HAD TO HAND DIG CUT IN 3' OF DI TO FIX BACKFILL TEMP LEFT JOB SAFE.,34.21858238,-118.5565983
60040,MAIN,26-Apr-11,20350 VENTURA BL,37' N/CL VENTURA BL,299' W/CL DEL MORENO DR,4,C.I.,1973,91530,JOINT,1,,,,BACKFILL SLURRY,SNYDER,172-111,8,16,BROKE OUT 7'X 5' EXCAVATION DUG OUT RECYCLED SLURRY FOUND MED LEAK ON LEAD JOINT AT BELL FLANGE ADAPTOR FOR GATE - RECAULKED LEAD JOINT ADDING MORE LEAD. 541 BACKFILLED & PICKED UP - WAITED FOR 541 TO GET TEMP PICKED UP TRAFFIC.,34.16924928,-118.5759084
60155,MAIN,26-Apr-11,MULHOLLAND DR,,1400' E/E OUTPOST DR,8,STEEL,,,RUST HOLE,1,,,,,C.KIRKWOOD,154-183,7.5,20.5,,34.11646422,-118.3428158
60157,MAIN,27-Apr-11,8440 YUCCA TRAIL,,108' E/E KIRKWOOD DR,4,STEEL,1926,43232,RUST HOLE,1,,,BARE,SANDY,W. KELLY,150-174,7.5,22.5,"PINPOINTED LEAK ON 4"" STEEL MAIN; PLACED 1 4""X8"" 360 DEGREE REPAIR CLAMP TO MAIN AND STOPPED LEAK - JOB COMPLETE.",34.10328833,-118.373958
60156,MAIN,27-Apr-11,8350 MARMONT LN,W/S MARMONT LN,240' W/W VALLEY VIEW DR,4,STEEL,1931,50329,RUST HOLE,1,,,,,M. SPEARS,146-174,7.5,22.5,"REPAIRED 4"" STEEL MAIN LEAK WITH LARGE SCREWPIN.",34.09796352,-118.3712169
60462,MAIN,28-Apr-11,2800 SHADOWLAWN AVE,6' EW SILVER LAKE,12' NS SHADOWLAWN AVE,4,C.I.,1928,46386,CONTRACTOR,1,,,,,MATCHIE,150-204,4.5,13.5,"CONCRETE TEE BROKE 4"" WM. CREW EXCAVATED & REPAIRED SITE LEFT BARRICADED & SAFE.",34.10692587,-118.2673269
60158,MAIN,28-Apr-11,17734 PORTO MARINA WAY,4' N/S PORTO MARINA,180' W/W BREVE WAY,2,STEEL,,,RUST HOLE,1,,,,N/A,R. GONZALES,126-117,2,6,"FOUND LEAK ON 2"" STEEL MAIN. USED 2""X8"" CLAMP FOR REPAIRS. NOTE: PLR UNKNOWN",,
60041,MAIN,28-Apr-11,12103 NUGENT DR,14' E/CL NUGENT DR,314' N/CL REGENCY WY,8,STEEL,1987,98747,COUPLING,1,,,GOOD,ADOBE/CLAY,LAROCHELLE,218-132,8,16,"LEAKING AT 1"" WELD COUPLING. WELDER REPLACED COUPLING.",34.29075815,-118.5151868
43693,MAIN,29-Apr-11,8785 HARVARD BLVD,18' E/W HARVARD BLVD,27' N/N 89TH ST,6,C.I.,1927,43994,RUPTURE,1,,,,,FLOWERS,096-192,4,8,"FOUND A RUPTURE ON A 6"" CI MAIN, MADE REPAIRS BY INSTALLING A 6X12"" 360 REPAIR CLAMP TO STOP THE LEAK",33.95649828,-118.306866
