LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
65113,MAIN,28-May-13,1340 SUNSET PLAZA DR.,9' SN SUNSET PLAZA DR,17' E/E RISING GLEN RD.,6,STEEL,1929,48083,RUST HOLE,1,,,,,W. KELLY,146-171,,,"6' X 8"" 360 DEGREE CLAMP.",34.0963573,-118.3833713
65123,MAIN,29-May-13,6650 SANTA MONICA BLVD.,20' NS SANTA MONICA BLVD,363 E/E LAS PALMAS AVE.,6,C.I.,1920,27053,RUTURE,1,,,,,J. RODRIGUEZ,144-186,9.5,47.5,"FOUND RUTURE ON 6"" C.I. CUT OUT 4' OF CI REPLACE WITH 4' OF D.I. JOB SITE WAS LEFT CLEAN AND SAFE.",34.09066434,-118.3349237
65118,MAIN,29-May-13,6310 THIRD ST.,26' S/N THIRD STREET,3' W/W GILMORE LANE,8,C.I.,1949,66974,GATE,1,,,,,R. GONZALES,138-177,6.5,19.5,"CUT OUT ABANDONED 4"" GATE AND TEE. INSTALLED 3' OF 8"" D.I. WITH TWO UNIONS.",34.07129779,-118.3594537
65120,MAIN,29-May-13,1445 CRESTVIEW CT.,15' E/W CRESTVIEW CT.,50' N/N WILKINS AVE.,4,C.I.,1924,34729,SPLIT,1,,,MED,CLAY,C. SCHWEINBOLD,134-159,8.5,17,"REPAIRED SPLIT ON 4"" C.I. WATER MAIN WITH CLAMP. BACKFILLED, TAMPED, AND OILED. HELP MAKE PICK-UP, CLEAN AND SWEPT AREA.",34.06175673,-118.4245188
65638,MAIN,29-May-13,10960 &  10959 BECKFORD AVE,9' WCL BECKFORD AVE,145' NCL NASHVILLE ST,4,C.I.,1965,84442,RUST HOLE,1,,,FAIR,CLAY,JOSEPH,210-120,8,21,"FIX 4"" CI MAIN LEAK WITH 18"" NIPPLE REFIT 2-1"" SERVICE. MADE LARGE PICK UP OF MUD & ASPHALT. BACKFILLED WITH SAND & CONROCK TAMP, TEMP CLEAN UP. LEFT JOB SAFE.",34.26936956,-118.5501621
65466,MAIN,30-May-13,318 PALOS VERDES ST.,17' E/W PALOS VERDE ST.,118' N/N SEPULVEDA,6,C.I.,1927,44401,RUST HOLE,1,,,,,J. GRIFFIN,018-201,9,30,"SET UP TRAFFIC. FOUND RUST HOLE CUT IN 3' D.I. PIPE. BACKFILLED, CLEANED UP AND LEFT SITE SAFE",33.74549141,-118.2817375
65128,MAIN,30-May-13,13700 CHALON RD.,10' S/N CHALON RD.,12' E/W MANDEVILLE CYN RD.,12,C.I.,1964,83847,2,1,,,,LOAM,M. SPEARS,140-135,8,20,"REPAIRED LEAKING 2"" BRASS BYPASS VALVE WITH A LARGE SCREWPIN.",34.08037105,-118.5013202
65648,MAIN,30-May-13,6711 RUDNICK AVE,4' W/CL RUDNICK AVE,309' N/CL KITTRIDGE ST,6,C.I.,1956,75120,RUPTURE,1,,,NOT APPLIED,CLAY-EARTH,MAO,182-102,14,38.5,"REPLACED 6"" GATE & 6""X 6"" TEE, BACKFILLED WITH SLURRY, CLEANED AREA, RELIEVED BY GARY HARDY'S CREW TO CONTINUE MAJOR CLEAN UP.",34.19233719,-118.6124365
65130,MAIN,31-May-13,362 COPA DE ORO RD.,10' S/N COPA DE ORO RD,45' E/E BELLAGIO RD.,6,STEEL,1925,41611,,1,,,,LOAM,M. SPEARS,142-153,6,18,"REPAIRED RUSTHOLE LEAK WITH 6"" X 12"" 360 DEGREE CLAMP.",34.0821947,-118.4409112
65129,MAIN,31-May-13,1455 OAKHURST DR.,22' E/W OAKHURST DR.,243' S/S ALCOTT ST.,4,C.I.,1925,35942,SPLIT,1,,MED.,,LOAMY CLAY,C. SCHWEINBOLD,130-168,8,16,"REPAIRED SPLIT ON 4"" C.I. WATER MAIN WITH CLAMP. BACKFILLED, TAMPED, AND OILED. HELP MAKE PICK-UP, CLEAN AND SWEPT AREA.",34.0535232,-118.3910208
65516,MAIN,31-May-13,FREMONT AVE,18' WE FREMONT AVE,381' SS TEMPLE ST,6,A.C.,1962,81429,RUPTURE,1,,,,,AGUILAR,134-210,4,12,REPAIR RUPTURE ON AC MAIN WITH 360 DEGREE REPAIR CLAMP.,34.06004397,-118.2505275
65635,MAIN,1-Jun-13,19066 LOS ALIMOS ST,10 S/ LOS ALIMOS ST,143 W/ VANALDEN AV,6,C.I.,1965,84442,LARGE RUPTURE,1,,,N/A,CLAY EARTH SAND,MAOB,208-120,14,46,"REPLACED 143"" OF 6"" PIPE, REMOVED (1) SERVICE & REPLACED METER, RETAPPED (1) SERVICE, SANDED AROUND MAIN, SLURRY TO 1"" BELOW STREET GRADE LEFT SITE SAFE & CLEAN",34.26552598,-118.5483992
65202,MAIN,3-Jun-13,3816 TAMPICO AVE.,18' E/W TAMPICO AVE.,185' N/N HUNTINGTON DR.,10,C.I.,1916,23973,,1,,,,,T. GIBBS,144-234,2,8,"DAMAGED ABANDONED CORD. VALVE ON 10"" C.I. MAIN. REPAIRED WITH REDWOOD PLUG. SERVICE SADDLE AND BRASS MUELLER PLUG. CLEANED UP, BACKFILLED, AND LEFT JOB SITE CLEAN AND SAFE.",34.08915233,-118.1731864
65050,MAIN,3-Jun-13,8320 YUCCA TRAIL,7' NS YUCCA TRAIL,1225' NN KIRKWOOD DR,4,STEEL,1926,43232,CLAMP,1,,,NONE,LOAM,SPEARS,150-174,4,12,"TIGHTENED 4""X 12"" CLAMP ON 11 DEGREE BEND OF 4"" STEEL MAIN TO STOP RUST HOLE LEAK ON BOTTOM OF MAIN.",34.10448657,-118.3717425
65225,MAIN,3-Jun-13,2319 SAINT GEORGE ST.,22' E/W SAINT GEORGE ST.,101' S/S RONDA VISTA DR.,6,C.I.,1925,41819,SPLIT,1,,,,,S. HOOVER,150-201,16,16,,,
65051,MAIN,3-Jun-13,COPA DE ORO RD,10' S/N COPA DE ORO RD,155' E/E BELLAGIO DR,6,STEEL,1925,41611,RUST HOLE,1,,,NONE,LOAM,SPEARS,142-153,5.5,16.5,"REPAIRED RUST HOLE ON TOP OF 6"" STEEL MAIN WITH LARGE SCREWPIN.",34.08239632,-118.4407731
65054,MAIN,4-Jun-13,5601 BRAIRCLIFF,20' NS BRAIRCLIFF,113' WW VERDE OAK DR,4,STEEL,1924,34659,RUST HOLE,1,,,BAD,SANDSTONE,WASHINGTON,152-192,5,10,"INSTALLED 4""X 12"" 360 DEGREE CLAMP. MAIN HAD 4 HOLES IN IT. BACKFILL & OIL COMPLETE, NEEDS LARGE PICK UP ONLY.",34.10887315,-118.3123603
65053,MAIN,4-Jun-13,1340 SUNSET PLAZA DRIVE,S/N SUNSET PLAZA DRIVE,17' EE RISING GLEN ROAD,6,STEEL,1929,48083,CLAMP,1,,,,,KELLY,146-171,5,15,"REPLACED LEAKY CLAMP W/ (1) 6"" HIGH PRESSURE CLAMP: COVERED EXPOSED COMMUNICATION LINES; RESET PLATE.",34.09635859,-118.3833705
65056,MAIN,4-Jun-13,3223 WASHINGTON BL,S/S WASHINGTON BL,15' E/E CARTER AVE,8,C.I.,1926,69085,SPLIT,1,,,NONE,CLAY,SPEARS,108-150,16,48,"CUT IN 12' OF 8"" D.I. PIPE TO REPAIR 8"" C.I. MAIN SPLIT.",33.98979061,-118.4480554
65052,MAIN,4-Jun-13,5700 W 1ST ST,S 1ST STREET,27' EE FORMOSA AVE,8,C.I.,1925,41370,BLOW OUT,1,,,,,KELLY,138-183,8,46,"CLEANED UP BLOW OUT: BACKFILLED, OILED AND CLEANED UP.",34.07354486,-118.3460275
65203,MAIN,5-Jun-13,1557 1/2 E. 46TH ST.,15' N/S E. 46TH ST.,363' E/E COMPTON AVE.,6,C.I.,1911,15499,CLAMP,1,,,,,J. UNGSON,112-213,7.5,15,"FOUND SERVICE CLAMP BLOWN @ THE MAIN; INSTALLED NEW SERVICE CLAMP AND RE-CONNECTED 1"" COP. SERVICE LATERAL; BACKFILLED; TEMP. OIL; LEFT SITE CLEAN & SAFE.",34.00179334,-118.2464386
