LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BRENT C ROSKE,ZEIN E OBAGI JR,M WILLIAMSON,KEVIN MOTTUS,BARBARA L MULVANEY,MATT MILLER,ELAN CARR,DAVID KANUTH,TOM FOX,VINCE FLAHERTY,KRISTIE HOLMES,MARK MATTHEW HERD,JAMES GRAF,WENDY GREUEL,LILY GILANI,MICHAEL SHAPIRO,MICHAEL IAN SACHS,TED LIEU
LOS ANGELES,9002392A,4122,155,N,0,VBM PORTION,78,0,0,10,1,3,8,5,3,0,1,1,1,0,20,1,0,1,15
LOS ANGELES,9002392A,4122,155,N,883,TOTAL,203,0,0,37,3,5,23,20,7,0,3,2,4,0,40,3,0,1,41
LOS ANGELES,9002393A,4123,154,N,777,POLLING PLACE,144,0,0,42,0,1,30,5,4,0,1,0,2,0,17,2,4,2,30
LOS ANGELES,9002393A,4123,154,N,0,VBM PORTION,97,0,0,18,0,0,9,6,1,1,1,1,1,0,19,2,1,0,28
LOS ANGELES,9002393A,4123,154,N,777,TOTAL,241,0,0,60,0,1,39,11,5,1,2,1,3,0,36,4,5,2,58
LOS ANGELES,9002415A,4131,155,N,800,POLLING PLACE,97,2,0,13,1,3,9,31,1,0,0,0,0,0,12,5,0,1,17
LOS ANGELES,9002415A,4131,155,N,0,VBM PORTION,76,1,0,8,1,2,6,15,0,0,0,0,0,2,11,9,1,1,9
LOS ANGELES,9002415A,4131,155,N,800,TOTAL,173,3,0,21,2,5,15,46,1,0,0,0,0,2,23,14,1,2,26
LOS ANGELES,9002452A,6192,181,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002452A,6192,181,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002452A,6192,181,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002716A,4234,82,N,1003,POLLING PLACE,84,0,0,10,2,2,11,22,0,0,0,0,0,3,16,3,0,0,8
LOS ANGELES,9002716A,4234,82,N,0,VBM PORTION,151,0,2,10,5,3,19,47,2,0,2,2,1,0,25,5,0,2,15
LOS ANGELES,9002716A,4234,82,N,1003,TOTAL,235,0,2,20,7,5,30,69,2,0,2,2,1,3,41,8,0,2,23
LOS ANGELES,9002739A,6215,111,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002739A,6215,111,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002739A,6215,111,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002742A,6216,82,Y,43,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOS ANGELES,9002742A,6216,82,Y,0,VBM PORTION,4,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
LOS ANGELES,9002742A,6216,82,Y,43,TOTAL,4,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
LOS ANGELES,9002766A,4240,82,N,725,POLLING PLACE,85,0,0,15,2,0,17,11,5,0,0,1,0,0,15,6,0,1,7
LOS ANGELES,9002766A,4240,82,N,0,VBM PORTION,73,0,0,15,3,4,7,7,1,0,0,0,1,0,23,0,0,0,7
LOS ANGELES,9002766A,4240,82,N,725,TOTAL,158,0,0,30,5,4,24,18,6,0,0,1,1,0,38,6,0,1,14
LOS ANGELES,9002863A,4254,154,N,798,POLLING PLACE,137,1,1,43,1,7,27,5,4,0,1,0,0,1,11,0,1,1,30
LOS ANGELES,9002863A,4254,154,N,0,VBM PORTION,59,0,0,8,2,4,9,2,1,0,0,0,0,0,7,5,0,0,20
LOS ANGELES,9002863A,4254,154,N,798,TOTAL,196,1,1,51,3,11,36,7,5,0,1,0,0,1,18,5,1,1,50
LOS ANGELES,9002907A,4266,82,N,496,POLLING PLACE,49,0,0,5,0,1,5,10,0,0,0,0,0,0,15,5,0,1,3
LOS ANGELES,9002907A,4266,82,N,0,VBM PORTION,90,0,0,9,2,1,10,17,0,1,0,0,0,1,23,16,0,1,6
LOS ANGELES,9002907A,4266,82,N,496,TOTAL,139,0,0,14,2,2,15,27,0,1,0,0,0,1,38,21,0,2,9
LOS ANGELES,9002921A,4272,154,N,749,POLLING PLACE,106,0,0,28,0,6,15,7,2,0,0,0,1,0,20,1,0,0,21
LOS ANGELES,9002921A,4272,154,N,0,VBM PORTION,72,0,0,15,1,5,12,7,0,0,0,1,0,0,11,1,0,0,18
LOS ANGELES,9002921A,4272,154,N,749,TOTAL,178,0,0,43,1,11,27,14,2,0,0,1,1,0,31,2,0,0,39
LOS ANGELES,9003077A,4285,108,N,1515,POLLING PLACE,13,0,0,1,1,0,1,0,0,0,0,0,1,0,3,1,1,1,0
LOS ANGELES,9003077A,4285,108,N,0,VBM PORTION,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
LOS ANGELES,9003077A,4285,108,N,1515,TOTAL,15,0,0,1,1,0,2,0,0,0,0,0,1,0,4,1,1,1,0
LOS ANGELES,9003077C,4286,108,N,860,POLLING PLACE,82,0,0,13,2,5,9,3,0,0,0,0,0,0,20,2,4,0,13
LOS ANGELES,9003077C,4286,108,N,0,VBM PORTION,91,0,1,9,0,5,19,8,3,1,0,2,2,1,18,1,3,2,11
LOS ANGELES,9003077C,4286,108,N,860,TOTAL,173,0,1,22,2,10,28,11,3,1,0,2,2,1,38,3,7,2,24
LOS ANGELES,9003150A,4291,108,N,954,POLLING PLACE,25,0,0,1,1,0,5,2,0,0,1,1,0,0,6,1,0,0,4
LOS ANGELES,9003150A,4291,108,N,0,VBM PORTION,20,0,0,5,0,0,1,6,0,0,0,1,0,0,3,0,0,0,4
LOS ANGELES,9003150A,4291,108,N,954,TOTAL,45,0,0,6,1,0,6,8,0,0,1,2,0,0,9,1,0,0,8
LOS ANGELES,9003181A,4293,82,N,1091,POLLING PLACE,169,0,1,35,3,1,17,42,1,0,0,4,0,1,21,3,0,2,23
LOS ANGELES,9003181A,4293,82,N,0,VBM PORTION,129,0,2,14,3,2,16,22,3,1,1,3,1,0,29,0,4,0,15
LOS ANGELES,9003181A,4293,82,N,1091,TOTAL,298,0,3,49,6,3,33,64,4,1,1,7,1,1,50,3,4,2,38
LOS ANGELES,9003197A,4296,154,N,906,POLLING PLACE,126,0,1,27,1,3,21,16,1,1,0,3,0,0,22,1,0,0,20
LOS ANGELES,9003197A,4296,154,N,0,VBM PORTION,134,0,1,10,5,5,12,19,1,0,0,1,1,1,22,8,3,2,32
LOS ANGELES,9003197A,4296,154,N,906,TOTAL,260,0,2,37,6,8,33,35,2,1,0,4,1,1,44,9,3,2,52
LOS ANGELES,9003201A,4297,154,N,780,POLLING PLACE,117,1,0,46,2,1,18,1,1,0,0,1,1,0,17,2,0,1,22
LOS ANGELES,9003201A,4297,154,N,0,VBM PORTION,80,0,0,18,1,2,16,2,3,3,0,0,0,1,11,3,1,4,13
LOS ANGELES,9003201A,4297,154,N,780,TOTAL,197,1,0,64,3,3,34,3,4,3,0,1,1,1,28,5,1,5,35
LOS ANGELES,9003202A,4298,154,N,792,POLLING PLACE,189,0,0,47,0,8,26,9,0,1,1,0,3,2,34,1,2,1,45
LOS ANGELES,9003202A,4298,154,N,0,VBM PORTION,69,1,1,6,0,3,13,7,0,0,0,0,1,0,13,0,0,1,21
LOS ANGELES,9003202A,4298,154,N,792,TOTAL,258,1,1,53,0,11,39,16,0,1,1,0,4,2,47,1,2,2,66
LOS ANGELES,9003206A,4299,82,N,510,POLLING PLACE,58,0,0,3,5,1,4,8,2,0,0,2,0,0,12,10,0,0,4
LOS ANGELES,9003206A,4299,82,N,0,VBM PORTION,53,0,0,0,3,1,2,15,1,0,0,0,0,0,15,8,0,0,5
LOS ANGELES,9003206A,4299,82,N,510,TOTAL,111,0,0,3,8,2,6,23,3,0,0,2,0,0,27,18,0,0,9
LOS ANGELES,9003235A,4305,154,N,859,POLLING PLACE,78,0,2,27,0,3,12,0,4,1,0,1,0,0,13,0,1,0,12
LOS ANGELES,9003235A,4305,154,N,0,VBM PORTION,53,0,0,9,3,1,2,0,2,0,0,1,0,0,9,1,0,2,14
LOS ANGELES,9003235A,4305,154,N,859,TOTAL,131,0,2,36,3,4,14,0,6,1,0,2,0,0,22,1,1,2,26
LOS ANGELES,9003351A,4311,82,N,781,POLLING PLACE,99,0,0,19,1,1,29,2,4,1,0,0,0,0,26,2,0,0,12
LOS ANGELES,9003351A,4311,82,N,0,VBM PORTION,101,1,0,13,1,2,22,18,2,0,0,0,1,0,19,12,1,0,7
LOS ANGELES,9003351A,4311,82,N,781,TOTAL,200,1,0,32,2,3,51,20,6,1,0,0,1,0,45,14,1,0,19
LOS ANGELES,9003431A,4316,82,N,827,POLLING PLACE,96,0,0,11,5,0,15,14,0,0,1,0,0,0,25,6,2,0,10
LOS ANGELES,9003431A,4316,82,N,0,VBM PORTION,168,1,0,5,3,1,19,38,2,0,0,1,1,1,35,13,2,0,29
LOS ANGELES,9003431A,4316,82,N,827,TOTAL,264,1,0,16,8,1,34,52,2,0,1,1,1,1,60,19,4,0,39
LOS ANGELES,9003468A,4322,82,N,483,POLLING PLACE,73,0,0,8,1,0,23,9,2,1,1,0,0,1,16,0,0,0,8
LOS ANGELES,9003468A,4322,82,N,0,VBM PORTION,81,0,2,11,1,1,15,13,3,0,2,0,0,0,14,4,1,0,7
LOS ANGELES,9003468A,4322,82,N,483,TOTAL,154,0,2,19,2,1,38,22,5,1,3,0,0,1,30,4,1,0,15
LOS ANGELES,9003552A,4325,108,N,1004,POLLING PLACE,28,0,0,3,0,3,2,3,1,0,0,0,0,0,7,2,1,1,3
LOS ANGELES,9003552A,4325,108,N,0,VBM PORTION,18,0,1,2,0,2,2,2,0,1,0,0,1,0,2,0,0,0,3
LOS ANGELES,9003552A,4325,108,N,1004,TOTAL,46,0,1,5,0,5,4,5,1,1,0,0,1,0,9,2,1,1,6
LOS ANGELES,9003899A,4342,184,N,1449,POLLING PLACE,54,0,1,1,1,3,4,7,3,0,0,1,0,2,11,2,3,0,8
LOS ANGELES,9003899A,4342,184,N,0,VBM PORTION,131,0,2,2,11,10,2,24,2,2,0,5,2,0,21,9,0,1,26
LOS ANGELES,9003899A,4342,184,N,1449,TOTAL,185,0,3,3,12,13,6,31,5,2,0,6,2,2,32,11,3,1,34
LOS ANGELES,9004215A,4359,188,N,935,POLLING PLACE,113,0,0,12,5,4,11,24,4,0,0,2,0,1,18,4,0,1,23
LOS ANGELES,9004215A,4359,188,N,0,VBM PORTION,122,1,1,8,1,2,14,18,3,0,1,2,0,0,33,5,0,0,22
LOS ANGELES,9004215A,4359,188,N,935,TOTAL,235,1,1,20,6,6,25,42,7,0,1,4,0,1,51,9,0,1,45
LOS ANGELES,9004232A,4366,184,N,1372,POLLING PLACE,88,0,1,6,4,11,4,7,0,0,0,2,0,1,16,5,0,1,25
LOS ANGELES,9004232A,4366,184,N,0,VBM PORTION,89,0,1,7,2,5,4,18,3,1,1,2,0,0,18,5,0,0,14
LOS ANGELES,9004232A,4366,184,N,1372,TOTAL,177,0,2,13,6,16,8,25,3,1,1,4,0,1,34,10,0,1,39
LOS ANGELES,9005310A,4409,83,N,1178,POLLING PLACE,74,0,2,30,0,2,5,6,1,0,0,1,0,0,16,1,0,2,5
LOS ANGELES,9005310A,4409,83,N,0,VBM PORTION,71,0,3,17,5,3,11,2,0,0,0,4,0,1,12,1,3,1,5
LOS ANGELES,9005310A,4409,83,N,1178,TOTAL,145,0,5,47,5,5,16,8,1,0,0,5,0,1,28,2,3,3,10
LOS ANGELES,9005312C,4410,83,N,1026,POLLING PLACE,85,0,0,21,1,3,7,5,0,0,1,1,1,0,19,1,2,2,14
LOS ANGELES,9005312C,4410,83,N,0,VBM PORTION,61,2,0,14,0,3,11,5,0,0,0,1,0,1,18,1,0,0,4
LOS ANGELES,9005312C,4410,83,N,1026,TOTAL,146,2,0,35,1,6,18,10,0,0,1,2,1,1,37,2,2,2,18
LOS ANGELES,9005386A,4418,154,N,973,POLLING PLACE,126,0,0,43,0,2,8,2,8,1,0,2,0,0,16,0,1,1,32
LOS ANGELES,9005386A,4418,154,N,0,VBM PORTION,68,0,0,20,1,2,16,0,2,1,0,1,0,0,14,0,0,0,10
LOS ANGELES,9005386A,4418,154,N,973,TOTAL,194,0,0,63,1,4,24,2,10,2,0,3,0,0,30,0,1,1,42
LOS ANGELES,9005389A,4419,82,N,681,POLLING PLACE,83,0,0,10,1,0,21,12,1,0,0,0,0,0,23,2,0,1,5
LOS ANGELES,9005389A,4419,82,N,0,VBM PORTION,56,0,0,11,2,2,8,7,2,1,0,1,0,0,6,2,0,1,5
LOS ANGELES,9005389A,4419,82,N,681,TOTAL,139,0,0,21,3,2,29,19,3,1,0,1,0,0,29,4,0,2,10
LOS ANGELES,9005428A,4425,82,N,796,POLLING PLACE,139,1,1,15,1,2,37,18,1,1,2,2,0,0,29,8,1,1,13
LOS ANGELES,9005428A,4425,82,N,0,VBM PORTION,107,0,2,4,2,4,24,24,1,0,0,2,0,1,21,7,0,0,10
LOS ANGELES,9005428A,4425,82,N,796,TOTAL,246,1,3,19,3,6,61,42,2,1,2,4,0,1,50,15,1,1,23
LOS ANGELES,9005826A,4450,82,N,1354,POLLING PLACE,221,0,0,29,2,2,59,33,5,0,0,0,1,2,42,4,2,3,24
LOS ANGELES,9005826A,4450,82,N,0,VBM PORTION,187,0,0,25,1,1,22,33,5,2,1,0,2,1,39,12,0,1,30
LOS ANGELES,9005826A,4450,82,N,1354,TOTAL,408,0,0,54,3,3,81,66,10,2,1,0,3,3,81,16,2,4,54
LOS ANGELES,9005827A,4451,82,N,1235,POLLING PLACE,99,1,1,17,2,1,23,15,1,0,0,0,4,0,15,3,2,1,10
LOS ANGELES,9005827A,4451,82,N,0,VBM PORTION,116,0,0,13,1,1,9,18,0,0,0,0,1,1,32,13,2,1,16
LOS ANGELES,9005827A,4451,82,N,1235,TOTAL,215,1,1,30,3,2,32,33,1,0,0,0,5,1,47,16,4,2,26
LOS ANGELES,9005833A,4452,82,N,1208,POLLING PLACE,115,0,4,29,0,1,22,19,1,0,0,3,0,1,17,3,1,0,10
LOS ANGELES,9005833A,4452,82,N,0,VBM PORTION,99,0,0,15,1,1,12,21,3,3,0,1,0,0,16,8,0,3,10
LOS ANGELES,9005833A,4452,82,N,1208,TOTAL,214,0,4,44,1,2,34,40,4,3,0,4,0,1,33,11,1,3,20
LOS ANGELES,9005916B,4454,82,N,781,POLLING PLACE,154,0,0,27,3,1,39,22,0,0,1,1,1,1,26,2,0,1,20
LOS ANGELES,9005916B,4454,82,N,0,VBM PORTION,121,0,0,18,1,1,25,14,5,0,0,0,5,1,15,6,1,0,16
LOS ANGELES,9005916B,4454,82,N,781,TOTAL,275,0,0,45,4,2,64,36,5,0,1,1,6,2,41,8,1,1,36
LOS ANGELES,9005919A,4455,82,N,787,POLLING PLACE,141,0,1,13,2,2,38,31,24,0,2,0,0,0,14,3,0,0,8
LOS ANGELES,9005919A,4455,82,N,0,VBM PORTION,153,0,0,13,5,2,32,38,12,1,0,0,3,0,18,8,0,0,11
LOS ANGELES,9005919A,4455,82,N,787,TOTAL,294,0,1,26,7,4,70,69,36,1,2,0,3,0,32,11,0,0,19
LOS ANGELES,9005920A,4456,82,N,830,POLLING PLACE,142,0,1,23,1,0,42,24,7,0,0,1,2,1,22,2,0,0,13
LOS ANGELES,9005920A,4456,82,N,0,VBM PORTION,116,0,0,11,0,2,26,23,6,2,0,0,1,0,18,5,0,0,11
LOS ANGELES,9005920A,4456,82,N,830,TOTAL,258,0,1,34,1,2,68,47,13,2,0,1,3,1,40,7,0,0,24
LOS ANGELES,9005921A,4457,82,N,747,POLLING PLACE,104,0,0,16,0,0,25,25,4,0,3,0,0,0,15,5,0,0,6
LOS ANGELES,9005921A,4457,82,N,0,VBM PORTION,118,1,0,14,0,0,22,12,1,0,8,0,0,0,26,14,0,0,10
LOS ANGELES,9005921A,4457,82,N,747,TOTAL,222,1,0,30,0,0,47,37,5,0,11,0,0,0,41,19,0,0,16
LOS ANGELES,9005923A,4458,82,N,1121,POLLING PLACE,199,0,0,21,6,2,49,46,8,3,1,1,0,1,24,6,0,2,17
LOS ANGELES,9005923A,4458,82,N,0,VBM PORTION,230,0,0,26,5,4,41,60,10,0,0,2,0,1,31,14,1,0,21
LOS ANGELES,9005923A,4458,82,N,1121,TOTAL,429,0,0,47,11,6,90,106,18,3,1,3,0,2,55,20,1,2,38
LOS ANGELES,9005924A,4459,82,N,1163,POLLING PLACE,209,0,1,38,3,3,64,26,10,0,1,0,1,1,26,4,0,0,24
LOS ANGELES,9005924A,4459,82,N,0,VBM PORTION,214,1,0,25,1,2,53,33,3,2,0,0,7,0,30,6,0,0,38
LOS ANGELES,9005924A,4459,82,N,1163,TOTAL,423,1,1,63,4,5,117,59,13,2,1,0,8,1,56,10,0,0,62
LOS ANGELES,9005925A,4460,82,N,1105,POLLING PLACE,191,0,3,29,3,1,44,48,4,0,2,1,0,0,22,3,0,1,23
LOS ANGELES,9005925A,4460,82,N,0,VBM PORTION,172,3,0,16,2,1,43,34,4,0,1,2,1,2,34,7,0,0,16
LOS ANGELES,9005925A,4460,82,N,1105,TOTAL,363,3,3,45,5,2,87,82,8,0,3,3,1,2,56,10,0,1,39
LOS ANGELES,9005928C,4461,82,N,1158,POLLING PLACE,192,0,2,26,5,2,46,29,1,0,4,1,1,0,27,6,0,2,30
LOS ANGELES,9005928C,4461,82,N,0,VBM PORTION,197,3,0,18,3,6,41,32,2,0,0,0,1,1,37,7,0,1,31
LOS ANGELES,9005928C,4461,82,N,1158,TOTAL,389,3,2,44,8,8,87,61,3,0,4,1,2,1,64,13,0,3,61
LOS ANGELES,9005931A,4462,82,N,1011,POLLING PLACE,211,1,1,38,2,1,67,24,12,1,2,1,0,0,30,3,0,2,24
LOS ANGELES,9005931A,4462,82,N,0,VBM PORTION,161,1,2,15,3,1,27,29,7,1,1,1,0,0,36,5,1,0,20
LOS ANGELES,9005931A,4462,82,N,1011,TOTAL,372,2,3,53,5,2,94,53,19,2,3,2,0,0,66,8,1,2,44
LOS ANGELES,9005936A,4464,155,N,930,POLLING PLACE,154,0,0,28,3,4,32,12,3,1,0,0,4,1,25,2,0,0,28
LOS ANGELES,9005936A,4464,155,N,0,VBM PORTION,79,0,0,25,1,2,11,5,0,0,1,2,2,0,9,1,0,4,10
LOS ANGELES,9005936A,4464,155,N,930,TOTAL,233,0,0,53,4,6,43,17,3,1,1,2,6,1,34,3,0,4,38
LOS ANGELES,9005937A,4465,155,N,768,POLLING PLACE,91,0,0,34,0,4,14,3,0,0,0,0,2,0,14,0,0,1,15
LOS ANGELES,9005937A,4465,155,N,0,VBM PORTION,66,0,1,12,1,2,12,2,0,0,0,0,0,0,18,2,0,1,9
LOS ANGELES,9005937A,4465,155,N,768,TOTAL,157,0,1,46,1,6,26,5,0,0,0,0,2,0,32,2,0,2,24
LOS ANGELES,9006348A,4516,188,N,948,POLLING PLACE,113,0,1,3,5,0,4,32,2,0,1,2,2,0,13,6,3,0,31
LOS ANGELES,9006348A,4516,188,N,0,VBM PORTION,130,0,2,11,3,3,7,44,0,0,0,1,0,0,15,7,1,1,19
LOS ANGELES,9006348A,4516,188,N,948,TOTAL,243,0,3,14,8,3,11,76,2,0,1,3,2,0,28,13,4,1,50
LOS ANGELES,9006350A,4517,188,N,944,POLLING PLACE,118,1,0,10,1,2,11,33,3,0,0,0,2,0,22,7,1,0,22
LOS ANGELES,9006350A,4517,188,N,0,VBM PORTION,170,0,0,9,2,2,14,45,2,0,0,0,2,3,20,19,1,0,36
LOS ANGELES,9006350A,4517,188,N,944,TOTAL,288,1,0,19,3,4,25,78,5,0,0,0,4,3,42,26,2,0,58
LOS ANGELES,9006354A,4518,188,N,1175,POLLING PLACE,147,1,0,9,3,4,9,27,1,0,1,1,1,0,23,12,2,1,41
LOS ANGELES,9006354A,4518,188,N,0,VBM PORTION,135,0,1,5,2,0,4,32,2,0,2,3,3,0,27,14,0,3,25
LOS ANGELES,9006354A,4518,188,N,1175,TOTAL,282,1,1,14,5,4,13,59,3,0,3,4,4,0,50,26,2,4,66
LOS ANGELES,9006358A,4519,188,N,1359,POLLING PLACE,130,1,1,2,2,9,11,29,3,0,0,2,2,1,22,8,2,0,26
LOS ANGELES,9006358A,4519,188,N,0,VBM PORTION,165,0,0,9,3,9,6,34,2,4,0,7,0,1,27,19,1,0,28
LOS ANGELES,9006358A,4519,188,N,1359,TOTAL,295,1,1,11,5,18,17,63,5,4,0,9,2,2,49,27,3,0,54
LOS ANGELES,9006361A,4521,188,N,676,POLLING PLACE,77,1,0,4,3,2,2,10,3,0,1,0,2,0,15,5,0,3,24
LOS ANGELES,9006361A,4521,188,N,0,VBM PORTION,62,0,1,7,2,0,2,2,3,0,0,0,0,0,26,3,0,0,10
LOS ANGELES,9006361A,4521,188,N,676,TOTAL,139,1,1,11,5,2,4,12,6,0,1,0,2,0,41,8,0,3,34
LOS ANGELES,9006363A,4522,188,N,762,POLLING PLACE,67,0,0,6,2,0,2,7,2,0,1,3,1,0,18,4,1,1,14
LOS ANGELES,9006363A,4522,188,N,0,VBM PORTION,92,0,0,6,3,9,4,16,0,0,0,1,0,1,21,2,0,1,20
LOS ANGELES,9006363A,4522,188,N,762,TOTAL,159,0,0,12,5,9,6,23,2,0,1,4,1,1,39,6,1,2,34
LOS ANGELES,9006376A,4525,184,N,1204,POLLING PLACE,108,0,1,5,7,8,6,17,2,0,0,5,1,2,17,11,2,1,17
LOS ANGELES,9006376A,4525,184,N,0,VBM PORTION,70,0,1,6,2,9,1,10,4,0,0,1,2,0,13,5,0,0,12
LOS ANGELES,9006376A,4525,184,N,1204,TOTAL,178,0,2,11,9,17,7,27,6,0,0,6,3,2,30,16,2,1,29
LOS ANGELES,9006377A,4526,184,N,1223,POLLING PLACE,81,0,1,9,1,1,1,17,0,1,2,0,0,0,10,9,1,0,17
LOS ANGELES,9006377A,4526,184,N,0,VBM PORTION,175,0,2,14,5,2,6,44,2,1,0,5,1,0,23,28,3,2,28
LOS ANGELES,9006377A,4526,184,N,1223,TOTAL,256,0,3,23,6,3,7,61,2,2,2,5,1,0,33,37,4,2,45
LOS ANGELES,9007230A,4590,83,N,1091,POLLING PLACE,66,0,2,23,0,1,4,4,0,0,0,0,2,0,9,2,0,1,9
LOS ANGELES,9007230A,4590,83,N,0,VBM PORTION,77,1,2,8,1,3,9,4,4,0,0,5,2,1,16,3,0,2,13
LOS ANGELES,9007230A,4590,83,N,1091,TOTAL,143,1,4,31,1,4,13,8,4,0,0,5,4,1,25,5,0,3,22
LOS ANGELES,9007679A,4609,82,N,891,POLLING PLACE,109,0,0,14,2,1,25,13,4,0,0,0,0,1,31,5,0,1,11
LOS ANGELES,9007679A,4609,82,N,0,VBM PORTION,177,0,1,16,3,2,35,36,4,1,0,1,0,0,35,5,0,0,15
LOS ANGELES,9007679A,4609,82,N,891,TOTAL,286,0,1,30,5,3,60,49,8,1,0,1,0,1,66,10,0,1,26
LOS ANGELES,9007683A,4610,82,N,1059,POLLING PLACE,254,0,1,43,1,1,79,21,5,0,0,0,4,3,46,3,1,2,31
LOS ANGELES,9007683A,4610,82,N,0,VBM PORTION,146,1,0,9,0,2,39,21,3,0,0,2,0,0,22,14,0,1,15
LOS ANGELES,9007683A,4610,82,N,1059,TOTAL,400,1,1,52,1,3,118,42,8,0,0,2,4,3,68,17,1,3,46
LOS ANGELES,9007689A,4611,82,N,1252,POLLING PLACE,214,2,3,46,3,2,42,37,4,1,2,0,2,0,34,4,0,1,22
LOS ANGELES,9007689A,4611,82,N,0,VBM PORTION,187,0,1,26,7,2,33,15,5,1,0,0,1,1,37,6,0,1,29
LOS ANGELES,9007689A,4611,82,N,1252,TOTAL,401,2,4,72,10,4,75,52,9,2,2,0,3,1,71,10,0,2,51
LOS ANGELES,9007693B,4612,82,N,1400,POLLING PLACE,200,0,0,29,6,0,31,58,4,0,0,0,1,0,34,8,1,1,22
LOS ANGELES,9007693B,4612,82,N,0,VBM PORTION,171,0,3,8,3,1,31,40,3,1,0,0,0,0,26,10,2,0,24
LOS ANGELES,9007693B,4612,82,N,1400,TOTAL,371,0,3,37,9,1,62,98,7,1,0,0,1,0,60,18,3,1,46
LOS ANGELES,9007697A,4613,82,N,1340,POLLING PLACE,220,1,0,26,5,4,50,54,7,0,1,1,0,0,28,12,0,0,28
LOS ANGELES,9007697A,4613,82,N,0,VBM PORTION,201,0,1,23,2,4,33,43,5,3,1,2,0,0,27,6,2,1,22
LOS ANGELES,9007697A,4613,82,N,1340,TOTAL,421,1,1,49,7,8,83,97,12,3,2,3,0,0,55,18,2,1,50
BALLOT GROUP 58,9990058A,8058,58,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 58,9990058A,8058,58,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 58,9990058A,8058,58,N,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 82,9990082A,8082,82,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 82,9990082A,8082,82,N,0,VBM PORTION,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 82,9990082A,8082,82,N,0,TOTAL,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 83,9990083A,8083,83,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 83,9990083A,8083,83,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 83,9990083A,8083,83,N,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 88,9990088A,8088,88,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 88,9990088A,8088,88,N,0,VBM PORTION,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BALLOT GROUP 88,9990088A,8088,88,N,0,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BALLOT GROUP 108,9990108A,8108,108,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 108,9990108A,8108,108,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 108,9990108A,8108,108,N,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 111,9990111A,8111,111,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 111,9990111A,8111,111,N,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 111,9990111A,8111,111,N,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOT GROUP 154,9990154A,8154,154,N,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
