LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,RICHARD BLOOM,BRADLY S TORGAN
LOS ANGELES,9002573B,4201,79,N,0,VBM PORTION,39,17,11
LOS ANGELES,9002573B,4201,79,N,636,TOTAL,71,41,17
LOS ANGELES,9002602A,6203,80,Y,95,POLLING PLACE,0,0,0
LOS ANGELES,9002602A,6203,80,Y,0,VBM PORTION,10,8,0
LOS ANGELES,9002602A,6203,80,Y,95,TOTAL,10,8,0
LOS ANGELES,9002716A,4234,82,N,1003,POLLING PLACE,84,47,22
LOS ANGELES,9002716A,4234,82,N,0,VBM PORTION,151,57,67
LOS ANGELES,9002716A,4234,82,N,1003,TOTAL,235,104,89
LOS ANGELES,9002742A,6216,82,Y,43,POLLING PLACE,0,0,0
LOS ANGELES,9002742A,6216,82,Y,0,VBM PORTION,4,2,0
LOS ANGELES,9002742A,6216,82,Y,43,TOTAL,4,2,0
LOS ANGELES,9002766A,4240,82,N,725,POLLING PLACE,85,46,24
LOS ANGELES,9002766A,4240,82,N,0,VBM PORTION,73,49,14
LOS ANGELES,9002766A,4240,82,N,725,TOTAL,158,95,38
LOS ANGELES,9002786A,4242,81,N,1194,POLLING PLACE,112,88,15
LOS ANGELES,9002786A,4242,81,N,0,VBM PORTION,107,88,8
LOS ANGELES,9002786A,4242,81,N,1194,TOTAL,219,176,23
LOS ANGELES,9002907A,4266,82,N,496,POLLING PLACE,49,22,11
LOS ANGELES,9002907A,4266,82,N,0,VBM PORTION,90,47,33
LOS ANGELES,9002907A,4266,82,N,496,TOTAL,139,69,44
LOS ANGELES,9003181A,4293,82,N,1091,POLLING PLACE,169,113,34
LOS ANGELES,9003181A,4293,82,N,0,VBM PORTION,129,91,20
LOS ANGELES,9003181A,4293,82,N,1091,TOTAL,298,204,54
LOS ANGELES,9003206A,4299,82,N,510,POLLING PLACE,58,20,23
LOS ANGELES,9003206A,4299,82,N,0,VBM PORTION,53,14,24
LOS ANGELES,9003206A,4299,82,N,510,TOTAL,111,34,47
LOS ANGELES,9003351A,4311,82,N,781,POLLING PLACE,99,73,12
LOS ANGELES,9003351A,4311,82,N,0,VBM PORTION,101,58,33
LOS ANGELES,9003351A,4311,82,N,781,TOTAL,200,131,45
LOS ANGELES,9003431A,4316,82,N,827,POLLING PLACE,96,44,29
LOS ANGELES,9003431A,4316,82,N,0,VBM PORTION,168,90,51
LOS ANGELES,9003431A,4316,82,N,827,TOTAL,264,134,80
LOS ANGELES,9003468A,4322,82,N,483,POLLING PLACE,73,42,16
LOS ANGELES,9003468A,4322,82,N,0,VBM PORTION,81,45,21
LOS ANGELES,9003468A,4322,82,N,483,TOTAL,154,87,37
LOS ANGELES,9003958A,4348,86,N,1264,POLLING PLACE,106,67,15
LOS ANGELES,9003958A,4348,86,N,0,VBM PORTION,117,78,23
LOS ANGELES,9003958A,4348,86,N,1264,TOTAL,223,145,38
LOS ANGELES,9004216A,4360,81,N,1189,POLLING PLACE,52,39,11
LOS ANGELES,9004216A,4360,81,N,0,VBM PORTION,58,46,6
LOS ANGELES,9004216A,4360,81,N,1189,TOTAL,110,85,17
LOS ANGELES,9004229A,4364,81,N,1010,POLLING PLACE,69,46,15
LOS ANGELES,9004229A,4364,81,N,0,VBM PORTION,60,43,13
LOS ANGELES,9004229A,4364,81,N,1010,TOTAL,129,89,28
LOS ANGELES,9005299B,4405,86,N,1397,POLLING PLACE,140,87,28
LOS ANGELES,9005299B,4405,86,N,0,VBM PORTION,107,81,11
LOS ANGELES,9005299B,4405,86,N,1397,TOTAL,247,168,39
LOS ANGELES,9005305A,4407,86,N,997,POLLING PLACE,98,74,12
LOS ANGELES,9005305A,4407,86,N,0,VBM PORTION,105,57,26
LOS ANGELES,9005305A,4407,86,N,997,TOTAL,203,131,38
LOS ANGELES,9005307A,4408,86,N,1231,POLLING PLACE,119,91,15
LOS ANGELES,9005307A,4408,86,N,0,VBM PORTION,103,77,10
LOS ANGELES,9005307A,4408,86,N,1231,TOTAL,222,168,25
LOS ANGELES,9005310A,4409,83,N,1178,POLLING PLACE,74,56,7
LOS ANGELES,9005310A,4409,83,N,0,VBM PORTION,71,48,11
LOS ANGELES,9005310A,4409,83,N,1178,TOTAL,145,104,18
LOS ANGELES,9005312C,4410,83,N,1026,POLLING PLACE,85,59,8
LOS ANGELES,9005312C,4410,83,N,0,VBM PORTION,61,45,8
LOS ANGELES,9005312C,4410,83,N,1026,TOTAL,146,104,16
LOS ANGELES,9005313A,4411,87,N,1181,POLLING PLACE,122,101,10
LOS ANGELES,9005313A,4411,87,N,0,VBM PORTION,68,52,9
LOS ANGELES,9005313A,4411,87,N,1181,TOTAL,190,153,19
LOS ANGELES,9005315A,4412,87,N,1109,POLLING PLACE,135,114,12
LOS ANGELES,9005315A,4412,87,N,0,VBM PORTION,131,105,9
LOS ANGELES,9005315A,4412,87,N,1109,TOTAL,266,219,21
LOS ANGELES,9005389A,4419,82,N,681,POLLING PLACE,83,49,11
LOS ANGELES,9005389A,4419,82,N,0,VBM PORTION,56,38,8
LOS ANGELES,9005389A,4419,82,N,681,TOTAL,139,87,19
LOS ANGELES,9005428A,4425,82,N,796,POLLING PLACE,139,87,27
LOS ANGELES,9005428A,4425,82,N,0,VBM PORTION,107,61,32
LOS ANGELES,9005428A,4425,82,N,796,TOTAL,246,148,59
LOS ANGELES,9005816A,4447,84,N,1335,POLLING PLACE,126,86,27
LOS ANGELES,9005816A,4447,84,N,0,VBM PORTION,107,65,26
LOS ANGELES,9005816A,4447,84,N,1335,TOTAL,233,151,53
LOS ANGELES,9005818A,4448,84,N,1203,POLLING PLACE,110,77,17
LOS ANGELES,9005818A,4448,84,N,0,VBM PORTION,106,65,27
LOS ANGELES,9005818A,4448,84,N,1203,TOTAL,216,142,44
LOS ANGELES,9005821A,4449,84,N,1346,POLLING PLACE,130,86,25
LOS ANGELES,9005821A,4449,84,N,0,VBM PORTION,106,67,23
LOS ANGELES,9005821A,4449,84,N,1346,TOTAL,236,153,48
LOS ANGELES,9005826A,4450,82,N,1354,POLLING PLACE,221,140,43
LOS ANGELES,9005826A,4450,82,N,0,VBM PORTION,187,111,47
LOS ANGELES,9005826A,4450,82,N,1354,TOTAL,408,251,90
LOS ANGELES,9005827A,4451,82,N,1235,POLLING PLACE,99,51,27
LOS ANGELES,9005827A,4451,82,N,0,VBM PORTION,116,67,33
LOS ANGELES,9005827A,4451,82,N,1235,TOTAL,215,118,60
LOS ANGELES,9005833A,4452,82,N,1208,POLLING PLACE,115,71,20
LOS ANGELES,9005833A,4452,82,N,0,VBM PORTION,99,55,24
LOS ANGELES,9005833A,4452,82,N,1208,TOTAL,214,126,44
LOS ANGELES,9005916B,4454,82,N,781,POLLING PLACE,154,85,45
LOS ANGELES,9005916B,4454,82,N,0,VBM PORTION,121,70,30
LOS ANGELES,9005916B,4454,82,N,781,TOTAL,275,155,75
LOS ANGELES,9005919A,4455,82,N,787,POLLING PLACE,141,66,51
LOS ANGELES,9005919A,4455,82,N,0,VBM PORTION,153,57,69
LOS ANGELES,9005919A,4455,82,N,787,TOTAL,294,123,120
LOS ANGELES,9005920A,4456,82,N,830,POLLING PLACE,142,84,33
LOS ANGELES,9005920A,4456,82,N,0,VBM PORTION,116,59,39
LOS ANGELES,9005920A,4456,82,N,830,TOTAL,258,143,72
LOS ANGELES,9005921A,4457,82,N,747,POLLING PLACE,104,49,42
LOS ANGELES,9005921A,4457,82,N,0,VBM PORTION,118,65,36
LOS ANGELES,9005921A,4457,82,N,747,TOTAL,222,114,78
LOS ANGELES,9005923A,4458,82,N,1121,POLLING PLACE,199,105,69
LOS ANGELES,9005923A,4458,82,N,0,VBM PORTION,230,114,79
LOS ANGELES,9005923A,4458,82,N,1121,TOTAL,429,219,148
LOS ANGELES,9005924A,4459,82,N,1163,POLLING PLACE,209,129,46
LOS ANGELES,9005924A,4459,82,N,0,VBM PORTION,214,126,58
LOS ANGELES,9005924A,4459,82,N,1163,TOTAL,423,255,104
LOS ANGELES,9005925A,4460,82,N,1105,POLLING PLACE,191,113,55
LOS ANGELES,9005925A,4460,82,N,0,VBM PORTION,172,93,52
LOS ANGELES,9005925A,4460,82,N,1105,TOTAL,363,206,107
LOS ANGELES,9005928C,4461,82,N,1158,POLLING PLACE,192,117,44
LOS ANGELES,9005928C,4461,82,N,0,VBM PORTION,197,127,52
LOS ANGELES,9005928C,4461,82,N,1158,TOTAL,389,244,96
LOS ANGELES,9005931A,4462,82,N,1011,POLLING PLACE,211,141,43
LOS ANGELES,9005931A,4462,82,N,0,VBM PORTION,161,99,46
LOS ANGELES,9005931A,4462,82,N,1011,TOTAL,372,240,89
LOS ANGELES,9007221A,4588,86,N,1360,POLLING PLACE,148,118,11
LOS ANGELES,9007221A,4588,86,N,0,VBM PORTION,107,87,4
LOS ANGELES,9007221A,4588,86,N,1360,TOTAL,255,205,15
LOS ANGELES,9007230A,4590,83,N,1091,POLLING PLACE,66,42,8
LOS ANGELES,9007230A,4590,83,N,0,VBM PORTION,77,60,13
LOS ANGELES,9007230A,4590,83,N,1091,TOTAL,143,102,21
LOS ANGELES,9007367A,4600,81,N,1254,POLLING PLACE,109,77,18
LOS ANGELES,9007367A,4600,81,N,0,VBM PORTION,142,77,29
LOS ANGELES,9007367A,4600,81,N,1254,TOTAL,251,154,47
LOS ANGELES,9007377A,4601,84,N,1316,POLLING PLACE,119,71,32
LOS ANGELES,9007377A,4601,84,N,0,VBM PORTION,88,46,35
LOS ANGELES,9007377A,4601,84,N,1316,TOTAL,207,117,67
LOS ANGELES,9007382A,4602,84,N,1242,POLLING PLACE,124,78,38
LOS ANGELES,9007382A,4602,84,N,0,VBM PORTION,136,78,34
LOS ANGELES,9007382A,4602,84,N,1242,TOTAL,260,156,72
LOS ANGELES,9007388A,4604,84,N,1250,POLLING PLACE,93,67,9
LOS ANGELES,9007388A,4604,84,N,0,VBM PORTION,94,64,21
LOS ANGELES,9007388A,4604,84,N,1250,TOTAL,187,131,30
LOS ANGELES,9007679A,4609,82,N,891,POLLING PLACE,109,65,25
LOS ANGELES,9007679A,4609,82,N,0,VBM PORTION,177,97,51
LOS ANGELES,9007679A,4609,82,N,891,TOTAL,286,162,76
LOS ANGELES,9007683A,4610,82,N,1059,POLLING PLACE,254,170,36
LOS ANGELES,9007683A,4610,82,N,0,VBM PORTION,146,83,35
LOS ANGELES,9007683A,4610,82,N,1059,TOTAL,400,253,71
LOS ANGELES,9007689A,4611,82,N,1252,POLLING PLACE,214,112,61
LOS ANGELES,9007689A,4611,82,N,0,VBM PORTION,187,112,46
LOS ANGELES,9007689A,4611,82,N,1252,TOTAL,401,224,107
LOS ANGELES,9007693B,4612,82,N,1400,POLLING PLACE,200,91,89
LOS ANGELES,9007693B,4612,82,N,0,VBM PORTION,171,84,67
LOS ANGELES,9007693B,4612,82,N,1400,TOTAL,371,175,156
LOS ANGELES,9007697A,4613,82,N,1340,POLLING PLACE,220,117,87
LOS ANGELES,9007697A,4613,82,N,0,VBM PORTION,201,108,65
LOS ANGELES,9007697A,4613,82,N,1340,TOTAL,421,225,152
BALLOT GROUP 79,9990079A,8079,79,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 79,9990079A,8079,79,N,0,VBM PORTION,0,0,0
BALLOT GROUP 79,9990079A,8079,79,N,0,TOTAL,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,VBM PORTION,0,0,0
BALLOT GROUP 80,9990080A,8080,80,N,0,TOTAL,0,0,0
BALLOT GROUP 81,9990081A,8081,81,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 81,9990081A,8081,81,N,0,VBM PORTION,2,1,0
BALLOT GROUP 81,9990081A,8081,81,N,0,TOTAL,1,1,0
BALLOT GROUP 82,9990082A,8082,82,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 82,9990082A,8082,82,N,0,VBM PORTION,8,1,3
BALLOT GROUP 82,9990082A,8082,82,N,0,TOTAL,4,1,3
BALLOT GROUP 83,9990083A,8083,83,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 83,9990083A,8083,83,N,0,VBM PORTION,0,0,0
BALLOT GROUP 83,9990083A,8083,83,N,0,TOTAL,0,0,0
BALLOT GROUP 84,9990084A,8084,84,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 84,9990084A,8084,84,N,0,VBM PORTION,2,1,0
BALLOT GROUP 84,9990084A,8084,84,N,0,TOTAL,1,1,0
BALLOT GROUP 85,9990085A,8085,85,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,VBM PORTION,0,0,0
BALLOT GROUP 85,9990085A,8085,85,N,0,TOTAL,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,VBM PORTION,0,0,0
BALLOT GROUP 86,9990086A,8086,86,N,0,TOTAL,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,VBM PORTION,0,0,0
BALLOT GROUP 87,9990087A,8087,87,N,0,TOTAL,0,0,0
BALLOT GROUP 88,9990088A,8088,88,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 88,9990088A,8088,88,N,0,VBM PORTION,2,1,0
BALLOT GROUP 88,9990088A,8088,88,N,0,TOTAL,1,1,0
