LENGTH,OWNER,LAST_UPDAT,STATUS,USE_TYPE,PIPE_DIAME,PIPE_DIA_1,PIPE_LENGT,PIPE_THICK,JOINT_METH,PIPE_TYPE,PIPE_MATER,PIPE_LININ,PIPE_PLR_Y,PIPE_LOGIC,SOILRES,LoF_G,CoF_G,BRE_G,GrDate
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,19.6851,0.38,WJ,W,STL,CL,1958,N,2127,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,RECL,24,N,142.3106,0.38,WJ,W,STL,CL,1997,N,580,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,15.1692,0.271,WJ,W,STL,CL,1955,N,4371,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,411.0346,0.2813,WJ,W,STL,CL,1958,N,944,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,41.4486,0.2813,WJ,W,STL,CL,1962,N,1032,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,74.1747,0.2813,WJ,W,STL,CL,1958,N,702,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,585.9349,0.375,WJ,W,STL,CL,1953,N,955,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,66,N,19.6532,0.375,WJ,W,STL,CL,1950,N,1025,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,66,N,8.3894,0.375,WJ,W,STL,CL,1950,N,1025,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,8.0667,0.375,WJ,W,STL,CL,1953,N,1025,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,RECL,24,N,79.7209,0.44,RG,DIA,DI,CL,1997,N,358,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,31.4,N,147.2283,0.375,B&S,W,STL,CL,1935,N,1197,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,31.4,N,394.5151,0.375,B&S,W,STL,CL,1935,N,1429,D,C,D,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,DRAIN,24,N,7.9967,0,#NULL#,STL,STL,CL,1973,Y,134,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,25,0.38,WJ,W,STL,CL,1972,N,831,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,472.5711,0.38,WJ,W,STL,CL,1972,N,790,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,1.9453,0.88,#NULL#,MONO,CI,CL,1947,Y,1113,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,617.6747,0.2813,WJ,W,STL,CL,1958,N,727,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,1371.1754,0.2813,WJ,W,STL,CL,1958,N,662,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,290.9861,0.375,WJ,W,STL,CL,1999,N,2362,C,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,68.6445,0,#NULL#,MPCC,CONC,CL,1950,N,514,C,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,7.9999,0,#NULL#,CI,CI,NO CL,1930,Y,855,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,23.591,0,#NULL#,CI,CI,CL,1912,N,994,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,24,N,7.069,0,#NULL#,CI,CI,CL,1912,Y,995,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,57,N,845.9861,6.25,#NULL#,RCC,CONC,CL,1950,N,985,B,B,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,30,N,39.9585,0.25,WJ,W,STL,CL,1957,N,832,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,152.0009,0.2813,WJ,W,STL,CL,1958,N,1129,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,56.9348,0.2813,WJ,W,STL,CL,1958,N,1101,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,32.809,0.2813,WJ,W,STL,CL,1962,N,1105,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,7.7504,0.38,WJ,W,STL,CL,1950,N,2260,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,369.6269,13.5,FUSED,HDPE,HDPE,CL,2003,N,415,B,C,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,11.8916,0,#NULL#,RDW,CI,CL,1931,Y,674,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,125.6656,0,#NULL#,RIV,STL,CL,1902,N,2006,D,C,D,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,DIST,24,N,2.4433,0.25,WJ,W,STL,CL,1973,Y,139,C,A,A,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,DIST,24,N,18.3167,0.25,WJ,W,STL,CL,1973,N,162,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,31.4,N,15.361,0.375,CJ,W,STL,CL,1935,N,721,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,31.4,N,10.9941,0.375,WJ,W,STL,CL,1947,N,726,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,26.6886,0.4375,WJ,W,STL,CL,1936,N,856,D,D,D,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,301.0096,0.4375,WJ,W,STL,CL,1950,N,1669,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,416.7823,0.4375,WJ,W,STL,CL,1950,N,1575,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,47.9039,13.5,FUSED,HDPE,HDPE,CL,2003,N,383,A,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,233.3292,13.5,FUSED,HDPE,HDPE,CL,2003,N,403,A,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,24,N,3.8252,0,#NULL#,RIV,STL,CL,1916,Y,1556,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,3.9258,0,#NULL#,STL,STL,NO CL,1930,Y,747,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,28.0928,0.4375,B&S,STL,STL,CL,1930,N,779,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,45.067,0,#NULL#,CI,CI,CL,1922,N,2094,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,9.3282,0.37,WJ,W,STL,CL,1940,Y,2852,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36.75,N,56.9241,0.375,WJ,W,STL,CL,1953,N,1459,C,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,36,N,7.5891,0.25,WJ,W,STL,CL,1973,Y,213,C,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,36,N,6.8764,0.25,WJ,W,STL,CL,1973,Y,213,C,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,39,N,5.7356,0.25,#NULL#,TRIV,STL,NO CL,1917,Y,669,D,D,D,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,1.9623,0.3125,#NULL#,RIV,STL,CL,1916,N,1556,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,5.7257,0.3125,#NULL#,RIV,STL,CL,1916,N,1556,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,49.5,N,33.7902,0.25,WJ,W,STL,CL,1959,N,1500,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,139.768,0,#NULL#,CI,CI,CL,1925,N,912,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,152.999,0,#NULL#,CI,CI,CL,1895,N,1432,C,B,B,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,DIST,24,N,777.1179,0,#NULL#,CI,CI,CL,1922,N,2762,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,1662.4148,0.44,RG,DIA,DI,CL,1992,N,6167,B,C,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,8.6532,0.25,#NULL#,RIV,STL,CL,1923,N,2560,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,5.2976,0.25,#NULL#,RIV,STL,CL,1923,Y,2654,C,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,54,N,13.1227,0.3125,WJ,W,STL,CL,1973,N,494,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,RECL,54,N,218.1732,0.58,RG,DIA,DI,CL,1999,N,9282,A,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,641.8315,0.88,#NULL#,MONO,CI,CL,1947,N,992,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,8.8691,0.38,WJ,W,STL,CL,1952,N,1731,C,D,D,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,9.3163,0.3125,WJ,W,STL,CL,1961,N,1727,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,17.9099,0,RG,PCC,CONC,CL,1981,N,737,B,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,31.4,N,4.8705,0.375,B&S,W,STL,CL,1935,N,776,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,31.4,N,716.441,0.375,B&S,W,STL,CL,1935,N,1443,D,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,32,N,4.3742,0.38,WJ,W,STL,CL,1952,N,4270,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,2.9262,0.38,#NULL#,STL,STL,CL,1952,N,4141,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,7.5185,0.38,#NULL#,STL,STL,CL,1952,N,4171,C,A,A,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,DIST,24,N,857.8654,0.3125,WJ,W,STL,CL,1992,N,1847,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,60,N,197.4071,7,#NULL#,CONC,CONC,CL,1950,N,1171,B,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,123.5391,0,#NULL#,CI,CI,CL,1895,N,1209,C,C,C,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,TRUNK,24,N,317.6921,0.1,#NULL#,RDW,CI,CL,1945,N,1906,C,C,C,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,TRUNK,24,N,127.4305,0.88,#NULL#,MONO,CI,CL,1946,N,2619,B,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,1129.1535,0.375,B&S,W,STL,CL,1937,N,1853,C,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,30,N,460.7246,0.25,WJ,W,STL,CL,1959,N,1167,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,2.6838,0.38,WJ,W,STL,CL,1952,N,3965,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,3.1971,0,WJ,W,STL,CL,1952,N,4087,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,913.2086,0.38,WJ,W,STL,CL,1950,N,2011,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,309.9301,0.375,WJ,W,STL,CL,1950,N,1935,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,40.75,N,7.8751,0.3125,WJ,W,STL,CL,1964,Y,1477,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DRAIN,24,N,233.4429,0,#NULL#,STL,STL,CL,1966,N,1003,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,54,N,619.8406,6,#NULL#,RCC,CONC,CL,1950,N,1481,B,A,B,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,DIST,24,N,17.6201,0.3125,WJ,W,STL,CL,1988,N,1839,C,C,C,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,TRUNK,68,N,628.9761,0,#NULL#,RCC,CONC,CL,1952,N,1248,C,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,277.5578,0,#NULL#,CI,CI,CL,1922,N,1453,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,72,N,3.2552,0.66,WJ,W,STL,CL,1994,N,8107,A,C,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,54,N,327.2781,0.6,#NULL#,RCC,CONC,CL,1950,N,1191,B,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,40,N,97.2467,0.375,CJ,W,STL,CL,1931,N,538,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,14.097,0,#NULL#,RDW,CI,CL,1931,N,810,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,29.5605,0,#NULL#,RDW,CI,CL,1931,N,810,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,8.4585,0,#NULL#,RDW,CI,CL,1931,N,811,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,29.8873,0,#NULL#,RDW,CI,CL,1931,N,867,D,C,C,20-Jun-13
0,DWP,2/22/2011 0:00,ACTIVE,TRUNK,24,N,238.1607,0.375,WJ,W,STL,CL,1937,N,1052,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,27.6965,0.88,#NULL#,MONO,CI,CL,1947,N,1104,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,30.5925,0.38,WJ,W,STL,CL,1952,N,4018,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,49.5,N,776.9319,0.25,WJ,W,STL,CL,1959,N,1307,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,44.6258,0,#NULL#,CI,CI,CL,1922,N,2405,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,44.0187,0,#NULL#,CI,CI,CL,1922,N,1646,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,12.6002,0,#NULL#,CI,CI,CL,1908,Y,824,D,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,69,N,695.2218,5.75,#NULL#,RC,CONC,CL,1953,N,755,B,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,26.3724,0.375,WJ,W,STL,CL,1953,N,574,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,32,N,1151.9826,0.44,WJ,W,STL,CL,1953,N,1166,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,48,N,9.0465,0.375,WJ,W,STL,CL,1986,Y,1884,C,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,522.8145,0.2813,WJ,W,STL,CL,1958,N,655,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,26,N,226.4892,0.2813,WJ,W,STL,CL,1958,N,1027,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,325.9501,0,#NULL#,CI,CI,CL,1911,N,853,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,303.8618,0,#NULL#,CI,CI,CL,1908,N,836,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,RECL,24,N,345.4872,0.44,RG,DIA,DI,CL,1997,N,332,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,32,N,4.3452,0.44,WJ,W,STL,CL,1953,N,1139,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,260.1301,0.3438,WJ,W,STL,CL,1955,N,9094,B,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,6.3736,0,#NULL#,CI,CI,CL,1927,Y,1395,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,379.6577,0.375,B&S,W,STL,CL,1941,N,1529,C,D,D,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,9.0135,0,#NULL#,CI,CI,CL,1922,N,1656,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,16,0,#NULL#,CI,CI,CL,1944,N,1562,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,89.0016,0,#NULL#,CI,CI,CL,1914,N,1567,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,65.993,0.38,WJ,W,STL,CL,1978,N,2075,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,8.5504,0.38,WJ,W,STL,CL,1978,N,2053,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,10,0,#NULL#,RCC,CONC,CL,1950,Y,1151,B,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,304.8586,0,#NULL#,CI,CI,CL,1923,N,1093,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,3.0531,0,CJ,CI,CI,CL,1923,N,1521,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,417.0448,0.38,B&S,W,STL,CL,1938,N,1072,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,31.044,0,#NULL#,CI,CI,CL,1923,N,797,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,10.7564,0,#NULL#,CI,CI,CL,1923,N,826,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE, ,24,N,6.6779,0,#NULL#,CI,CI,CL,1923,N,360,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,402.824,0,#NULL#,PCC,CONC,CL,1981,N,1715,B,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,8.0426,0,#NULL#,CI,CI,CL,1923,Y,1665,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,52,N,1098.5283,0.25,#NULL#,DRIV,STL,CL,1917,N,2731,C,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,322.0307,0,#NULL#,CI,CI,CL,1913,N,1254,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,11.793,0.44,RG,DIA,DI,CL,1984,N,1408,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,28.4239,0.44,RG,DIA,DI,CL,1984,N,1345,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,2223.976,0.3125,WJ,W,STL,CL,1958,N,2773,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,848.6897,0,#NULL#,CI,CI,CL,1923,N,814,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,51.8627,0,#NULL#,CI,CI,CL,1923,N,658,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,140.5168,0,#NULL#,CI,CI,CL,1924,N,656,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,24,N,323.8071,0.88,#NULL#,MONO,CI,CL,1946,N,2579,B,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,8.5064,0.3125,WJ,W,STL,CL,1988,N,2151,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,61.687,0.25,#NULL#,RIV,STL,CL,1923,N,1081,D,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,6.1454,0.38,WJ,W,STL,CL,1979,N,2555,B,A,B,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,DIST,24,N,95.918,0,WJ,W,STL,CL,0,N,1143,C,A,B,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,DIST,144,N,113.5243,0.625,WJ,W,STL,CL,1993,N,1697,B,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,9.0927,0.3125,WJ,W,STL,CL,1964,Y,1103,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,3.2599,0.375,WJ,W,STL,CL,1951,Y,1162,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,652.9722,0,WJ,W,STL,CL,1950,N,2000,C,D,D,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,DIST,32,N,7.0027,0,#NULL#,STL,STL,CL,1956,Y,885,C,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,60,N,1219.0868,0.375,WJ,W,STL,CL,1940,N,1616,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,328.0782,0.375,CJ,W,STL,CL,1931,N,3730,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,42,N,13.2222,0,#NULL#,PCC,CONC,CL,1981,N,1347,B,C,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,60,N,61.4934,0.375,WJ,W,STL,CL,1940,N,2227,C,D,D,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,26.6925,0.89,#NULL#,MONO,CI,CL,1951,N,1083,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,191.2876,0.375,CJ,W,STL,CL,1931,N,4050,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,1434.4241,0.88,#NULL#,MONO,CI,CL,1951,N,1842,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,8.691,0.38,CJ,W,STL,CL,1937,N,2548,C,B,B,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,DIST,32,N,3.1488,0,#NULL#,STL,STL,CL,1956,Y,843,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,54,N,18.5977,0.25,#NULL#,RIV,STL,CL,1916,N,3308,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,29.555,0.375,CJ,W,STL,CL,1931,N,4171,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,31.4,N,1230.6169,0.375,B&S,W,STL,CL,1935,N,759,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,31.4,N,19,0.375,#NULL#,W,STL,CL,1952,N,841,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,66,N,2.5261,7,#NULL#,RCC,CONC,CL,1950,Y,1182,B,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,19.3523,0,#NULL#,CI,CI,CL,1924,N,2433,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,30,N,297.9831,0.375,CJ,W,STL,CL,1931,N,2826,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,49.5,N,598.0514,0.25,RG,W,STL,CL,1959,N,1794,C,B,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,72,N,580.7159,0.25,#NULL#,RIV,STL,CL,1914,N,4075,C,C,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DRAIN,66,N,10.2579,0,#NULL#,CONC,CONC,CL,1972,N,408,B,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DRAIN,60,N,33.4993,0,#NULL#,STL,STL,CL,1972,N,450,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DRAIN,30,N,189.9041,3.25,#NULL#,CONC,CONC,CL,1960,N,528,B,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,39.3432,0.25,#NULL#,RIV,STL,CL,1916,N,501,C,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,36,N,12.2797,0.25,#NULL#,RIV,STL,CL,1916,N,422,C,D,C,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,42,N,2.551,0,WJ,W,STL,CL,1953,Y,1148,D,D,D,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,TRUNK,42,N,2.551,0,WJ,W,STL,CL,1953,Y,1148,D,D,D,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,30,N,2.5021,0,WJ,W,STL,CL,1967,Y,1382,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,10.4996,0,#NULL#,CI,CI,CL,1924,N,2450,C,A,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,36,N,16.3399,0,#NULL#,CONC,CONC,CL,1931,N,984,B,A,A,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,13.5966,0.3125,WJ,W,STL,CL,1988,N,2268,C,B,B,20-Jun-13
0,DWP,2/10/2011 0:00,ACTIVE,DIST,24,N,4.5891,0.3125,WJ,W,STL,CL,1988,N,2176,C,B,B,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,DIST,97.75,N,29.059,0.625,WJ,W,STL,CL,1980,N,1569,C,B,B,20-Jun-13
0,DWP,2/18/2011 0:00,ACTIVE,DIST,144,N,65.0022,0.625,WJ,W,STL,CL,1993,N,1419,B,B,B,20-Jun-13
