Precinct,Ballot_Group,Consolidation,IsVoteByMail
2600104F,65,2600104A,0
1100002A,63,1250083A,1
1430034B,132,1430034A,0
6250092C,81,6250092A,0
6700070E,120,6700070A,0
9001634C,58,9000490A,0
9002150B,136,9002150A,0
3900008B,120,3900008A,0
1040027B,14,1040014A,0
9000404E,58,9001064A,0
3450027B,159,3450023A,0
6220074B,14,6220074A,0
9001307E,81,9001307A,0
2550150A,45,2550150A,0
2700010C,155,2700010A,0
5250087K,90,5250087C,0
9001046H,142,9001929A,0
2550019L,45,2550020A,0
5150147C,36,5150147A,0
2050048C,123,2050048A,0
5530016A,192,5530016A,0
2300001B,140,2300001A,0
1850072A,129,1850102A,0
2300005E,139,2300005A,0
5000055A,2,5000055A,0
7410017E,64,7410017A,0
3850128D,206,3850128A,0
9007132D,60,9007132A,0
9002353A,86,9002813C,0
9007902G,55,9007902A,0
9001747C,136,9001747A,0
3850164E,206,3850164A,0
6230006D,120,6230006A,0
9005155F,60,9005155A,0
9002540C,180,9002540A,0
4800003A,120,4800003A,0
0050061W,2,0050061A,0
9001501A,215,9002688A,0
9002545B,97,9002364A,0
3700044E,2,3700044A,0
9002336A,189,9000995A,0
2100122B,64,2100122B,0
9001376A,104,9001984B,0
4450065A,126,4450065A,0
6200006B,75,6200006A,0
9006614D,55,9006614A,0
7510009D,104,7510009B,0
9002553C,180,9002553B,0
3300023D,120,3300023A,0
9001665E,58,9001665A,0
2600040D,67,2600040A,0
2850050G,99,2850050A,0
9001489H,147,9001489A,0
6450002G,210,6450002A,0
3150025A,46,3150025A,0
9007843F,55,9007843A,0
9006453D,55,9006453A,0
2500028B,196,2500026A,0
0150049A,68,0150049A,0
0350058C,68,0350058A,0
1030105C,178,1030105A,0
4100008D,192,4100007B,0
9007939C,55,9007939A,0
2950067F,155,2950067A,0
3450003E,158,3450003A,0
2950095C,155,2950095A,0
1850074B,129,1850074B,0
5530036B,192,5530036A,0
2550108E,45,2550108A,0
7800061A,120,7800082A,0
3550112A,1,3550053A,0
2000017A,87,2000028A,0
3300001C,120,3300001A,0
1030029C,178,1030029A,0
9006372F,189,9002621A,0
4450026G,126,4450026A,0
1900009E,67,1900009A,0
3850560E,208,3850562A,0
6250127B,81,6250127A,0
9001444B,82,9001444A,0
6700052B,120,6700052A,0
9001856B,94,9001854A,0
6220139C,18,6220139A,0
5000083A,2,5000047A,0
9003937B,86,9003937B,0
4800047F,124,4800047A,0
2850009A,99,2850009A,0
9000162A,62,9002267A,0
3990014A,156,3990018A,0
7750038C,79,7750001A,0
4450018A,126,4450018A,0
1070003D,124,1070003A,0
9005145C,60,9005145A,0
7150131H,191,7150131A,0
5150072G,36,5150080A,0
9000851E,85,9000851A,0
2100024A,72,2100024A,0
0050014B,2,0050014A,0
9000713D,55,9002414A,0
3850568D,209,3850568A,0
3000004E,64,3000004A,1
9000238A,55,9006606C,0
0350009B,68,0350009A,0
6220147F,14,6220004A,0
3850045F,209,3850045B,0
9000566A,58,9000127A,0
9006432A,55,9000414B,0
9002665A,60,9000215B,0
6220191B,28,6220191A,1
9001070B,55,9001070A,0
1430002A,131,1430002A,0
7150003E,198,7150003A,0
3750003J,2,3750005A,0
1030108C,178,1030108B,0
9006440E,55,9006440A,0
7150182D,191,7150144A,0
9000276A,21,9000607C,0
3990020A,156,3990001A,0
2040012A,68,2040012A,0
2600096H,65,2600096B,0
5000092C,2,5000092A,0
9000841A,60,9000841A,0
5000003C,2,5000003A,0
6230008E,120,6230008A,0
3850088B,204,3850088A,0
4060012N,83,4060012A,0
5250076A,90,5250076A,0
3850058E,167,3850058A,0
9006098C,85,9006098C,0
9002622B,9,9002622A,1
3900063A,120,3900063A,0
7800048C,120,7800048A,0
6700008F,120,6700008A,0
3850047H,205,3850047A,0
5150156D,36,5150156A,0
9001781F,93,9001781B,0
3550083B,2,3550111A,0
9001098E,93,9001098B,0
6550035B,171,6550035A,0
9001540C,107,9005837A,0
2250003F,149,2250003A,0
0200038B,36,0200038B,0
4650001A,2,4650001A,0
5000084E,2,5000084A,0
9003988C,85,9003988A,0
5550095E,190,5550095A,0
6250038A,81,6250019A,0
5400223H,1,5400048A,0
3680001D,2,3680001A,0
9000543F,21,9000543A,0
9007866B,55,9000206A,0
9002731A,215,9002732A,0
5530021D,192,5530021A,0
9001971A,104,9002069B,0
2550020E,45,2550020A,0
9000282C,153,9000282A,0
3300016B,120,3300026A,0
9001500H,86,9000788A,0
6300017F,14,6300040B,0
6100015C,68,6100015A,0
1070031B,124,1070031A,0
5250036M,90,5250087C,0
7050064B,68,7050066A,0
9002105C,104,9000948A,0
3430004C,104,3430004A,0
9000550A,93,9001685A,0
9004245B,17,9004245A,0
3330002C,114,3330002B,0
7600005K,112,7600005C,0
9007957B,55,9000234A,0
6650034E,69,6650034A,0
9001080C,60,9001080A,0
5530082B,192,5530081B,0
5250008G,90,5250009A,0
3850378A,209,3850378A,0
2600063B,65,2600063A,0
7750078A,79,7750078A,0
9001427C,177,9001323A,0
9006625A,55,9000749A,0
6250068D,81,6250067A,0
9001567A,104,9001566A,0
6300023C,14,6300023A,0
3150064K,46,3150025A,0
9007698G,81,9007693D,0
3450070E,158,3450070A,0
0900047B,81,0900036A,0
6700009A,120,6700010A,0
6000020C,39,6000020A,0
9001222A,79,9001231A,0
9004239C,43,9004239A,0
9001492B,104,9001492A,0
5230006F,127,5230006B,0
1450141E,179,1450141A,0
2600034C,67,2600034A,0
9000534D,21,9000686A,0
9000301F,21,9000301A,0
9003206A,81,9003206A,0
2700004E,155,2700004A,0
4780005D,120,4780004A,0
0900001F,81,0900001A,0
9000177C,58,9000177A,0
7680012D,196,7680012A,0
2600035A,65,2600064A,0
6850010A,46,6850034A,1
9002685A,33,9002256A,0
7150131G,191,7150131A,0
6220061F,14,6220061A,0
4450003K,126,4450003A,0
3850238A,204,3850241A,0
7800087A,120,7800087A,0
4060006A,83,4060012A,0
5000029A,2,5000070B,0
5530085D,192,5530085A,0
9001892A,55,9001892A,0
9001366C,81,9001366A,0
9001122F,60,9001122A,0
9000040D,149,9000040B,0
6220037L,14,6220031A,0
3550042A,2,3550042A,0
2630030A,123,2630049A,0
7150009E,198,7150008A,0
0150009B,68,0150012A,0
3850007C,209,3850007A,0
7050009A,68,7050043A,0
1030107C,178,1030107A,0
1780019C,110,1780043B,0
9002414A,55,9002414A,0
5550070B,190,5550070A,0
2630042C,123,2630206A,0
3850010A,209,3850010A,0
9002342B,104,9002342B,0
9000333D,11,9000333A,0
9000155B,62,9000155B,0
0950134E,46,0950134A,0
0670143C,64,0670143A,0
9001754B,11,9001754A,0
5000086B,2,5000086A,0
3850133A,206,3850170B,0
1070029A,124,1070029A,0
7800165E,120,7800167C,0
9001900D,58,9001900B,0
0600007F,64,0600008A,0
0750011C,129,0750011A,0
9001507F,104,9002368A,0
9002124C,104,9002124B,0
6820007B,18,6820007A,0
7700033C,64,7700022A,0
5000026A,2,5000026A,0
9001129D,137,9001129B,0
5230045E,127,5230045A,0
7800018B,120,7800021A,0
9001323C,177,9001323A,0
6220060A,14,6220182A,0
1450154C,179,1450154A,0
2300008A,139,2300008A,0
9004120A,94,9002099A,0
9006246F,17,9006246A,0
9000354C,175,9000354A,0
5250016F,90,5250016B,0
9000379B,21,9000379A,0
2500032D,196,2500035A,0
3850563D,209,3850563A,0
9001426A,79,9001426A,0
4450092A,76,4450092A,0
9000312F,21,9000312A,0
9001262A,101,9001262A,0
5250303C,90,5250013A,0
5250021O,90,5250021A,0
9000941F,85,9005541A,0
3800010E,195,3800010A,0
0050003D,2,0050003A,0
3750005P,2,3750005A,0
6550017F,171,6550017A,0
1750061D,1,1750061D,1
0550023J,64,0550024A,0
3450055A,160,3450055A,0
6230004D,120,6230004A,0
6250016F,81,6250016A,0
0750012A,124,0750012A,0
9000177D,58,9000177A,0
0150080E,68,0150080A,0
9000884G,93,9000884B,0
6250036B,81,6250036B,0
2700116E,155,2700116A,0
5550010G,190,5550010A,0
9005140A,58,9005140A,0
7750007G,79,7750007A,0
9000639B,30,9000639A,0
1030004B,178,1030004A,0
6200011E,75,6200012A,0
2700093A,155,2700092A,0
9000063F,55,9000063B,0
2500035B,196,2500035A,0
5230021A,127,5230024A,0
6100017E,68,6100017A,0
2250006B,149,2250020A,0
6550018E,171,6550018A,0
3990001B,156,3990001A,0
9000306A,54,9000158A,0
2630172B,123,2630172A,0
6230011M,120,6230010A,0
9000717D,21,9001451A,0
9001003E,137,9001003A,0
1500009F,63,1500009A,0
9002588F,176,9002588B,0
9000915A,86,9000915A,0
7150076E,198,7150076A,0
9002631A,91,9001804A,0
6050002D,21,6050002A,0
1450149B,179,1450149A,0
1450018B,179,1450018A,0
6050001C,21,6050001A,0
9006251C,17,9006251A,0
9001297B,82,9005816A,0
9000053F,93,9000053A,0
6600022C,36,6600019A,0
9000905D,86,9002353B,0
3990010C,156,3990010A,0
5250319D,90,5250319A,0
5000004F,2,5000005A,0
3850217C,209,3850308A,0
3400005D,39,3400005A,0
3850108A,208,3850108A,0
9001130D,143,9001130B,0
7800031B,120,7800075A,0
9000107D,21,9000107A,0
3850572F,209,3850572A,0
3850043A,209,3850043A,0
4780011D,120,4780011A,0
5250061E,90,5250061A,0
9001924E,60,9001924B,0
5400057B,1,5400057A,0
3300016H,120,3300015A,0
9000184D,21,9000184B,0
3230001J,123,3230001A,0
7700005D,64,7700004A,0
5550093E,190,5550093B,0
7100030B,83,7100032A,1
9000972A,104,9001770A,0
9000082E,58,9000082A,0
2600008B,65,2600062A,0
6100003C,68,6100007A,0
3850347A,214,3850262A,0
9004123C,19,9004123A,0
9002132E,104,9002132B,0
7900008D,2,7900008A,0
7750046C,79,7750007A,0
9001104A,86,9001104A,0
2100010A,72,2100008B,0
6250085B,81,6250078A,0
7150108C,191,7150115A,0
9001157A,60,9001157A,0
7600006C,112,7600006B,0
9000334A,22,9000334A,0
9001453A,137,9001453A,0
3680001C,2,3680001A,0
2600062C,65,2600062A,0
1040072E,14,1040072A,0
2950147B,155,2950147A,0
4050051G,83,4050051A,0
0080053E,83,0080053A,0
6000008D,39,6000011A,0
9000227B,55,9001892A,0
9006377E,197,9006377A,0
9005920B,81,9005920A,0
9000267A,81,9000267A,0
9007333D,30,9007333A,0
2600007H,65,2600104A,0
0900025B,81,0900023A,0
3330008E,114,3330008A,0
1500012D,63,1500012A,0
9000006C,80,9000006A,0
4400016E,39,4400016A,0
5000008A,2,5000008A,0
2930063C,112,2930016A,1
9000266D,55,9000742A,0
9000789H,86,9000438A,0
9003552A,101,9003552A,0
9001536B,94,9001704C,0
0550079B,64,0550081A,0
0350018A,68,0350018A,0
9002351B,139,9001706D,0
1070040E,124,1070040A,0
9002162B,136,9002162A,0
4050062E,83,4050003A,0
7150098B,191,7150007B,0
5000055G,2,5000055A,0
9000012A,86,9000788A,0
6220125B,14,6220114A,0
3550108A,1,3550020B,0
9000069F,21,9000069A,0
3850625C,205,3850625A,0
9002182B,105,9002182A,0
9005199C,60,9005199A,0
1850025A,129,1850025A,0
3700040G,2,3700040A,0
2500002E,155,2500002A,0
2400001B,81,9001413A,0
9002897B,21,9000391A,0
5000026F,2,5000026A,0
9007852C,52,9007852A,0
1750052C,1,1750052A,1
9002089B,95,9002089A,0
9007689A,81,9007689A,0
9000950E,61,9001207A,0
5250303A,90,5250013A,0
9001672C,101,9001329A,0
9007129A,58,9000214A,0
5250057C,90,5250057A,0
1770006A,2,5000005A,0
5000024B,2,5000024A,0
0200008C,36,0200008B,0
9000149E,58,9000149A,0
5150045F,36,5150045A,0
7150131B,191,7150131A,0
9001081G,137,9001966A,0
9000575B,58,9000575A,0
2930021A,118,2930003A,1
9001869B,94,9002099A,0
9000850A,85,9000679C,0
9002053D,86,9002053B,0
9003351J,81,9003351A,0
1450142H,179,1450142B,0
0950022C,46,0950022A,0
9002952A,93,9002952A,0
5250044M,90,5250044D,0
5150103F,38,5150097A,0
6550015C,171,6550015A,0
3850078C,208,3850549A,0
3550029B,1,3550029A,0
3850270F,214,3850270A,0
4500031C,69,4500031B,0
9000927E,86,9000927A,0
6250046A,81,6250046A,0
9001048A,136,9003210A,0
9002289B,21,9000461A,0
1020007Q,3,0090011A,1
4050057E,83,4050057A,0
2600034D,67,2600097A,0
7700149A,64,7700153A,0
6220029B,14,6220117A,0
1770306A,2,1770004A,0
5000009C,2,5000009A,0
9000141A,21,9000141A,0
3850616H,205,3850616A,0
4100044C,192,4100044A,0
9000481A,43,9000481A,0
4450090E,126,4450090A,0
9001951B,79,9001951A,0
9001090G,55,9001090A,0
0600041C,64,0600041B,0
5550045F,190,5550045A,0
5250001E,90,5250001A,0
9000344F,21,9000344A,0
3850025D,206,3850025A,0
9004117B,146,9000039A,0
1850079E,129,1850079A,0
9001503C,215,9002689A,0
6220083K,14,6220083A,0
1030025D,178,1030025B,0
0150008F,68,0150008A,0
6250003E,81,6250017A,0
9000474E,21,9000474A,0
7600004A,112,7600004A,0
5100054A,163,5100054A,0
6220095H,14,6220023A,0
7650005F,145,7650005A,0
7800014C,120,7800165D,0
6220142E,14,6220142A,0
4400030D,39,4400030A,0
4400066A,39,4400066A,0
2250017A,149,2250017A,0
6700072D,120,6700059A,0
5530018B,192,5530018B,0
9006277D,52,9007825B,0
4800053F,120,4800053A,0
9002238D,81,9002238A,0
2700004C,155,2700004A,0
1680002G,155,1680002B,0
9002487A,19,9000095A,0
9002714A,86,9002714A,0
9007774D,11,9007774A,0
9002212B,136,9002211A,0
3550080D,1,3550080A,0
9001009A,93,9001009A,0
3850240A,206,3850242A,0
7150045C,191,7150046A,0
0550013A,64,0550011A,0
9000816C,86,9000816A,0
9000025B,54,9000025A,0
2100122H,64,2100122B,0
9001085B,60,9001085B,0
6250056C,81,6250056A,0
2600034A,67,2600034A,0
1300020B,37,1300020A,0
9002955A,104,9002373A,0
3850558D,209,3850559A,0
9002841A,93,9001632B,0
9001182F,47,9000684A,0
4450008D,126,4450008A,0
7670008A,154,7670006A,0
9003184B,93,9003184A,0
9000332F,211,9006358A,0
9007385E,100,9007385A,0
9001838B,86,9001838A,0
0080053C,83,0080053A,0
3300029B,120,3300034A,0
0940007C,65,0940002A,0
2700026H,155,2700025C,0
0950181A,48,0950181A,0
0600002D,64,0600002A,0
5200001F,2,5200040D,0
9006627B,55,9000749A,0
0150006A,68,0150067A,0
9004215B,211,9004215A,0
2700040D,155,2700041A,0
9002073B,136,9002073A,0
4500032C,69,4500032A,0
1850065D,129,1850065A,0
6300438D,2,0090005B,1
9000700C,47,9000700B,0
3450025B,162,3450025B,0
9001549D,150,9001549A,0
6220146A,14,6220146A,0
6000022A,39,6000018A,0
9002324D,104,9002324A,0
6820011E,18,6820011A,0
6250064A,81,6250060A,0
9007913B,55,9006452A,0
1780092A,110,1780092A,0
3150012D,46,3150012A,0
3850336C,209,3850337A,0
5250014B,90,5250014A,0
0550002G,64,0550002A,0
9000099D,55,9000099B,0
0950131C,46,0950131A,0
9001430F,79,9001429A,0
1780065E,110,1780065A,0
9002280E,81,9002280A,0
5550042C,190,5550042A,0
3850594F,204,3850594A,0
1750061Z,1,1750061D,1
6250069B,81,6250069A,0
3150032D,46,3150012A,0
2600009F,65,2600009A,0
9000157F,58,9000157B,0
1100040C,63,1100040A,0
2630193D,123,2630193C,0
5550008F,190,5550069A,0
1450118B,179,1450118B,0
7510006D,104,7510006A,0
9000876A,86,9000929A,0
5000086A,2,5000086A,0
7150061E,194,7150116A,0
0150016F,68,0150016F,0
2600012E,65,2600106A,0
9005428D,81,9005428A,0
6220016C,18,6220101B,0
1070048F,124,1070048A,0
9001716C,104,9001716A,0
2930012A,117,2930012A,1
5150066A,36,5150066A,0
6700005D,120,6700011B,0
2020006A,36,2020006A,0
3800007B,195,3800007A,0
5850153A,110,5850153A,0
1770015K,2,1770015A,0
9001104C,86,9001104A,0
9003088C,19,9000023B,0
1850150A,129,1850150A,0
1500036H,63,1500036C,0
6220013D,14,6220182A,0
9001184H,49,9001184A,0
9002485A,136,9002485A,0
2620001J,2,1750001A,0
2000033C,87,2000040A,0
6700002E,120,6700002A,0
1070034F,124,1070020A,0
9000621A,55,9006445A,0
3150001N,46,3150001A,0
9002573A,77,9000601A,0
3850113B,206,3850113B,0
9000073F,58,9000073A,0
5250148B,90,5250148A,0
3990028A,156,3990007A,0
0200094M,36,0200022A,0
9000672A,30,9000672A,0
7800038E,120,7800038E,0
7150064E,194,7150064A,0
6230011B,120,6230011A,0
5550015A,190,5550015A,0
1430006A,132,1430035A,0
9001091B,55,9001091B,0
9003969F,104,9003969C,0
0700019F,164,0700010A,0
3450050D,173,3450043A,0
2950043B,155,2950042A,0
7800185D,120,7800185A,0
0850052C,87,0850052A,0
9002968A,19,9002968A,0
6250060D,81,6250060A,0
9001476F,104,9001456A,0
6220153C,25,6220153A,1
9000679A,85,9000679A,0
9000388E,211,9000388A,0
0200028E,36,0200028A,0
7800172E,120,7800172A,0
2550115A,45,2550087A,0
2700041C,155,2700041A,0
9001721D,93,9001721A,0
5000071G,2,5000071A,0
9002459C,136,9002459A,0
0150056D,68,0150056A,0
9000002E,104,9001525A,0
9000257G,55,9000257B,0
7410016B,64,7410016A,0
1150002B,54,1150002A,0
9005022B,97,9005022A,0
7700144D,64,7700144A,0
3450031D,161,3450031A,0
1030067A,178,1030102A,0
6200016F,75,6200016A,0
9002866C,81,9001316A,0
9001301A,82,9005821A,0
9000568C,58,9000613B,0
9000528A,107,9001257B,0
9000831B,55,9000831B,0
9007909D,55,9007913A,0
9002714F,86,9002714A,0
3850183C,209,3850212A,0
9002088A,86,9003937B,0
3850135A,204,3850135A,0
1070007G,124,1070007A,0
6550010F,171,6550010A,0
9001045A,55,9001044A,0
6700009C,120,6700009B,0
2950026A,155,2950026A,0
9006411B,55,9003600A,0
1550005H,165,1550005C,1
9008296F,189,9008296A,0
7150090F,191,7150090A,0
5150058B,36,5150180A,0
1850028C,129,1850028A,0
9005428E,81,9005428A,0
0800002D,134,0800002A,0
5500102D,63,5500102A,0
4200008E,164,4200014A,0
3850020B,169,3850020B,0
1450147F,179,1450147A,0
6300460D,2,0090005B,1
4500046B,69,4500034B,0
9001133A,60,9001133A,0
0950197B,41,0950178A,0
2950152E,155,2950152A,0
9000108A,140,9000108A,1
7410004E,114,7410004B,0
9006293D,52,9006293A,0
9003458B,215,9003458B,0
9001896A,55,9000230A,0
9007230E,81,9007230A,0
9001530D,104,9001565A,0
2600026B,67,2600026A,0
7150092A,191,7150084A,0
9001820B,86,9001839A,0
7700034G,64,7700140A,0
9001295A,107,9004218A,0
3550066B,2,3550022A,0
9000128F,55,9000128A,0
9005837C,107,9005837A,0
1030049E,178,1030049A,0
4200015A,164,4200015A,0
9002072B,86,9001660A,0
9002159B,97,9002159A,0
6600006F,36,6600006A,0
9002688B,215,9002688A,0
1000011F,56,1000011A,0
9002903C,21,9002903B,0
5750027F,69,5750027A,0
5250021T,90,5250021A,0
9000565D,136,9002477A,0
9000939D,85,9000940B,0
2600019A,65,2600019A,0
1070037C,124,1070013A,0
2100001B,72,2100001A,0
5550096E,190,5550093B,0
3450002A,158,3450002A,0
7650005G,145,7650005A,0
7700118F,109,7700118A,0
2100039D,72,2100039A,0
9000100D,55,9000100B,0
5200040D,2,5200040D,0
5400055B,1,5400046A,0
0050028K,2,0050061A,0
9000941C,85,9005541A,0
6000011B,39,6000011A,0
9001033B,136,9003210A,0
3850400A,209,3850400A,0
9000859B,43,9000495A,0
9005041E,199,9000571A,0
2100016C,72,2100113A,0
1030028B,178,1030028A,0
9000519A,21,9001917A,0
1850046A,129,1850063A,0
3850134G,206,3850134A,0
2700028A,155,2700028A,0
4780005C,120,4780004A,0
2550149E,45,2550149A,0
9002036B,136,9002036A,0
1500027A,63,1500027A,0
9002336C,189,9000995A,0
3850184D,209,3850184A,0
2950001E,155,2950001A,0
6220043C,18,6220043A,0
4780001E,121,4780001A,0
3400025B,39,3400021A,0
4450032G,126,4450032A,0
5150075C,36,5150075A,0
9000301C,21,9000301A,0
9002497F,138,9002497A,0
9002086E,104,9002086A,0
2700009B,155,2700009A,0
5230013F,127,5230013A,0
3550049D,1,3550024A,0
5400047D,1,5400047A,0
7410014A,64,7410011B,0
1850083B,129,1850083A,0
9000838B,79,9000484B,0
7150057E,198,7150029A,0
6220082A,14,6220194A,0
1020244K,3,1020244A,0
9007693E,81,9007697A,0
2950001A,155,2950001A,0
9000003C,150,9000003A,0
1030040D,178,1030040A,0
2600023D,65,2600022A,0
1040028B,14,1040028A,0
9002537B,180,9002537A,0
7410154C,64,7410110B,0
9001338B,101,9001338A,0
1550006A,164,1550006A,0
0150045E,68,0150045A,0
4610022A,46,4610022A,0
0200091C,36,0200091A,0
1070049B,124,1070048A,0
9001999G,55,9001019A,0
2550009A,45,2550009A,0
9005926B,81,9007689A,0
6700019C,120,6700019A,0
5000076E,2,5000058A,0
9005155C,60,9001002B,0
9002262F,81,9002262B,0
4400021C,39,4400021A,0
2550061C,45,2550061A,0
6600019A,36,6600019A,0
9001138D,180,9001138A,0
5250021L,90,5250021A,0
3850572B,209,3850572A,0
6220055F,14,6220055A,0
9001725D,104,9001725A,0
3550068A,1,3550080A,0
7150101C,191,7150101A,0
2300020A,139,2300013A,0
7800044E,120,7800044A,0
7600033E,112,7600033A,0
9001299A,82,9001296A,0
0600028B,64,0600027A,0
1040226T,14,1040226B,0
3990033A,156,3990033A,0
9001335A,43,9006305A,0
9005199A,60,9005199A,0
9001074C,55,9001073A,0
1040004D,14,1040004C,0
4800006F,124,4800006B,0
0750021F,129,0750021A,0
3850402A,184,3850402A,0
5230049B,127,5230049A,0
3850661A,203,3850660A,0
5050013E,192,5050012A,0
1780094D,110,1780067A,0
3850671H,219,3850671A,0
1600008C,104,1600008A,0
1940010D,68,1940010A,0
3680005E,2,1750001A,0
2550113C,45,2550042B,0
7700165C,64,7700165A,0
4050060C,83,4050062A,0
3550050B,2,3550050A,0
2250005B,149,2250004A,0
3330005A,114,3330020B,0
1500027D,63,1500037A,0
3550077D,2,3550077A,0
7800021A,120,7800021A,0
9002155A,97,9002159A,0
9002784A,55,9007928A,0
9000717C,21,9001451A,0
4450012B,126,4450012A,0
0850006E,87,0850006A,0
9000855D,85,9000855B,0
5850071D,110,5850071B,0
5550093D,190,5550093B,0
1020017B,14,6220090A,0
5250096F,90,5250096A,0
5150187A,38,5150187A,0
7750045A,79,7750002A,0
9001319A,104,9002285A,0
9003278A,147,9003278A,0
3450066C,160,3450066A,0
9000766E,86,9000766A,0
9001489E,147,9001489A,0
5150188A,38,5150188A,0
3200011G,46,3200014B,0
4450013B,76,4450013A,0
7150102C,191,7150102A,0
3300005A,120,3300008C,0
9000801D,55,9000801C,0
2040019D,68,2040019A,0
9001559F,147,9001559B,0
9000264B,81,9000264A,0
2930065A,112,2930016A,1
3550051B,2,3550089B,0
9000668E,58,9000668B,0
5750003F,69,5750003B,0
0090015B,13,0090003A,0
4780015F,120,4780004A,0
2950044C,155,2950044A,0
0080021A,83,0080047A,0
9004215F,211,9004215A,0
1940005G,71,1940005A,0
2600008F,65,2600062A,0
5730007F,192,5730007A,0
9002316E,104,9002316A,0
7700028A,64,7700028A,0
9003210A,136,9003210A,0
0750036E,124,0750036A,0
3550002A,1,3550003A,0
9002024E,136,9002024A,0
1070026D,124,1070026A,0
1000011A,56,1000011A,0
6820006B,18,6820006A,0
9000197H,58,9000197B,0
7800170A,120,7800038E,0
3550055C,2,3550098A,0
7100006C,83,7100006A,0
9001000C,96,9001000C,0
9001528G,104,9001528C,0
0750015A,129,0750017B,0
6300014U,3,6300014A,0
3400050C,39,3400018A,0
9000543B,21,9000543A,0
